_ID;FOURNISSEUR;FAMILLE;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;
200469;CDL;APPAREILLAGE;1902;3685223;"COFFRETDEDISTRIB.PLEXO3ETANCHE1RANGEE2+1MODULES
";LEGRAND;UN;33;24,48;
200470;CDL;APPAREILLAGE;1904;3124488;COFFRETDEDISTRIB.PLEXO3ETANCHE1RANGEE4MODULES;LEGRAND;UN;37;27,04;
200471;CDL;APPAREILLAGE;1906;3124497;COFFRETDEDISTRIB.PLEXO3ETANCHE1RANGEE6MODULES;LEGRAND;UN;42;31,28;
200472;CDL;APPAREILLAGE;1922;3685221;"COFFRETDEDISTRIB.PLEXO3ETANCHE2RANGEES12MODULES
";LEGRAND;UN;120;88,67;
200473;CDL;APPAREILLAGE;1923;3685220;"COFFRETDEDISTRIB.PLEXO3ETANCHE3RANGEES12MODULES
";LEGRAND;UN;145;107,72;
200474;CDL;APPAREILLAGE;418224;3620416;COFFRETMULTIMEDIAPRETAPOSERDRIVIAOPTIMUMAUTO;LEGRAND;UN;1477;1094,34;
200475;CDL;APPAREILLAGE;418223;3825976;COFFRETMULTIMEDIAPRETAPOSERDRIVIAOPTIMUMMANUEL;LEGRAND;UN;849;629,11;
200476;CDL;APPAREILLAGE;418221;3620419;COFFRETMULTIMEDIAPRETAPOSERDRIVIAOPTIMUMMIXTE;LEGRAND;UN;526;389,63;
200477;CDL;APPAREILLAGE;418222;3620418;COFFRETMULTIMEDIAPRETAPOSERDRIVIATRIPLEPLAY;LEGRAND;UN;605;448,31;
200478;CDL;APPAREILLAGE;401297;3826068;PORTEAVECCADREPOURBACDRIVIA13M3R+PLA+COM;LEGRAND;UN;102;75,61;
200479;CDL;APPAREILLAGE;401298;3620461;PORTEAVECCADREPOURBACDRIVIA13M4R+PLA+COM;LEGRAND;UN;107;79,42;
200480;CDL;APPAREILLAGE;401299;3620460;PORTEAVECCADREPOURBACDRIVIA2X13M+PLA+COM;LEGRAND;UN;118;87,58;
200481;CDL;APPAREILLAGE;26506;1148637;CONTACTEURJ/N2X20A;ABB;UN;31;22,69;
200482;CDL;APPAREILLAGE;ESC227;3755281;CONTACTEUR25A1O+1F230V;HAGER;UN;63;46,99;
200483;CDL;APPAREILLAGE;ESC225;3755282;CONTACTEURDEPUISSANCE2X25A2F-250VSSCDEMAN1M;HAGER;UN;54;40,29;
200484;CDL;APPAREILLAGE;ESC240;3755256;CONTACTEURDEPUISSANCE2X40A2F;HAGER;UN;96;71,34;
200485;CDL;APPAREILLAGE;ESC463;3755241;"CONTACTEURDEPUISSANCE4X25A4F-400VSSCDEMAN2M
";HAGER;UN;168;124,63;
200486;CDL;APPAREILLAGE;ESC425;3755227;"CONTACTEURDEPUISSANCE4X25A4F-400VSSCDEMAN2M
";HAGER;UN;71;52,51;
200487;CDL;APPAREILLAGE;ESC440;3755235;CONTACTEURDEPUISSANCE4X40A4F-400VSSCDEMAN3M;HAGER;UN;119;87,85;
200488;CDL;APPAREILLAGE;ETC325;3755297;CONTACTEURJ/N3X25A;HAGER;UN;100;74,14;
200489;CDL;APPAREILLAGE;412544;3682862;CONTACTEURDEPUISSANCE2X25A;LEGRAND;UN;50;37,37;
200490;CDL;APPAREILLAGE;412523;3681464;CONTACTEURDEPUISSANCE2X25ASANSCOMMANDEMANUELLE;LEGRAND;UN;49;36,19;
200491;CDL;APPAREILLAGE;412545;3681465;CONTACTEURDEPUISSANCE2X40A;LEGRAND;UN;85;62,66;
200492;CDL;APPAREILLAGE;412551;3680022;CONTACTEURDEPUISSANCE4X25A;LEGRAND;UN;67;49,62;
200493;CDL;APPAREILLAGE;412553;3680029;CONTACTEURDEPUISSANCE4X40A;LEGRAND;UN;112;82,98;
200494;CDL;APPAREILLAGE;412502;3680097;CONTACTEURJ/N3X25ASILENCIEUX;LEGRAND;UN;86;63,79;
200495;CDL;APPAREILLAGE;52110;3753541;DETECTEURDEMOUVEMENTSINFRAROUGE140°STANDARDMURALBLANC;HAGER;UN;35;26,18;
200496;CDL;APPAREILLAGE;52210;3753526;DETECTEURDEMOUVEMENTSINFRAROUGE200°STANDARDMURALBLANC;HAGER;UN;48;35,81;
200497;CDL;APPAREILLAGE;52370;3198236;DETECTEURDEMOUVEMENTSINFRAROUGE360°DETECTEURPLAFONDSAILLIE;HAGER;UN;71;52,83;
200498;CDL;APPAREILLAGE;52371;1989393;DETECTEURDEMOUVEMENTSINFRAROUGE360°DETECTEURPLAFONDENCASTREENFAUXPLAFOND;HAGER;UN;75;55,52;
200499;CDL;APPAREILLAGE;EE815;3755085;DETECTEURDEMOUVEMENTSINFRAROUGE360°ENCASTREBLANC;HAGER;UN;84;62,15;
200500;CDL;APPAREILLAGE;52310;3753531;DETECTEURDEMOUVEMENTSINFRAROUGE360°STANDARDMURALBLANC;HAGER;UN;58;42,67;
200501;CDL;APPAREILLAGE;52035;3754555;PROJECTEURADETECTEUR150WLUMIMATP150NOIR;HAGER;UN;44;32,82;
200502;CDL;APPAREILLAGE;52031;1320505;PROJECTEURADETECTEUR500WLUMIMATP500NOIR;HAGER;UN;54;39,63;
200503;CDL;APPAREILLAGE;52038;3754518;PROJECTEURAVECDETECTEURDEMOUVEMENTINTEGREINFRAROUGE140°120WBLANC;HAGER;UN;44;32,82;
200504;CDL;APPAREILLAGE;52032;1320504;PROJECTEURAVECDETECTEURDEMOUVEMENTINTEGREINFRAROUGE140°400WBLANC;HAGER;UN;54;39,63;
200505;CDL;APPAREILLAGE;52546;3514566;PROJECTEURAVECDETECTEURDEMOUVEMENTINTEGREINFRAROUGE200°120WBLANC;HAGER;UN;63;46,65;
200506;CDL;APPAREILLAGE;52542;3752054;PROJECTEURAVECDETECTEURDEMOUVEMENTINTEGREINFRAROUGE200°400WBLANC;HAGER;UN;73;54,00;
200507;CDL;DIVERS;81245;3772823;DISJONCTEURDEBRANCHTTYPEEDF15/45-500MA;SOCLADANFOSS;UN;37;27,43;
200508;CDL;DIVERS;82245;3772815;DISJONCTEURDEBRANCHTTYPEEDF15/45-500MASELECTIF;SOCLADANFOSS;UN;55;40,67;
200509;CDL;DIVERS;81260;3772824;DISJONCTEURDEBRANCHTTYPEEDF30/60-500MA;SOCLADANFOSS;UN;64;47,17;
200510;CDL;DIVERS;82260;3772816;DISJONCTEURDEBRANCHTTYPEEDF30/60-500MASELECTIF;SOCLADANFOSS;UN;82;60,97;
200511;CDL;APPAREILLAGE;ADC810F;3753096;DISJONCTEURDIFFERENTIELBIPPH+N10A30MA;HAGER;UN;151;111,95;
200512;CDL;APPAREILLAGE;ADC710F;3753081;DISJONCTEURDIFFERENTIELBIPPH+N10A30MA;HAGER;UN;138;102,18;
200513;CDL;APPAREILLAGE;ADC816F;3753097;DISJONCTEURDIFFERENTIELBIPPH+N16A30MA;HAGER;UN;141;104,58;
200514;CDL;APPAREILLAGE;410712;3686187;"DISJONCTEURDIFFERENTIEL1PH+NCOURBEC10A4500TYPEAC30MAAUTO
";LEGRAND;UN;141;104,08;
200515;CDL;APPAREILLAGE;410704;3686360;DISJONCTEURDIFFERENTIELBIPPH+N10A30MA;LEGRAND;UN;141;104,08;
200516;CDL;APPAREILLAGE;410705;3686224;DISJONCTEURDIFFERENTIELBIPPH+N16A30MA;LEGRAND;UN;135;100,35;
200517;CDL;APPAREILLAGE;410706;3686234;DISJONCTEURDIFFERENTIELBIPPH+N20A30MA;LEGRAND;UN;133;98,74;
200518;CDL;APPAREILLAGE;470229;3716965;DISJONCTEURDIVISIONNAIREPH+N2A;ABB;UN;11;8,06;
200519;CDL;APPAREILLAGE;470429;3716986;DISJONCTEURDIVISIONNAIREPH+N2ABORNESAUTO;ABB;UN;11;8,45;
200520;CDL;APPAREILLAGE;470433;3716977;DISJONCTEURDIVISIONNAIREPH+N6ABORNESAUTO;ABB;UN;12;8,75;
200521;CDL;APPAREILLAGE;470236;3716985;DISJONCTEURDIVISIONNAIREPH+N10A;ABB;UN;8;5,92;
200522;CDL;APPAREILLAGE;470436;3716978;DISJONCTEURDIVISIONNAIREPH+N10ABORNESAUTO;ABB;UN;8;6,27;
200523;CDL;APPAREILLAGE;470238;3716984;DISJONCTEURDIVISIONNAIREPH+N16A;ABB;UN;8;5,92;
200524;CDL;APPAREILLAGE;470438;3716981;DISJONCTEURDIVISIONNAIREPH+N16ABORNESAUTO;ABB;UN;8;6,27;
200525;CDL;APPAREILLAGE;470239;3716989;DISJONCTEURDIVISIONNAIREPH+N20A;ABB;UN;8;5,92;
200526;CDL;APPAREILLAGE;470439;3716980;DISJONCTEURDIVISIONNAIREPH+N20ABORNESAUTO;ABB;UN;8;6,27;
200527;CDL;APPAREILLAGE;470241;3716987;DISJONCTEURDIVISIONNAIREPH+N32A;ABB;UN;9;6,56;
200528;CDL;APPAREILLAGE;470441;3716982;DISJONCTEURDIVISIONNAIREPH+N32ABORNESAUTO;ABB;UN;10;7,07;
200529;CDL;APPAREILLAGE;MJT710;3755634;DISJONCTEURDIVISIONNAIRE1P+N4.5/6KAC-10A1MBORNEALIGNEECOURBEC;HAGER;UN;19;13,86;
200530;CDL;APPAREILLAGE;MJT716;3755635;DISJONCTEURDIVISIONNAIRE1P+N4.5/6KAC-16A1MBORNEALIGNEECOURBEC;HAGER;UN;19;13,86;
200531;CDL;APPAREILLAGE;MJT720;3755636;DISJONCTEURDIVISIONNAIRE1P+N4.5/6KAC-20A1MBORNEALIGNEECOURBEC;HAGER;UN;19;13,96;
200532;CDL;APPAREILLAGE;MJT725;3755637;DISJONCTEURDIVISIONNAIRE1P+N4.5/6KAC-25A1MBORNEALIGNEECOURBEC;HAGER;UN;20;14,74;
200533;CDL;APPAREILLAGE;MJT732;3755638;DISJONCTEURDIVISIONNAIRE1P+N4.5/6KAC-32A1MBORNEALIGNEECOURBEC;HAGER;UN;21;15,80;
200534;CDL;APPAREILLAGE;NFT710;3755652;"DISJONCTEURDIVISIONNAIRE1P+N6/10KAC-10A1MBORNEDECALEE
";HAGER;UN;45;33,09;
200535;CDL;APPAREILLAGE;NFT716;3755653;"DISJONCTEURDIVISIONNAIRE1P+N6/10KAC-16A1MBORNEDECALEE
";HAGER;UN;44;32,33;
200536;CDL;APPAREILLAGE;NFT706;3755654;"DISJONCTEURDIVISIONNAIRE1P+N6/10KAC-6A1MBORNEDECALEE
";HAGER;UN;50;37,38;
200537;CDL;APPAREILLAGE;NFT310;3755641;"DISJONCTEURDIVISIONNAIRE3P6/10KAC-10A3MBORNEDECALEE
";HAGER;UN;70;52,05;
200538;CDL;APPAREILLAGE;NFT316;3753765;"DISJONCTEURDIVISIONNAIRE3P6/10KAC-16A3MBORNEDECALEE
";HAGER;UN;71;52,25;
200539;CDL;APPAREILLAGE;NFT320;3755643;"DISJONCTEURDIVISIONNAIRE3P6/10KAC-20A3MBORNEDECALEE
";HAGER;UN;71;52,64;
200540;CDL;APPAREILLAGE;NGT316;3755667;"DISJONCTEURDIVISIONNAIRE3P6/10KAD-16A3MBORNEDECALEE
";HAGER;UN;97;71,74;
200541;CDL;APPAREILLAGE;NGT320;3753739;"DISJONCTEURDIVISIONNAIRE3P6/10KAD-20A3MBORNEDECALEE
";HAGER;UN;96;71,01;
200542;CDL;APPAREILLAGE;NGT325;3753740;"DISJONCTEURDIVISIONNAIRE3P6/10KAD-25A3MBORNEDECALEE
";HAGER;UN;103;76,07;
200543;CDL;APPAREILLAGE;NGT332;3755670;"DISJONCTEURDIVISIONNAIRE3P6/10KAD-32A3MBORNEDECALEE
";HAGER;UN;104;77,21;
200544;CDL;APPAREILLAGE;NFT810;3755659;DISJONCTEURDIVISIONNAIRE3P+N6/10KAC-10A3MBORNEDECALEE;HAGER;UN;86;63,93;
200545;CDL;APPAREILLAGE;NFT816;3755660;"DISJONCTEURDIVISIONNAIRE3P+N6/10KAC-16A3MBORNEDECALEE
";HAGER;UN;87;64,64;
200546;CDL;APPAREILLAGE;NFT820;3755661;"DISJONCTEURDIVISIONNAIRE3P+N6/10KAC-20A3MBORNEDECALEE
";HAGER;UN;88;65,07;
200547;CDL;APPAREILLAGE;NFT832;3755663;"DISJONCTEURDIVISIONNAIRE3P+N6/10KAC-32A3MBORNEDECALEE
";HAGER;UN;96;71,15;
200548;CDL;APPAREILLAGE;NFT840;3755664;"DISJONCTEURDIVISIONNAIRE3P+N6/10KAC-40A3MBORNEDECALEE
";HAGER;UN;122;90,18;
200549;CDL;APPAREILLAGE;NGN210;3754033;DISJONCTEURDIVISIONNAIREBIP2X10ACOURBED;HAGER;UN;64;47,43;
200550;CDL;APPAREILLAGE;NGN216;3754032;DISJONCTEURDIVISIONNAIREBIP2X16ACOURBED;HAGER;UN;63;46,52;
200551;CDL;APPAREILLAGE;NGN220;3754034;DISJONCTEURDIVISIONNAIREBIP2X20ACOURBED;HAGER;UN;65;47,98;
200552;CDL;APPAREILLAGE;NGN225;3754035;DISJONCTEURDIVISIONNAIREBIP2X25ACOURBED;HAGER;UN;69;51,03;
200553;CDL;APPAREILLAGE;NGN232;3754036;DISJONCTEURDIVISIONNAIREBIP2X32ACOURBED;HAGER;UN;71;52,33;
200554;CDL;APPAREILLAGE;NGN240;3751876;DISJONCTEURDIVISIONNAIREBIP2X40ACOURBED;HAGER;UN;85;62,94;
200555;CDL;APPAREILLAGE;NGN263;3751878;DISJONCTEURDIVISIONNAIREBIP2X63ACOURBED;HAGER;UN;125;92,88;
200556;CDL;APPAREILLAGE;NGN416;3754037;DISJONCTEURDIVISIONNAIRETETRA4X16ACOURBED;HAGER;UN;133;98,49;
200557;CDL;APPAREILLAGE;NGN420;3754040;DISJONCTEURDIVISIONNAIRETETRA4X20ACOURBED;HAGER;UN;137;101,73;
200558;CDL;APPAREILLAGE;NGN432;3754041;DISJONCTEURDIVISIONNAIRETETRA4X32ACOURBED;HAGER;UN;149;110,04;
200559;CDL;APPAREILLAGE;NGN440;3754038;DISJONCTEURDIVISIONNAIRETETRA4X40ACOURBED;HAGER;UN;174;128,78;
200560;CDL;APPAREILLAGE;NFN463;3751856;DISJONCTEURDIVISIONNAIRETETRA4X63A;HAGER;UN;230;170,01;
200561;CDL;APPAREILLAGE;NGN463;3754039;DISJONCTEURDIVISIONNAIRETETRA4X63ACOURBED;HAGER;UN;280;207,35;
200562;CDL;APPAREILLAGE;407492;3686058;DISJONCTEURDIVISIONNAIREBIP2X6ACOURBEB;LEGRAND;UN;79;58,17;
200563;CDL;APPAREILLAGE;407780;3686555;"DISJONCTEURDIVISIONNAIREBIP2X6ACOURBEC6000A/10KA
";LEGRAND;UN;56;41,42;
200564;CDL;APPAREILLAGE;407493;3684855;DISJONCTEURDIVISIONNAIREBIP2X10ACOURBEB;LEGRAND;UN;63;46,60;
200565;CDL;APPAREILLAGE;407494;3683698;DISJONCTEURDIVISIONNAIREBIP2X16ACOURBEB;LEGRAND;UN;63;46,38;
200566;CDL;APPAREILLAGE;407784;3684045;"DISJONCTEURDIVISIONNAIREBIP2X16ACOURBEC6000A/10KA
";LEGRAND;UN;45;33,04;
200567;CDL;APPAREILLAGE;407785;3683728;DISJONCTEURDIVISIONNAIREBIP2X20ACOURBEC6000A/10KA;LEGRAND;UN;45;33,09;
200568;CDL;APPAREILLAGE;407787;3684110;DISJONCTEURDIVISIONNAIREBIP2X32ACOURBEC6000A/10KA;LEGRAND;UN;49;36,08;
200569;CDL;APPAREILLAGE;407788;3684150;DISJONCTEURDIVISIONNAIREBIP2X40ACOURBEC6000A/10KA;LEGRAND;UN;64;47,13;
200570;CDL;APPAREILLAGE;407898;3683433;DISJONCTEURDIVISIONNAIRETETRA4X16A;LEGRAND;UN;97;71,52;
200571;CDL;APPAREILLAGE;407899;3684023;DISJONCTEURDIVISIONNAIRETETRA4X20A;LEGRAND;UN;97;71,52;
200572;CDL;APPAREILLAGE;407906;3686607;DISJONCTEURDIVISIONNAIRETRI3X10A;LEGRAND;UN;88;65,11;
200573;CDL;APPAREILLAGE;407907;3683946;DISJONCTEURDIVISIONNAIRETRI3X16A;LEGRAND;UN;88;65,11;
200574;CDL;APPAREILLAGE;407829;3683979;"DISJONCTEURDIVISIONNAIRETRI3X16ACOURBEC6000A/10KA
";LEGRAND;UN;72;53,59;
200575;CDL;APPAREILLAGE;407908;3686606;DISJONCTEURDIVISIONNAIRETRI3X20A;LEGRAND;UN;88;65,11;
200576;CDL;APPAREILLAGE;407830;3684010;"DISJONCTEURDIVISIONNAIRETRI3X20ACOURBEC6000A/10KA
";LEGRAND;UN;72;53,48;
200577;CDL;APPAREILLAGE;407827;3684036;"DISJONCTEURDIVISIONNAIRETRI3X10ACOURBEC6000A/10KA
";LEGRAND;UN;72;53,64;
200578;CDL;APPAREILLAGE;A9F75210;3760161;DISJONCTEURDIVISIONNAIREBIP2X10ACOURBED10KA;SCHNEIDER;UN;65;47,84;
200579;CDL;APPAREILLAGE;A9F75216;3511075;DISJONCTEURDIVISIONNAIREBIP2X16ACOURBED10KA;SCHNEIDER;UN;65;47,84;
200580;CDL;APPAREILLAGE;A9F75220;3511076;DISJONCTEURDIVISIONNAIREBIP2X20ACOURBED10KA;SCHNEIDER;UN;67;49,98;
200581;CDL;APPAREILLAGE;A9F75225;3760212;DISJONCTEURDIVISIONNAIREBIP2X25ACOURBED10KA;SCHNEIDER;UN;72;53,18;
200582;CDL;APPAREILLAGE;A9F77232;3511088;DISJONCTEURDIVISIONNAIREBIP2X32ACOURBEC;SCHNEIDER;UN;52;38,28;
200583;CDL;APPAREILLAGE;A9F75232;3760162;DISJONCTEURDIVISIONNAIREBIP2X32ACOURBED;SCHNEIDER;UN;78;57,53;
200584;CDL;APPAREILLAGE;A9F75240;3511077;DISJONCTEURDIVISIONNAIREBIP2X40ACOURBED10KA;SCHNEIDER;UN;89;65,93;
200585;CDL;APPAREILLAGE;A9F75416;3511079;DISJONCTEURDIVISIONNAIRETETRA4X16ACOURBED;SCHNEIDER;UN;137;101,68;
200586;CDL;APPAREILLAGE;A9F75420;3511080;DISJONCTEURDIVISIONNAIRETETRA4X20ACOURBED;SCHNEIDER;UN;137;101,68;
200587;CDL;APPAREILLAGE;A9F75432;3511082;DISJONCTEURDIVISIONNAIRETETRA4X32ACOURBED;SCHNEIDER;UN;152;112,52;
200588;CDL;APPAREILLAGE;A9F75440;3511083;DISJONCTEURDIVISIONNAIRETETRA4X40ACOURBED;SCHNEIDER;UN;176;130,38;
200589;CDL;APPAREILLAGE;34389;1538770;BARRETTEDECOUPUREBASSE-PLATINEPLASTIQUE95X20;LEGRAND;UN;13;9,85;
200590;CDL;APPAREILLAGE;11310;1225458;FUSIBLE10A-8,5X23;LEGRAND;UN;1;0,45;
200591;CDL;APPAREILLAGE;11616;1975701;FUSIBLE16A-10,3X25,8;LEGRAND;UN;1;0,53;
200592;CDL;APPAREILLAGE;12320;1225466;FUSIBLE20A-8,5X31,5;LEGRAND;UN;1;0,57;
200593;CDL;DIVERS;241003;3511275;CARTOUCHEFUSIBLE60APHASET.00;MAEC;UN;15;10,91;
200594;CDL;DIVERS;241002;3511274;CARTOUCHEFUSIBLE60ANEUTRET.00;MAEC;UN;15;10,91;
200595;CDL;DIVERS;900600;1544891;CARTOUCHEFUSIBLENEUTRET.00;MAEC;UN;4;2,73;
200596;CDL;DIVERS;231002;3731971;COUPECIRCUITNEUTRE60AT.00;MAEC;UN;14;10,70;
200597;CDL;DIVERS;231003;3731970;COUPECIRCUITPHASE60AT.00;MAEC;UN;14;10,70;
200598;CDL;DIVERS;1544891;1544891;COUTEAUDENEUTRETAILLE000900600;MAEC;UN;4;2,81;
200599;CDL;DIVERS;350210;1977180;DISTRIBUTEURCOLONNEELECTRIQUEARRIVEE;MAEC;UN;129;95,58;
200600;CDL;DIVERS;350200;1454148;DISTRIBUTEURCOLONNEELECTRIQUENIVEAU200A;MAEC;UN;116;86,07;
200601;CDL;APPAREILLAGE;46109;1205953;DOUILLEBOUTDEFILB22BLANCHESIMPLEBAGUEA/PASSAGEDEFIL;EBENOID;UN;1;1,08;
200602;CDL;APPAREILLAGE;45238;1964399;DOUILLEBOUTDEFILB22DECHANTIERACONNEXIONAUTOBLANCHE;EBENOID;UN;1;0,93;
200603;CDL;APPAREILLAGE;0.430.02;3717661;FICHEDCL2P+T;EBENOID;UN;1;0,99;
200604;CDL;APPAREILLAGE;60052;1205732;DOUILLEBOUTDEFILB22PORCELAINEDOUILLEPATEREP/BOITERONDED70;LEGRAND;UN;11;7,85;
200605;CDL;APPAREILLAGE;60005;3680368;DOUILLEBOUTDEFILB22CONNEXIONAVISDOUBLEBAGUEBLANCHE;LEGRAND;UN;2;1,47;
200606;CDL;APPAREILLAGE;60002;1753111;DOUILLEBOUTDEFILB22PLASTIQUEBLANCSANSBAGUE;LEGRAND;UN;2;1,72;
200607;CDL;APPAREILLAGE;50420;3149357;FICHEAANNEAU16A-250V2PÔLES+TERRE;LEGRAND;UN;3;1,86;
200608;CDL;GENIECLIMATIQUE;403603;3121934;AERATEURKITSILENT100CHZ-12V;UNELVENT;UN;182;134,61;
200609;CDL;GENIECLIMATIQUE;403602;1706737;AERATEURKITSILENT100CZ-12V;UNELVENT;UN;125;92,52;
200610;CDL;GENIECLIMATIQUE;403400;1706735;AERATEURSILENT100CDZ;UNELVENT;UN;119;87,86;
200611;CDL;GENIECLIMATIQUE;403500;3066100;AERATEURSILENT100CZDESIGN;UNELVENT;UN;71;52,51;
200612;CDL;GENIECLIMATIQUE;400006;1820840;AERATEURSILENT200CHZ;UNELVENT;UN;136;100,72;
200613;CDL;GENIECLIMATIQUE;400004;1820838;AERATEURSILENT200CZ;UNELVENT;UN;92;68,35;
200614;CDL;GENIECLIMATIQUE;403501;3066102;"AERATEURSILENT-100CRZDESIGNE5
";UNELVENT;UN;106;78,72;
200615;CDL;GENIECLIMATIQUE;250454;1265605;EXTRACTEURDECONDUITTD160/100NIN-LINE;UNELVENT;UN;109;81,05;
200616;CDL;GENIECLIMATIQUE;250777;1265626;EXTRACTEURDECONDUITTD250/100IN-LINE;UNELVENT;UN;146;108,05;
200617;CDL;GENIECLIMATIQUE;250455;1265606;EXTRACTEURDECONDUITTD350/100IN-LINE;UNELVENT;UN;180;133,36;
200618;CDL;GENIECLIMATIQUE;250456;1265607;EXTRACTEURDECONDUITTD500/150IN-LINE;UNELVENT;UN;238;176,36;
200619;CDL;GENIECLIMATIQUE;250458;1265609;EXTRACTEURDECONDUITTD500/160IN-LINE;UNELVENT;UN;250;185,20;
200620;CDL;APPAREILLAGE;27410;3716955;GAINETECHNIQUEKITGTL(CORP/COUVERCLE/CLOISON/SUPPORT/AGRAFFE;ABB;UN;76;56,04;
200621;CDL;APPAREILLAGE;27417;3716954;JONCTIONCOFFRET/GOULOTTE(2PIECES);ABB;UN;31;22,93;
200622;CDL;APPAREILLAGE;27402;3716959;JONCTIONPLAFOND/GOULOTTE;ABB;UN;20;14,99;
200623;CDL;APPAREILLAGE;JZ105;3927494;CLOISONSEPARATIONCOURANTFAIBLE;HAGER;UN;7;5,48;
200624;CDL;APPAREILLAGE;JC113;3927481;COUVERCLEPOURJS013;HAGER;LG;29;21,26;
200625;CDL;APPAREILLAGE;JC213;3927482;COUVERCLEPOURJS013C;HAGER;LG;29;21,26;
200626;CDL;APPAREILLAGE;JZ131;3927496;EMBOUTPOURGTLGAMMA13;HAGER;UN;8;5,59;
200627;CDL;APPAREILLAGE;JZ132;3927497;JONCTIONPLAFONDPOURGTLGAMMA13;HAGER;UN;22;16,09;
200628;CDL;APPAREILLAGE;JS013;3927488;SOCLEGTLGAMMA13POURJC113,2,6M;HAGER;UN;81;60,32;
200629;CDL;APPAREILLAGE;JS013C;3927489;SOCLEGTLGAMMA13POURJC213,2,6M;HAGER;UN;81;60,32;
200630;CDL;APPAREILLAGE;10621;3679003;ANGLEEXTERIEURPOURDLP35X105;LEGRAND;UN;10;7,28;
200631;CDL;APPAREILLAGE;10622;1753097;ANGLEEXTERIEURPOURDLP50X150;LEGRAND;UN;11;7,79;
200632;CDL;APPAREILLAGE;10601;3680162;ANGLEINTERIEURPOURDLP35X105;LEGRAND;UN;11;7,96;
200633;CDL;APPAREILLAGE;10602;1753093;ANGLEINTERIEURPOURDLP50X150;LEGRAND;UN;12;8,98;
200634;CDL;APPAREILLAGE;10603;3682370;ANGLEINTERIEURPOURDLPH65;LEGRAND;UN;13;9,43;
200635;CDL;APPAREILLAGE;10701;3686681;EMBOUTG/DPOURDLP35X105;LEGRAND;UN;2;1,78;
200636;CDL;APPAREILLAGE;10722;1753101;EMBOUTG/DPOURDLP35X80;LEGRAND;UN;4;2,99;
200637;CDL;APPAREILLAGE;10702;3686680;EMBOUTG/DPOURDLP50X105;LEGRAND;UN;4;2,94;
200638;CDL;APPAREILLAGE;10706;3686596;EMBOUTG/DPOURDLP50X150;LEGRAND;UN;5;3,69;
200639;CDL;CONDUIT;12044;1329072;COLLELACARTOUCHE;PLANETWATTOHM;UN;9;6,63;
200640;CDL;CONDUIT;11523;3697989;KEVAANGLEEXTERIEURM32X12AEVARIASOUPLE;PLANETWATTOHM;UN;1;0,92;
200641;CDL;CONDUIT;11563;3697982;KEVAANGLEEXTERIEURM50X15AEVARIASOUPLE;PLANETWATTOHM;UN;3;2,30;
200642;CDL;CONDUIT;11503;3697980;KEVAANGLEEXTERIEURM22X12AEVARIASOUPLE;PLANETWATTOHM;UN;1;0,84;
200643;CDL;CONDUIT;11582;3697992;KEVAANGLEINTERIEURM50X20;PLANETWATTOHM;UN;3;2,47;
200644;CDL;CONDUIT;11502;3697987;KEVAANGLEINTERIEURM22X12AIVARIASOUPLE;PLANETWATTOHM;UN;1;0,84;
200645;CDL;CONDUIT;11522;3697988;KEVAANGLEINTERIEURM32X12;PLANETWATTOHM;UN;1;0,91;
200646;CDL;CONDUIT;11584;3698035;KEVAANGLEPLATM50X20;PLANETWATTOHM;UN;3;2,17;
200647;CDL;CONDUIT;11504;3698031;KEVAANGLEPLATM22X12;PLANETWATTOHM;UN;1;0,73;
200648;CDL;CONDUIT;11524;3698032;KEVAANGLEPLATM32X12;PLANETWATTOHM;UN;1;0,74;
200649;CDL;CONDUIT;11564;3698034;KEVAANGLEPLATM50X15AP;PLANETWATTOHM;UN;3;1,89;
200650;CDL;CONDUIT;11585;3698142;KEVAEMBOUTM50X20EM;PLANETWATTOHM;UN;1;1,08;
200651;CDL;CONDUIT;11505;3698139;KEVAEMBOUTM22X12EM;PLANETWATTOHM;UN;1;0,42;
200652;CDL;CONDUIT;11525;3698140;KEVAEMBOUTM32X12;PLANETWATTOHM;UN;1;0,43;
200653;CDL;CONDUIT;11573;3698460;KEVAJOINTDECOUVERCLERECOUVRANTM22X12;PLANETWATTOHM;UN;1;0,58;
200654;CDL;CONDUIT;11581;3594172;KEVAMOULUREM50X203COMPARTIMENTS;PLANETWATTOHM;LG;15;10,88;
200655;CDL;CONDUIT;11580;3594173;KEVAMOULUREM50X202COMPARTIMENTS;PLANETWATTOHM;LG;13;9,66;
200656;CDL;CONDUIT;11583;3697983;KEVAMOULUREM50X20AEVARIASOUPL00;PLANETWATTOHM;LG;3;2,48;
200657;CDL;CONDUIT;11601;3594170;KEVAMOULUREM75X204COMPARTIMENTS;PLANETWATTOHM;LG;19;14,25;
200658;CDL;CONDUIT;11500;3594289;KEVAMOULUREM22X121COMPARTIMENT;PLANETWATTOHM;LG;3;2,02;
200659;CDL;CONDUIT;11501;3594287;KEVAMOULUREM22X122COMPARTIMENTS;PLANETWATTOHM;LG;3;2,14;
200660;CDL;CONDUIT;11521;3594290;KEVAMOULUREM32X122COMPARTIMENTS;PLANETWATTOHM;LG;4;2,97;
200661;CDL;CONDUIT;11520;3594286;KEVAMOULUREM32X121COMPARTIMENT;PLANETWATTOHM;LG;4;2,79;
