_ID;FOURNISSEUR;FAMILLE;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;
200000;CDL;DIVERS;75387;1461190;ISOLANTPERIPHERIQUEEP.5MMHT120RL50MAVECBAVETTE;EFISOL;UN;34;24,99;
200001;CDL;DIVERS;TMS30MF;3668758;PLAQUEISOLANTLISSEEP30MMR1,201,20X1,00AUM2;EFISOL;M2;10;7,12;
200002;CDL;DIVERS;TMS47MF;3668762;PLAQUEISOLANTLISSEEP47MMR2,051,20X1,00AUM2;EFISOL;M2;14;10,15;
200003;CDL;DIVERS;TMS56SI;3668763;PLAQUEISOLANTLISSEEP56MMR2,601,20X1,00AUM2TMSSI56;EFISOL;M2;15;11,38;
200004;CDL;DIVERS;TMS80SI;3668765;PLAQUEISOLANTLISSEEP80MMR3,701,20X1,00AUM2TMSSI80;EFISOL;M2;22;16,42;
200005;CDL;DIVERS;605216;3674753;LIAISONFRIGOISOLEEDOUBLE1/4-1/220M;DITAC;UN;138;102,50;
200006;CDL;DIVERS;605215;3674754;LIAISONFRIGOISOLEEDOUBLE1/4-3/820M;DITAC;UN;117;86,32;
200007;CDL;DIVERS;605217;3674755;LIAISONFRIGOISOLEEDOUBLE1/4-5/820M;DITAC;UN;218;161,84;
200008;CDL;DIVERS;605218;3674756;LIAISONFRIGOISOLEEDOUBLE3/8-1/220M;DITAC;UN;200;147,82;
200009;CDL;DIVERS;605219;3674757;LIAISONFRIGOISOLEEDOUBLE3/8-5/820M;DITAC;UN;243;179,64;
200010;CDL;APPAREILLAGE;54185;1405688;THERMOSTATD'AMBIANCE2FILSSAILLIECONTACTINVERSEUR10A;HAGER;UN;21;15,35;
200011;CDL;APPAREILLAGE;25110;1498779;THERMOSTATD'AMBIANCE2FILSSEMIENCASTREECONTACTINVERSEUR10A;HAGER;UN;65;48,36;
200012;CDL;APPAREILLAGE;25111;1498791;THERMOSTATD'AMBIANCE2FILSSEMIENCASTREECONTACTINVERSEUR10AAVECARRETPARBOUTON;HAGER;UN;74;55,12;
200013;CDL;APPAREILLAGE;56511;1343478;THERMOSTATD'AMBIANCEANALOGIQUE24HAPILES;HAGER;UN;143;105,66;
200014;CDL;APPAREILLAGE;56571;1343481;THERMOSTATD'AMBIANCEANALOGIQUE7JAPILES;HAGER;UN;139;103,08;
200015;CDL;APPAREILLAGE;EK520;3240233;THERMOSTATD'AMBIANCEDIGITAL2FILS7JAPILES;HAGER;UN;119;88,08;
200016;CDL;APPAREILLAGE;EK530;3240236;THERMOSTATD'AMBIANCEDIGITAL4FILS7J230VAVECENTREESONDEDEPORTÉE;HAGER;UN;119;88,08;
200017;CDL;APPAREILLAGE;EK560;3240239;THERMOSTATD'AMBIANCEDIGITALRADIO7JAPILES;HAGER;UN;230;170,56;
200018;CDL;GENIECLIMATIQUE;11023301;3726340;CHAUFFEEAUB150T.FLOWACTIVTECHNOLOGIECO2NUESANSGROUPE;ALDES;UN;1261;934,01;
200019;CDL;GENIECLIMATIQUE;52550;1388993;GROUPEDESECURITEDROITSTANDARD20X27NFSFR;WATTSINDUSTRIES;UN;12;9,06;
200020;CDL;GENIECLIMATIQUE;24433;1074372;RACCORDDIELECTRIQUEMF20X27(PACKDE2);WATTSINDUSTRIES;UN;19;13,74;
200021;CDL;GENIECLIMATIQUE;92315;1074370;SIPHONDEGROUPEDESECURITENFAVECDEFLECTEURF26X34;WATTSINDUSTRIES;UN;2;1,34;
200022;CDL;APPAREILLAGE;TG520A;3521237;DETECTEURDEFUMEESAPILESDAAFCERTIFIENFEN14-604;HAGER;UN;24;17,59;
200023;CDL;APPAREILLAGE;62525;1753123;BLOCDESECOURSSATI60LUMENS;LEGRAND;UN;97;71,75;
200024;CDL;APPAREILLAGE;62526;3684969;BLOCDESECOURSSATIETANCHE60LUMENS;LEGRAND;UN;179;132,67;
200025;CDL;APPAREILLAGE;62566;3685192;BLOCDESECOURSSATIETANCHE360LUMENS;LEGRAND;UN;356;263,64;
200026;CDL;APPAREILLAGE;62565;3685198;BLOCDESECOURSSATIFLUO360LUMENS;LEGRAND;UN;295;218,71;
200027;CDL;APPAREILLAGE;3901;3684840;BOITIERTELECOMMANDE;LEGRAND;UN;164;121,39;
200028;CDL;APPAREILLAGE;40551;3681434;COFFRETD'ALARMETYPE4APILESDSETDMINTEGRES;LEGRAND;UN;153;113,48;
200029;CDL;APPAREILLAGE;38012;3679278;DECLENCHEURMANUELSAILLIEPOURALARMEINCENDIE;LEGRAND;UN;35;25,86;
200030;CDL;APPAREILLAGE;40561;3686387;TABLEAUD'ALARMETYPE4230V1BOUCLE;LEGRAND;UN;308;228,09;
200031;CDL;APPAREILLAGE;40562;3680358;TABLEAUD'ALARMETYPE4230V2BOUCLES;LEGRAND;UN;417;308,83;
200032;CDL;SECURITECOMMUNICATION;110001;3718847;BLOCDESECOURSAMBIANCESTANDARD360LUMENS;URA;UN;142;105,33;
200033;CDL;SECURITECOMMUNICATION;110000;3718848;BLOCDESECOURSEVACUATIONSTANDARD45LUMENS;URA;UN;51;37,88;
200034;CDL;SECURITECOMMUNICATION;111013;3718876;BLOCDESECOURSSATIEVACUATIONINCAND45LUMENS;URA;UN;85;62,91;
200035;CDL;SECURITECOMMUNICATION;955745;3718880;DECLENCHEURMANUELROUGEAMENBRANEACLAPET;URA;UN;61;45,20;
200036;CDL;SECURITECOMMUNICATION;957220;3718884;DIFFUSEURSONOREDS2492DB;URA;UN;60;44,80;
200037;CDL;SECURITECOMMUNICATION;320020;3718888;TABLEAUD'ALARMESONORE220VT4CT;URA;UN;261;193,03;
200038;CDL;SECURITECOMMUNICATION;320002;3718868;TABLEAUD'ALARMESONOREAPILET4CP;URA;UN;160;118,54;
200039;CDL;SECURITECOMMUNICATION;140010;3718846;TELECOMMANDECONTRÔLEMANUEL;URA;UN;96;71,12;
200040;CDL;APPAREILLAGE;S492-22F;3520610;CARTEMODULETRANSMETTEURLSRTC;HAGER;UN;213;158,04;
200041;CDL;APPAREILLAGE;S304-22F;3753715;CENTRALED'ALARMEINTRUSIONLS300RADIOSEUL;HAGER;UN;473;350,68;
200042;CDL;APPAREILLAGE;S620-22F;1096715;CLAVIERDECOMMANDERADIO;HAGER;UN;192;141,91;
200043;CDL;APPAREILLAGE;S662-22F;3197947;CLAVIERDECOMMANDERADIOLECTEURDEBADGELS;HAGER;UN;249;184,62;
200044;CDL;APPAREILLAGE;S162-22X;3751961;DETECTEURDEMOUVEMENTCOULOIRRADIO22M;HAGER;UN;188;139,49;
200045;CDL;APPAREILLAGE;S121-22X;1096723;DETECTEURDEMOUVEMENTVOLUMETRIQUERADIO90°12M;HAGER;UN;203;150,74;
200046;CDL;APPAREILLAGE;L3161F;3753587;DETECTEURDEMOUVEMENTSVOLUMETRIQUEMINIATURE90°PORTEE10M;HAGER;UN;198;146,81;
200047;CDL;APPAREILLAGE;S261-22F;3511269;DETECTEURD'OUVERTUREDEPORTEMULTICONTACTRADIOBLANC;HAGER;UN;38;28,11;
200048;CDL;APPAREILLAGE;SK304-22F;3511271;PACKSYSTEMED'ALARMEINTRUSIONLSRADIO4GROUPES;HAGER;UN;663;491,18;
200049;CDL;APPAREILLAGE;S405-22F;1096735;SIRENEEXTERIEUREAVECFLASHLSIP54RADIO;HAGER;UN;370;274,20;
200050;CDL;APPAREILLAGE;L3405F;1096733;SIRENEFLASHCLIGNOTANT;HAGER;UN;502;371,92;
200051;CDL;APPAREILLAGE;L3614F;1096736;TELECOMMANDEPORTE-CLES4TOUCHES;HAGER;UN;94;69,60;
200052;CDL;APPAREILLAGE;TU444;3511270;TELECOMMANDESEULELS4FONCTIONSRADIO;HAGER;UN;64;47,72;
200053;CDL;SECURITECOMMUNICATION;6351173;3722256;PACKMICROMODULESECLAIRAGEVA&VIENTSANSFILTYXIA500;DELTADORE;UN;72;53,23;
200054;CDL;APPAREILLAGE;WK785B;3752401;KALLYSTA2TOUCHEBLANCNEVE;HAGER;UN;3;2,39;
200055;CDL;APPAREILLAGE;WK796B;3752259;KALLYSTA2TOUCHESPOUSSOIRVOLETROULANTBLANCNEVE;HAGER;UN;9;6,64;
200056;CDL;APPAREILLAGE;WK795B;3752266;KALLYSTA2TOUCHESVAETVIENTVOLETROULANTBLANCNEVE;HAGER;UN;9;6,64;
200057;CDL;APPAREILLAGE;WK301;3752465;KALLYSTADOUBLEPOUSSOIRVOLETROULANT;HAGER;UN;19;13,95;
200058;CDL;APPAREILLAGE;WK300;3752470;KALLYSTADOUBLEV&VVOLETROULANT;HAGER;UN;17;12,80;
200059;CDL;APPAREILLAGE;WK730B;3752333;KALLYSTAENJOLIVEURPC2P+TBLANCNEVE;HAGER;UN;1;0,63;
200060;CDL;APPAREILLAGE;WK751B;3752413;KALLYSTAENJOLIVEURPRISERJ45BLANCNEVE;HAGER;UN;3;2,22;
200061;CDL;APPAREILLAGE;WK752B;3752409;KALLYSTAENJOLIVEURPRISERJ45X2BLANCNEVE;HAGER;UN;7;5,42;
200062;CDL;APPAREILLAGE;WK750B;3752445;KALLYSTAENJOLIVEURPRISETELEPHONETBLANCNEVE;HAGER;UN;2;1,51;
200063;CDL;APPAREILLAGE;WK742B;3752442;KALLYSTAENJOLIVEURPRISETV+FM+SATBLANCNEVE;HAGER;UN;4;3,09;
200064;CDL;APPAREILLAGE;WK741B;3752438;KALLYSTAENJOLIVEURPRISETV+FMBLANCNEVE;HAGER;UN;4;3,09;
200065;CDL;APPAREILLAGE;WK740B;3752434;KALLYSTAENJOLIVEURPRISETVBLANCNEVE;HAGER;UN;2;1,21;
200066;CDL;APPAREILLAGE;WK798B;3752255;KALLYSTAENJOLIVEURVAETVIENTVMCBLANCNEVE;HAGER;UN;7;4,92;
200067;CDL;APPAREILLAGE;WK791B;3752236;KALLYSTAENJOLIVEURVARIATEURAPOUSSOIRBLANCNEVE;HAGER;UN;6;4,80;
200068;CDL;APPAREILLAGE;WK790B;3752254;KALLYSTAENJOLIVEURVARIATEURROTATIFBLANCNEVE;HAGER;UN;6;4,80;
200069;CDL;APPAREILLAGE;WK401;3752467;KALLYSTAPLAQUE1POSTEBLANCNEVE;HAGER;UN;1;0,88;
200070;CDL;APPAREILLAGE;WK402;3752501;KALLYSTAPLAQUE2POSTESHORIZ.BLANCNEVE;HAGER;UN;2;1,80;
200071;CDL;APPAREILLAGE;WK406;3752500;KALLYSTAPLAQUE2POSTESVERT.BLANCNEVE;HAGER;UN;2;1,72;
200072;CDL;APPAREILLAGE;WK408;3751578;KALLYSTAPLAQUE2POSTESVERT.BLANCNEVEENTRAXE71;HAGER;UN;2;1,80;
200073;CDL;APPAREILLAGE;WK403;3752472;KALLYSTAPLAQUE3POSTESHORIZ.BLANCNEVE;HAGER;UN;4;2,69;
200074;CDL;APPAREILLAGE;WK407;3752499;KALLYSTAPLAQUE3POSTESVERT.BLANCNEVE;HAGER;UN;3;2,57;
200075;CDL;APPAREILLAGE;WK409;3751579;KALLYSTAPLAQUE3POSTESVERT.BLANCNEVEENTRAXE71;HAGER;UN;4;2,69;
200076;CDL;APPAREILLAGE;WK783B;3752389;KALLYSTATOUCHEBIPOLAIREBLANCNEVE;HAGER;UN;7;4,92;
200077;CDL;APPAREILLAGE;WK780B;3752418;KALLYSTATOUCHEBLANCNEVE;HAGER;UN;0;0,34;
200078;CDL;APPAREILLAGE;WK040;3752458;KALLYSTADOUBLEINTERRUPTEURVAETVIENT;HAGER;UN;10;7,08;
200079;CDL;APPAREILLAGE;WK001;3752653;KALLYSTAINTERRUPTEURVAETVIENT;HAGER;UN;6;4,28;
200080;CDL;APPAREILLAGE;WK003;3752652;KALLYSTAINTERRUPTEURVAETVIENTTEMOINA/NEUTRE;HAGER;UN;11;8,26;
200081;CDL;APPAREILLAGE;WK100;3752463;KALLYSTAPC2P+T16A250VSANVIS;HAGER;UN;4;3,08;
200082;CDL;APPAREILLAGE;WK105;3754412;KALLYSTAPC2P+T16AADETROMPEURSANVIS+ENJOLIVEUR;HAGER;UN;21;15,66;
200083;CDL;APPAREILLAGE;WK010;3752655;KALLYSTAPERMUTATEUR;HAGER;UN;16;11,94;
200084;CDL;APPAREILLAGE;WK211;3752450;KALLYSTAPRISERJ45CAT.5EUTP;HAGER;UN;8;5,59;
200085;CDL;APPAREILLAGE;WK212;3752451;KALLYSTAPRISERJ45X2CAT.5EUTP;HAGER;UN;12;9,02;
200086;CDL;APPAREILLAGE;WK200;3752449;KALLYSTAPRISETELEPHONET;HAGER;UN;9;6,48;
200087;CDL;APPAREILLAGE;WK256;3752468;KALLYSTAPRISETV+FM+SATDIRECTE1ENTREE;HAGER;UN;19;14,31;
200088;CDL;APPAREILLAGE;WK250;3752474;KALLYSTAPRISETVDIRECTE;HAGER;UN;7;4,88;
200089;CDL;APPAREILLAGE;WK064;3752459;KALLYSTAVARIATEURROTATIF320VAP/TRANSFOELECTRON.;HAGER;UN;44;32,49;
200090;CDL;APPAREILLAGE;WS301;3751770;SYSTODOUBLEPOUSSOIRVOLETROULANT2M;HAGER;UN;20;14,87;
200091;CDL;APPAREILLAGE;WS300;3751550;SYSTODOUBLEVAETVIENTVOLETROULANT2M;HAGER;UN;19;14,20;
200092;CDL;APPAREILLAGE;WS008;3751819;SYSTOINTERRUPTEURBIPOLAIRE2M10A;HAGER;UN;12;9,16;
200093;CDL;APPAREILLAGE;WS013;3751826;SYSTOINTERRUPTEURVAETVIENT1MAVOYANT10A;HAGER;UN;7;5,30;
200094;CDL;APPAREILLAGE;WS012;3751823;SYSTOINTERRUPTEURVAETVIENT1M10A;HAGER;UN;5;3,45;
200095;CDL;APPAREILLAGE;WS001;3751818;SYSTOINTERRUPTEURVAETVIENT2M10A;HAGER;UN;5;3,75;
200096;CDL;APPAREILLAGE;WS002;3751817;SYSTOINTERRUPTEURVAETVIENT2MAVOYANT10A;HAGER;UN;8;5,75;
200097;CDL;APPAREILLAGE;WS048;3751785;SYSTOINTERRUPTEURVAETVIENTVMC10A;HAGER;UN;7;5,50;
200098;CDL;APPAREILLAGE;WS105;3751793;SYSTOPC2P+T16A250VADETROMPAGESANVIS;HAGER;UN;9;6,50;
200099;CDL;APPAREILLAGE;WS100;3751551;SYSTOPC2P+T16A250VSANVIS;HAGER;UN;4;2,82;
200100;CDL;APPAREILLAGE;WS132;3753618;SYSTOPCTRIPLE2P+T16A250VADETROMPEURSANVISSPECIALGOULOTTE;HAGER;UN;12;9,07;
200101;CDL;APPAREILLAGE;WS123;3754515;SYSTOPCTRIPLE2P+T16A250VSANVISSPECIALGOULOTTE;HAGER;UN;15;11,03;
200102;CDL;APPAREILLAGE;WS010;3751813;SYSTOPERMUTATEUR2M10A;HAGER;UN;18;13,67;
200103;CDL;APPAREILLAGE;WS401;3751774;SYSTOPLAQUE2MBLANCHE;HAGER;UN;1;1,11;
200104;CDL;APPAREILLAGE;WS402;3751773;SYSTOPLAQUEDOUBLEHORIZ2X2MBLANCHE;HAGER;UN;4;2,67;
200105;CDL;APPAREILLAGE;WS406;3751778;SYSTOPLAQUEDOUBLEVERT.2X2MBLANCHE;HAGER;UN;3;2,51;
200106;CDL;APPAREILLAGE;WS408;3752874;SYSTOPLAQUEDOUBLEVERT.2X2MBLANCHEENTRAXE71;HAGER;UN;3;2,54;
200107;CDL;APPAREILLAGE;WS403;3751779;SYSTOPLAQUETRIPLEHORIZ3X2MBLANCHE;HAGER;UN;5;3,95;
200108;CDL;APPAREILLAGE;WS407;3751777;SYSTOPLAQUETRIPLEVERT.3X2MBLANCHE;HAGER;UN;5;3,74;
200109;CDL;APPAREILLAGE;WS409;3752875;SYSTOPLAQUETRIPLEVERT.3X2MBLANCHEENTRAXE71;HAGER;UN;5;3,64;
200110;CDL;APPAREILLAGE;WS027;3751821;SYSTOPOUSSOIR1M1F10A;HAGER;UN;7;4,97;
200111;CDL;APPAREILLAGE;WS020;3751828;SYSTOPOUSSOIR2M1F;HAGER;UN;7;5,40;
200112;CDL;APPAREILLAGE;WS210;3751792;SYSTOPRISERJ45CAT5UTP1M;HAGER;UN;8;6,04;
200113;CDL;APPAREILLAGE;WS211;3751790;SYSTOPRISERJ45CAT5UTP2M;HAGER;UN;9;6,45;
200114;CDL;APPAREILLAGE;WS200;3751552;SYSTOPRISETELEPHONET2M;HAGER;UN;9;6,70;
200115;CDL;APPAREILLAGE;WS253;3751767;SYSTOPRISETV+FMDIRECTE;HAGER;UN;20;14,78;
200116;CDL;APPAREILLAGE;WS250;3751549;SYSTOPRISETVDIRECTE;HAGER;UN;7;5,28;
200117;CDL;APPAREILLAGE;WS451;3751802;SYSTOSUPPORTAGRIFFE2M;HAGER;UN;2;1,73;
200118;CDL;APPAREILLAGE;WS450;3751800;SYSTOSUPPORTAVIS2M;HAGER;UN;1;0,83;
200119;CDL;APPAREILLAGE;WS452;3751807;SYSTOSUPPORTAVIS4M;HAGER;UN;2;1,64;
200120;CDL;APPAREILLAGE;68161;3324522;CELIANEENJOLIVEURBLANCCDEINDIVIDUELLEVOLETROULANTCPL;LEGRAND;UN;7;4,94;
200121;CDL;APPAREILLAGE;68003;1958223;CELIANEENJOLIVEURBLANCCOMMANDEAVOYANTSIMPLE;LEGRAND;UN;6;4,49;
200122;CDL;APPAREILLAGE;68163;3679419;CELIANEENJOLIVEURBLANCCOMMANDECENTRALISEEVOLETSROULANTSCPL;LEGRAND;UN;7;5,52;
200123;CDL;APPAREILLAGE;68002;1958220;CELIANEENJOLIVEURBLANCCOMMANDEDOUBLE;LEGRAND;UN;4;2,63;
200124;CDL;APPAREILLAGE;68001;1958222;CELIANEENJOLIVEURBLANCCOMMANDESIMPLE;LEGRAND;UN;1;0,66;
200125;CDL;APPAREILLAGE;68035;3039401;CELIANEENJOLIVEURBLANCINTERRUPTEURAUTOMATIQUE;LEGRAND;UN;3;1,93;
200126;CDL;APPAREILLAGE;68111;1958216;CELIANEENJOLIVEURBLANCPRISE;LEGRAND;UN;1;0,64;
200127;CDL;APPAREILLAGE;68237;1971219;CELIANEENJOLIVEURBLANCPRISERJ45CAT5;LEGRAND;UN;3;2,05;
200128;CDL;APPAREILLAGE;68238;1957896;CELIANEENJOLIVEURBLANCPRISETELEPHONE;LEGRAND;UN;1;0,54;
200129;CDL;APPAREILLAGE;68285;1958218;CELIANEENJOLIVEURBLANCPRISETVRSAT.;LEGRAND;UN;3;2,05;
200130;CDL;APPAREILLAGE;68282;1958217;CELIANEENJOLIVEURBLANCPRISETVSIMPLE;LEGRAND;UN;1;0,71;
200131;CDL;APPAREILLAGE;68141;1958219;CELIANEENJOLIVEURBLANCSORTIEDECABLE;LEGRAND;UN;3;2,35;
200132;CDL;APPAREILLAGE;67253;3198088;CELIANEMECANISMECOMMANDECENTRALISEEVOLETSROULANTS;LEGRAND;UN;92;68,29;
200133;CDL;APPAREILLAGE;67251;3324525;CELIANEMECANISMECOMMANDEINDIVIDUELLEVOLETSROULANTS;LEGRAND;UN;122;90,28;
200134;CDL;APPAREILLAGE;67256;3682190;CELIANEMECANISMECOMMANDEINDIVIDUELLEVOLETSROULANTSAVECBUTEEELECTRONIQUEINCLUSE;LEGRAND;UN;138;102,14;
200135;CDL;APPAREILLAGE;67091;1971229;CELIANEMECANISMEINTERAUTOMATIQUESANSNEUTRE400WAVECM/A;LEGRAND;UN;55;40,96;
200136;CDL;APPAREILLAGE;67111;1958227;CELIANEMECANISMEPC2P+T;LEGRAND;UN;3;2,31;
200137;CDL;APPAREILLAGE;67031;1958242;CELIANEMECANISMEPOUSSOIRINVERSEUR6A;LEGRAND;UN;8;5,96;
200138;CDL;APPAREILLAGE;67338;1958243;CELIANEMECANISMEPRISETELEPHONET;LEGRAND;UN;10;7,75;
200139;CDL;APPAREILLAGE;67388;1958248;CELIANEMECANISMEPRISETVRSAT;LEGRAND;UN;23;16,96;
200140;CDL;APPAREILLAGE;67382;1958244;CELIANEMECANISMEPRISETVSIMPLE;LEGRAND;UN;8;5,91;
200141;CDL;APPAREILLAGE;67181;1958259;CELIANEMECANISMESORTIEDECABLE;LEGRAND;UN;6;4,62;
200142;CDL;APPAREILLAGE;67001;1958225;CELIANEMECANISMEVAETVIENT;LEGRAND;UN;4;3,15;
200143;CDL;APPAREILLAGE;68631;1958260;CELIANEPLAQUE1POSTEBLANC;LEGRAND;UN;1;1,00;
200144;CDL;APPAREILLAGE;68751;1971253;CELIANEPLAQUE1POSTESABLE;LEGRAND;UN;1;1,00;
200145;CDL;APPAREILLAGE;68632;1958264;CELIANEPLAQUE2POSTESHORIZ/VERT.BLANC;LEGRAND;UN;3;2,00;
200146;CDL;APPAREILLAGE;68752;1971241;CELIANEPLAQUE2POSTESHORIZ/VERT.SABLE;LEGRAND;UN;3;2,00;
200147;CDL;APPAREILLAGE;68633;1958266;CELIANEPLAQUE3POSTESHORIZ/VERT.BLANC;LEGRAND;UN;4;3,00;
200148;CDL;APPAREILLAGE;68753;1971260;CELIANEPLAQUE3POSTESHORIZ/VERT.SABLE;LEGRAND;UN;4;3,00;
200149;CDL;APPAREILLAGE;67238;3198087;INONEINTERSCENARIOD'ECLAIRAGEEMETTEURRADIOCELIANE;LEGRAND;UN;22;16,34;
200150;CDL;APPAREILLAGE;67263;3680570;"INTERINDIVIDUELCOMMANDERADIOVOLETSROULANTS
";LEGRAND;UN;60;44,20;
200151;CDL;APPAREILLAGE;77025;1971272;MOSAICCOMMANDEVOLETROULANTDOUBLEPOUSSOIR;LEGRAND;UN;28;21,10;
200152;CDL;APPAREILLAGE;77026;1958279;MOSAICCOMMANDEVOLETROULANTDOUBLEVAETVIENT;LEGRAND;UN;26;19,32;
200153;CDL;APPAREILLAGE;77050;3684590;MOSAICINTERBIPOLAIRE;LEGRAND;UN;15;11,42;
200154;CDL;APPAREILLAGE;77011;1934100;MOSAICINTERVAETVIENTBORNESAUTO;LEGRAND;UN;5;3,88;
200155;CDL;APPAREILLAGE;77001;1934099;MOSAICINTERRUPTEUR/VAETVIENT1MBORNESAUTO;LEGRAND;UN;5;3,70;
200156;CDL;APPAREILLAGE;77070;1934231;MOSAICOBTURATEUR1MODULE;LEGRAND;UN;2;1,25;
200157;CDL;APPAREILLAGE;77071;1934233;MOSAICOBTURATEUR2MODULES;LEGRAND;UN;2;1,68;
200158;CDL;APPAREILLAGE;77113;3683527;MOSAICPC2P+T2MODULES;LEGRAND;UN;7;5,40;
200159;CDL;APPAREILLAGE;77111;1934113;MOSAICPC2P+T2MBORNESAUTO;LEGRAND;UN;4;2,99;
200160;CDL;APPAREILLAGE;77114;1971276;MOSAICPCINFORMATIQUE2P+TROUGEADETROMPAGE;LEGRAND;UN;10;7,57;
200161;CDL;APPAREILLAGE;77021;1958287;MOSAICPERMUTATEUR;LEGRAND;UN;22;16,38;
200162;CDL;APPAREILLAGE;78802;1934367;MOSAICPLAQUE1POSTE2M;LEGRAND;UN;1;1,10;
200163;CDL;APPAREILLAGE;78814;1934369;MOSAICPLAQUE2P.4M;LEGRAND;UN;4;2,61;
200164;CDL;APPAREILLAGE;78864;1958290;MOSAICPLAQUE2P.HORIZ.ENTRAXE57SPRENOV;LEGRAND;UN;6;4,53;
200165;CDL;APPAREILLAGE;78854;1958293;MOSAICPLAQUE2P.VERT.ENTRAXE57SPRENOV;LEGRAND;UN;6;4,52;
200166;CDL;APPAREILLAGE;78804;1958292;MOSAICPLAQUE2X2MODULESHORIZONTAL;LEGRAND;UN;4;2,61;
200167;CDL;APPAREILLAGE;78806;1958299;MOSAICPLAQUE3X2MODULESHORIZONTAL;LEGRAND;UN;6;4,09;
200168;CDL;APPAREILLAGE;77040;1934106;MOSAICPOUSSOIR;LEGRAND;UN;8;6,17;
200169;CDL;APPAREILLAGE;77030;1934103;MOSAICPOUSSOIR1MODULBORNESAUTO;LEGRAND;UN;8;5,65;
200170;CDL;APPAREILLAGE;76602;3680014;MOSAICPOUSSOIRCOUPDEPOING1/4T;LEGRAND;UN;63;46,67;
200171;CDL;APPAREILLAGE;78734;3681392;MOSAICPRISERJ45;LEGRAND;UN;14;10,65;
200172;CDL;APPAREILLAGE;76565;3679460;MOSAICPRISERJ452MCAT.6FTP;LEGRAND;UN;11;8,35;
200173;CDL;APPAREILLAGE;76555;3679809;MOSAICPRISERJ452MCAT.5EFTP;LEGRAND;UN;11;8,19;
200174;CDL;APPAREILLAGE;78738;1934223;MOSAICPRISETELEPHONE;LEGRAND;UN;10;7,68;
200175;CDL;APPAREILLAGE;78782;1934228;MOSAICPRISETVSIMPLE;LEGRAND;UN;8;5,66;
200176;CDL;APPAREILLAGE;78786;1958305;MOSAICPRISETV-FM-SAT.2M;LEGRAND;UN;25;18,51;
200177;CDL;APPAREILLAGE;77550;1934234;MOSAICSORTIEDECABLE20A;LEGRAND;UN;7;5,04;
200178;CDL;APPAREILLAGE;77002;1863163;MOSAICVAETVIENTAVOYANT1MBORNESAUTO;LEGRAND;UN;8;6,00;
200179;CDL;APPAREILLAGE;77012;1934102;MOSAICVAETVIENTAVOYANT2MBORNESAUTO;LEGRAND;UN;9;6,31;
200180;CDL;APPAREILLAGE;664702;3495795;NILOÉDOUBLEVAETVIENTPUR;LEGRAND;UN;10;7,04;
200181;CDL;APPAREILLAGE;665099;3687453;NILOÉGRIFFESACCESSOIRE;LEGRAND;UN;0;0,29;
200182;CDL;APPAREILLAGE;665118;3687461;NILOÉINTERAUTOMATIQUE2FILS400WPUR;LEGRAND;UN;40;29,81;
200183;CDL;APPAREILLAGE;664701;3495793;NILOÉINTERRUPTEUROUVAETVIENTPUR;LEGRAND;UN;3;2,48;
200184;CDL;APPAREILLAGE;664301;3687408;NILOÉINTERRUPTEUROUVAETVIENTPUREMBALLAGEPAR50;LEGRAND;UN;168;124,10;
200185;CDL;APPAREILLAGE;664503;3687410;NILOÉINTERRUPTEURTRIPLEPUR;LEGRAND;UN;11;7,97;
200186;CDL;APPAREILLAGE;665115;3687459;NILOÉINTERRUPTEURVARIATEUR400W2FILSPUR;LEGRAND;UN;27;19,89;
200187;CDL;APPAREILLAGE;664791;3687432;NILOÉINTERRUPTEURVMC2POSITIONSPUR;LEGRAND;UN;7;5,38;
200188;CDL;APPAREILLAGE;664711;3687414;NILOÉINTERRUPTEURVOLETSROULANTS3POSITIONSPUR;LEGRAND;UN;15;11,16;
200189;CDL;APPAREILLAGE;664704;3687413;NILOÉPERMUTATEURPUR;LEGRAND;UN;25;18,69;
200190;CDL;APPAREILLAGE;665001;3495841;NILOÉPLAQUE1POSTEPUR;LEGRAND;UN;1;0,89;
200191;CDL;APPAREILLAGE;665002;3495843;NILOÉPLAQUE2POSTESPURENTRAXE71;LEGRAND;UN;2;1,79;
200192;CDL;APPAREILLAGE;665003;3495846;NILOÉPLAQUE3POSTESPURENTRAXE71;LEGRAND;UN;4;2,69;
200193;CDL;APPAREILLAGE;664708;3495812;NILOÉPOUSSOIRDOUBLEPUR;LEGRAND;UN;12;8,62;
200194;CDL;APPAREILLAGE;664725;3687419;NILOÉPOUSSOIRIP44PUR;LEGRAND;UN;13;9,86;
200195;CDL;APPAREILLAGE;664715;3687417;NILOÉPOUSSOIRPORTEETIQUETTESPUR;LEGRAND;UN;10;7,59;
200196;CDL;APPAREILLAGE;664705;3495810;NILOÉPOUSSOIRSIMPLEPUR;LEGRAND;UN;5;3,74;
200197;CDL;APPAREILLAGE;664735;3495821;NILOÉPRISE2P+TAUTOPUR;LEGRAND;UN;4;2,62;
200198;CDL;APPAREILLAGE;664335;3687409;NILOÉPRISE2P+TAUTOPUREMBALLAGECHANTIERPAR50;LEGRAND;UN;176;130,60;
200199;CDL;APPAREILLAGE;664768;3495833;NILOÉPRISECONJONCTEURTELPUR;LEGRAND;UN;9;6,50;
