_ID;FOURNISSEUR;FAMILLE  ;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET
170793;CDL;FILS ET CABLES;250115;refDistri;RO2V 2 X 1,5;neant;CE;74;37,20
170794;CDL;FILS ET CABLES;250202;refDistri;RO2V 2 X 2,5;neant;CE;110;55,04
170795;CDL;FILS ET CABLES;neant;refDistri;RO2V 2 X 4;neant;CE;;
170796;CDL;FILS ET CABLES;250960;refDistri;RO2V 2 X 6;neant;CE;238;119,10
170797;CDL;FILS ET CABLES;251044;refDistri;RO2V 2 X 10;neant;CE;367;183,63
170798;CDL;FILS ET CABLES;250897;refDistri;RO2V 2 X 16;neant;CE;553;276,69
170799;CDL;FILS ET CABLES;250127;refDistri;RO2V 2 X 25;neant;CE;869;434,32
170800;CDL;FILS ET CABLES;250313;refDistri;RO2V 2 X 35;neant;CE;1267;633,74
170801;CDL;FILS ET CABLES;250222;refDistri;RO2V 3 G 1,5;neant;CE;87;43,28
170802;CDL;FILS ET CABLES;250223;refDistri;RO2V 3 G 2,5;neant;CE;131;65,32
170803;CDL;FILS ET CABLES;250135;refDistri;RO2V 3 G 4;neant;CE;215;107,31
170804;CDL;FILS ET CABLES;250916;refDistri;RO2V 3 G 6;neant;CE;323;161,52
170805;CDL;FILS ET CABLES;250448;refDistri;RO2V 3 G 10;neant;CE;524;262,13
170806;CDL;FILS ET CABLES;250449;refDistri;RO2V 3 G 16;neant;CE;789;394,60
170807;CDL;FILS ET CABLES;neant;refDistri;RO2V 3 G 25;neant;CE;;
170808;CDL;FILS ET CABLES;250204;refDistri;RO2V 4 G 1,5;neant;CE;124;62,14
170809;CDL;FILS ET CABLES;250206;refDistri;RO2V 4 G 2,5;neant;CE;186;93,05
170810;CDL;FILS ET CABLES;250143;refDistri;RO2V 4 G 4;neant;CE;276;137,98
170811;CDL;FILS ET CABLES;250453;refDistri;RO2V 4 G 6;neant;CE;429;214,66
170812;CDL;FILS ET CABLES;250430;refDistri;RO2V 4 G 10;neant;CE;672;336,24
170813;CDL;FILS ET CABLES;250148;refDistri;RO2V 4 G 16;neant;CE;1275;637,26
170814;CDL;FILS ET CABLES;250904;refDistri;RO2V 4 G 25;neant;CE;1679;839,33
170815;CDL;FILS ET CABLES;neant;refDistri;RO2V 4 G 35;neant;CE;;
170816;CDL;FILS ET CABLES;250201;refDistri;RO2V 5 G 1,5;neant;CE;144;71,97
170817;CDL;FILS ET CABLES;250203;refDistri;RO2V 5 G 2,5;neant;CE;217;108,44
170818;CDL;FILS ET CABLES;250138;refDistri;RO2V 5 G 4;neant;CE;333;166,50
170819;CDL;FILS ET CABLES;250950;refDistri;RO2V 5 G 6;neant;CE;498;248,87
170820;CDL;FILS ET CABLES;250951;refDistri;RO2V 5 G 10;neant;CE;837;418,67
170821;CDL;FILS ET CABLES;250460;refDistri;RO2V 5 G 16;neant;CE;1275;637,26
170822;CDL;FILS ET CABLES;250464;refDistri;RO2V 7 G 1,5;neant;CE;247;123,33
170823;CDL;FILS ET CABLES;251119;refDistri;RO2V 4 X 10 SVJ;neant;CE;490;245,21
170824;CDL;FILS ET CABLES;250209;refDistri;RO2V 4 X 16 SVJ;neant;CE;1061;530,59
170825;CDL;FILS ET CABLES;250909;refDistri;RO2V 4 X 25 SVJ;neant;CE;1679;839,33
170826;CDL;FILS ET CABLES;250908;refDistri;RO2V 4 X 35 SVJ;neant;CE;2323;1161,61
170827;CDL;FILS ET CABLES;neant;refDistri;RO2V 2 X 1,5;neant;CE;;
170828;CDL;FILS ET CABLES;neant;refDistri;RO2V 2 X 2,5;neant;CE;;
170829;CDL;FILS ET CABLES;neant;refDistri;RO2V 2 X 4;neant;CE;;
170830;CDL;FILS ET CABLES;neant;refDistri;RO2V 2 X 6;neant;CE;;
170831;CDL;FILS ET CABLES;neant;refDistri;RO2V 2 X 10;neant;CE;;
