_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET;;;;;;;
500211;brossette;Lavabos et Equipements;;Vasque RONDE à enc.;B.F.;un;56,53;40,38;;;;;;;
500212;brossette;Lavabos et Equipements;;Vasque BOL à poser;B.F.;un;122,14;87,24;;;;;;;
500213;brossette;Lavabos et Equipements;;Vasque CARREE à poser;B.F.;un;162,08;115,77;;;;;;;
500214;brossette;Lavabos et Equipements;;Anneau de compensation laiton chr 40700;B.F.;un;15,51;11,08;;;;;;;
500215;brossette;Lavabos et Equipements;;Lavabo VERS'EAU;B.F.;un;29,25;20,89;;;;;;;
500216;brossette;Lavabos et Equipements;;Colonne VERS'EAU;B.F.;un;17,30;12,36;;;;;;;
500217;brossette;Lavabos et Equipements;;Paire d'attaches;B.F.;un;1,92;1,37;;;;;;;
500218;brossette;Lavabos et Equipements;;Fixations 8x90;B.F.;un;2,10;1,50;;;;;;;
500219;brossette;Lavabos et Equipements;;Consoles ALU BG 22 pour lavabo sans colonne;B.F.;un;10,15;7,25;;;;;;;
500220;brossette;Lavabos et Equipements;B9039AA;Mélangeur BF 2 Clapets;B.F.;un;42,97;30,69;;;;;;;
500221;brossette;Lavabos et Equipements;D 1603AA;Mélangeur ULYSSE Clapet;PORCHER;un;40,04;28,60;;;;;;;
500222;brossette;Lavabos et Equipements;D 1703AA;Mélangeur ULYSSE C Céramique;PORCHER;un;51,13;36,52;;;;;;;
500223;brossette;Lavabos et Equipements;B8538AA;Mitigeur BF Naya;B.F.;un;59,64;42,60;;;;;;;
500224;brossette;Lavabos et Equipements;B8608AA;Mitigeur BF Livia;B.F.;un;69,36;49,54;;;;;;;
500225;brossette;Lavabos et Equipements;;Mitigeur DESIGN;B.F.;un;96,14;68,67;;;;;;;
500226;brossette;Lavabos et Equipements;;Mitigeur DESIGN réhaussé;B.F.;un;165,14;117,96;;;;;;;
500227;brossette;Lavabos et Equipements;;Mitigeur DESIGN mural 3 trous;B.F.;un;153,29;109,49;;;;;;;
500228;brossette;Lavabos et Equipements;32926001;Mitigeur E-SMART New;GROHE;un;73,07;52,19;;;;;;;
500229;brossette;Lavabos et Equipements;33549001;Mitigeur E-STYLE New;GROHE;un;113,78;81,27;;;;;;;
500230;brossette;Lavabos et Equipements;33183001;Mitigeur E-DISC New;GROHE;un;148,60;106,14;;;;;;;
500231;brossette;Lavabos et Equipements;33991001;Mitigeur E-PLUS New;GROHE;un;221,40;158,14;;;;;;;
500232;brossette;Lavabos et Equipements;D0808AA;Mitigeur ODYS chr;PORCHER;un;195,99;139,99;;;;;;;
500233;brossette;Lavabos et Equipements;D1508AA;Mitigeur ORYUS chr;PORCHER;un;168,71;120,51;;;;;;;
500234;brossette;Lavabos et Equipements;D1208AA;Mitigeur OPHELIO chr;PORCHER;un;93,73;66,95;;;;;;;
500235;brossette;Lavabos et Equipements;D2308AA;Mitigeur OKYRIS 2;PORCHER;un;54,94;39,24;;;;;;;
500236;brossette;Lavabos et Equipements;SAS L2262;Bonde à grille lavabo 33x42;SAS;un;6,06;4,33;;;;;;;
500237;brossette;Lavabos et Equipements;SAS;Bonde à grille PVC avec bouchon;SAS;un;4,49;3,21;;;;;;;
500238;brossette;Lavabos et Equipements;;Bonde chromée D.65;SAS;un;27,09;19,35;;;;;;;
500239;brossette;Lavabos et Equipements;;Vidage de lavabo à tirette;SAS;un;6,73;4,81;;;;;;;
500240;brossette;Lavabos et Equipements;;Siphon PVC lavabo;SAS;un;1,69;1,21;;;;;;;
500241;brossette;Lavabos et Equipements;;Siphon laiton chromé réglable;SAS;un;16,67;11,91;;;;;;;
500242;brossette;Lavabos et Equipements;;"Siphon réglable chromée D.32 1""1/4";SAS;un;78,86;56,33;;;;;;;
500243;brossette;Lavabos et Equipements;;Cache trou;SAS;un;4,17;2,98;;;;;;;
500244;brossette;Lavabos et Equipements;;Miroir 60x42;SAS;un;21,06;15,04;;;;;;;
500245;brossette;Lavabos et Equipements;;Miroir 48x36;SAS;un;16,52;11,80;;;;;;;
500246;brossette;Lavabos et Equipements;;Pattes de fixations;SAS;un;5,15;3,68;;;;;;;
500247;brossette;Meubles de salle de bain;YB20T2070M;Meuble bas COMBIBLOC Lg=700 TARTROU;NEOVA;un;140,66;100,47;;;;;;;
500248;brossette;Meubles de salle de bain;YB20T2080M;Meuble bas COMBIBLOC Lg=800 TARTROU;NEOVA;un;155,18;110,84;;;;;;;
500249;brossette;Meubles de salle de bain;YB20U2090M;Meuble bas COMBIBLOC Lg=900 TARTROU;NEOVA;un;189,64;135,46;;;;;;;
500250;brossette;Meubles de salle de bain;YB20V2140M;Meuble bas COMBIBLOC Lg=1400 TARTROU;NEOVA;un;289,27;206,62;;;;;;;
500251;brossette;Meubles de salle de bain;B20H01070M;Meuble bas COMBIBLOC Lg=700 TARTROU;NEOVA;un;149,59;106,85;;;;;;;
500252;brossette;Meubles de salle de bain;B20H01080M;Meuble bas COMBIBLOC + armoirette Lg=800 TARTROU;NEOVA;un;154,00;110,00;;;;;;;
500253;brossette;Meubles de salle de bain;B20H01090M;Meuble bas COMBIBLOC Lg=900 TARTROU;NEOVA;un;158,40;113,14;;;;;;;
500254;brossette;Meubles de salle de bain;B20H01140M;Meuble bas COMBIBLOC Lg=1400 TARTROU;NEOVA;un;310,91;222,08;;;;;;;
500255;brossette;Meubles de salle de bain;B10P50070;Plan vasque avec porte-serviette Lg=700;NEOVA;un;133,57;95,41;;;;;;;
500256;brossette;Meubles de salle de bain;B10P50140;Plan vasque avec porte-serviette Lg=1400;NEOVA;un;222,17;158,69;;;;;;;
500257;brossette;Meubles de salle de bain;;Ensemble meuble Galbé 90D Portes SQUARE;NABIS;un;822,61;587,58;;;;;;;
500258;brossette;Meubles de salle de bain;;Ensemble SLIME 75cm;NABIS;un;544,07;388,62;;;;;;;
500259;brossette;Meubles de salle de bain;;Ensemble 60 A;NABIS;un;487,54;348,24;;;;;;;
500260;brossette;Meubles de salle de bain;;Meuble verseau avec applique L 60;VERSEAU;un;355,31;253,79;;;;;;;
500261;brossette;Meubles de salle de bain;;Meuble verseau avec applique L 70;VERSEAU;un;382,76;273,40;;;;;;;
500262;brossette;Meubles de salle de bain;;Meuble verseau avec applique L 80;VERSEAU;un;438,48;313,20;;;;;;;
500263;brossette;Meubles de salle de bain;;Meuble verseau avec applique L 140;VERSEAU;un;692,05;494,32;;;;;;;
500264;brossette;Meubles de salle de bain;;Meuble verseau avec bandeau L 60;VERSEAU;un;457,06;326,47;;;;;;;
500265;brossette;Meubles de salle de bain;;Meuble verseau avec bandeau L 70;VERSEAU;un;484,51;346,08;;;;;;;
500266;brossette;Meubles de salle de bain;;Meuble verseau avec bandeau L 80;VERSEAU;un;550,73;393,38;;;;;;;
500267;brossette;Meubles de salle de bain;;Meuble verseau avec bandeau L 140;VERSEAU;un;834,97;596,41;;;;;;;
500268;brossette;Meubles de salle de bain;;Socle L 60;VERSEAU;un;14,21;10,15;;;;;;;
500269;brossette;Meubles de salle de bain;;Socle L 70;VERSEAU;un;18,24;13,03;;;;;;;
500270;brossette;Meubles de salle de bain;;Socle L 80;VERSEAU;un;20,41;14,58;;;;;;;
500271;brossette;Meubles de salle de bain;;Socle L 140;VERSEAU;un;30,20;21,57;;;;;;;
500272;brossette;Meubles de salle de bain;;Jeu de 2 pieds;VERSEAU;un;18,73;13,38;;;;;;;
500273;brossette;Robinetteries PRESTO & DELABIE;EF64602;FIXATION SUR PLAGE Robinet de lavabo 605;PRESTO;un;53,00;37,86;;;;;;;
500274;brossette;Robinetteries PRESTO & DELABIE;EC64622;FIXATION SUR PLAGE Robinet de lavabo 605;PRESTO;un;53,00;37,86;;;;;;;
500275;brossette;Robinetteries PRESTO & DELABIE;EF64612;FIXATION SUR PLAGE Robinet de lavabo 605 S ;PRESTO;un;71,33;50,95;;;;;;;
500276;brossette;Robinetteries PRESTO & DELABIE;EC64632;FIXATION SUR PLAGE Robinet de lavabo 605 S ;PRESTO;un;71,33;50,95;;;;;;;
500277;brossette;Robinetteries PRESTO & DELABIE;EF63000 1/2;FIXATION MURALE Robinet de lavabo 504;PRESTO;un;39,63;28,31;;;;;;;
500278;brossette;Robinetteries PRESTO & DELABIE;EC63020 1/2;FIXATION MURALE Robinet de lavabo 504;PRESTO;un;39,59;28,28;;;;;;;
500279;brossette;Robinetteries PRESTO & DELABIE;EF 63100 1/2;FIXATION MURALE Robinet de lavabo 504 S;PRESTO;un;44,76;31,97;;;;;;;
500280;brossette;Robinetteries PRESTO & DELABIE;68132;Mirigeur Presto 3000 S;PRESTO;un;195,54;139,67;;;;;;;
500281;brossette;Robinetteries PRESTO & DELABIE;28442;Mirigeur Presto 4000 S;PRESTO;un;181,79;129,85;;;;;;;
500282;brossette;Robinetteries PRESTO & DELABIE;30302;Bec fixe pour lavabo;PRESTO;un;45,71;32,65;;;;;;;
500283;brossette;Robinetteries PRESTO & DELABIE;29410;Robinet de réglage;PRESTO;un;47,10;33,64;;;;;;;
500284;brossette;Robinetteries PRESTO & DELABIE;23100;Commande au sol Presto 509;PRESTO;un;85,13;60,81;;;;;;;
500285;brossette;Robinetteries PRESTO & DELABIE;31683;Commande fémorale Presto 712;PRESTO;un;65,63;46,88;;;;;;;
500286;brossette;Robinetteries PRESTO & DELABIE;23600;Commande 1 pédale Presto 520;PRESTO;un;84,92;60,66;;;;;;;
500287;brossette;Robinetteries PRESTO & DELABIE;745200;Tempostop pour lavabo 1/2 Ec.14;DELABIE;un;51,53;36,81;;;;;;;
500288;brossette;Robinetteries PRESTO & DELABIE;745440;Tempostop pour lavabo à levier;DELABIE;un;75,75;54,11;;;;;;;
500289;brossette;Robinetteries PRESTO & DELABIE;744000;Tempostop mural 3/8;DELABIE;un;37,60;26,86;;;;;;;
500290;brossette;Robinetteries PRESTO & DELABIE;746000;Tempostop mural 1/2;DELABIE;un;37,60;26,86;;;;;;;
500291;brossette;Robinetteries PRESTO & DELABIE;795000;Tempomix lavabo av. flex. Et rob. D'arrêt;DELABIE;un;205,31;146,65;;;;;;;
500292;brossette;Robinetteries PRESTO & DELABIE;795100;Tempomix lavabo av. flex. D/D rob. D'arrêt;DELABIE;un;187,85;134,18;;;;;;;
500293;brossette;Robinetteries PRESTO & DELABIE;700001;Tempomix 2;DELABIE;un;181,86;129,90;;;;;;;
500294;brossette;Robinetteries PRESTO & DELABIE;495006;Tempomatic mix;DELABIE;un;761,04;543,60;;;;;;;
500295;brossette;Robinetteries PRESTO & DELABIE;495000;Tempomatic mix;DELABIE;un;455,87;325,62;;;;;;;
500296;brossette;Robinetteries PRESTO & DELABIE;739000;Mixfoot;DELABIE;un;123,23;88,02;;;;;;;
500297;brossette;Robinetteries PRESTO & DELABIE;735000;Tempo genou Ar. En ligne;DELABIE;un;78,99;56,42;;;;;;;
500298;brossette;Robinetteries PRESTO & DELABIE;734000;Tempo genou ar. Arrière murale;DELABIE;un;74,03;52,88;;;;;;;
500299;brossette;Robinetteries PRESTO & DELABIE;210000;Bineco monopédale;DELABIE;un;82,26;58,76;;;;;;;
500300;brossette;pac wc complet;;vers'eau;BF;un;97,45;69,61;;;;;;;
500301;brossette;pac wc complet;83165;Prima 2 CDI surélevée ht 46 cm;BF;un;310,03;221,45;;;;;;;
500302;brossette;pac wc complet;83345;PRIMA CDI COMPACT;BF;un;324,76;231,97;;;;;;;
500303;brossette;pac wc complet;83311;PRIMA COMPACT ANGLE;BF;un;384,90;274,93;;;;;;;
500304;brossette;pac wc complet;83035;PRIMA CDI;BF;un;246,09;175,78;;;;;;;
500305;brossette;pac wc complet;83045;PRIMA CDI SAC;BF;un;312,03;222,88;;;;;;;
500306;brossette;pac wc complet;83335;PACK PRIMA 4X4 BLC;BF;un;193,09;137,92;;;;;;;
500307;brossette;pac wc complet;P937701;KHEOPS 2;BF;un;177,37;126,69;;;;;;;
500308;brossette;cuvettes et réservoirs;3460;Cuvette BASTIA;ALLIA;un;42,39;30,28;;;;;;;
500309;brossette;cuvettes et réservoirs;3890;Réservoir BASTIA 3/9 L;ALLIA;un;44,84;32,03;;;;;;;
500310;brossette;cuvettes et réservoirs;3035;Cuvette PRIMA CDI;ALLIA;un;135,95;97,11;;;;;;;
500311;brossette;cuvettes et réservoirs;3045;Cuvette PRIMA CDI Sac;ALLIA;un;163,72;116,94;;;;;;;
500312;brossette;cuvettes et réservoirs;725;Abattant pour cuvette PRIMA CDI;ALLIA;un;43,19;30,85;;;;;;;
500313;brossette;cuvettes et réservoirs;3615;Réservoir ATTENANT Universel;ALLIA;un;145,96;104,26;;;;;;;
500314;brossette;cuvettes et réservoirs;3765;Réservoir PRIMA CDI;ALLIA;un;122,28;87,34;;;;;;;
500315;brossette;cuvettes et réservoirs;p238501;Cuvette ULYSSE SH;PORCHER;un;43,12;30,80;;;;;;;
500316;brossette;cuvettes et réservoirs;p939801;Réservoir ULYSSE dble chasse;PORCHER;un;44,84;32,03;;;;;;;
500317;brossette;cuvettes et réservoirs;p939701;Réservoir ULYSSE sple chasse;PORCHER;un;50,41;36,01;;;;;;;
500318;brossette;cuvettes et réservoirs;p231401;Cuvette KHEOPS 2 SH;PORCHER;un;85,92;61,37;;;;;;;
500319;brossette;cuvettes et réservoirs;p231501;Cuvette KHEOPS 2 SV;PORCHER;un;141,32;100,94;;;;;;;
500320;brossette;cuvettes et réservoirs;p938101;Réservoir KHEOPS 2;PORCHER;un;109,45;78,18;;;;;;;
500321;brossette;cuvettes et réservoirs;;Cuvette Vers'eau;PORCHER;un;45,49;32,49;;;;;;;
500322;brossette;cuvettes et réservoirs;;Réservoir 3/6l;PORCHER;un;50,61;36,15;;;;;;;
500323;brossette;Réservoirs rénovation;;Res GEBERIT attenant 2 touches;GEBERIT;un;98,78;70,56;;;;;;;
500324;brossette;Réservoirs rénovation;;Res GEBERIT attenant interrompable;GEBERIT;un;83,15;59,39;;;;;;;
500325;brossette;Broyeurs pour wc;;Broyeur SFA Sanibroyeur pro;SFA;un;471,58;336,84;;;;;;;
500326;brossette;Broyeurs pour wc;;Broyeur SFA Sanicompact 43;SFA;un;694,15;495,82;;;;;;;
500327;brossette;Broyeurs pour wc;;Broyeur WATERMATIC W30SP;SFA;un;650,85;464,89;;;;;;;
500328;brossette;Abattants;;Double blanc OLFA;OLFA;un;59,12;42,23;;;;;;;
500329;brossette;Abattants;;Double blanc SIAMP;OLFA;un;11,23;8,02;;;;;;;
500330;brossette;Abattants;;Double blanc ALLIA PRIMA CDI;OLFA;un;43,19;30,85;;;;;;;
500331;brossette;Abattants;;Double blanc SIAMP;OLFA;un;26,53;18,95;;;;;;;
500332;brossette;Accessoires wc;;Pipe d'évacuation;NICOLL;un;9,35;6,68;;;;;;;
500333;brossette;Accessoires wc;;Pipe longue;NICOLL;un;12,80;9,14;;;;;;;
500334;brossette;Accessoires wc;;Pipe droite;NICOLL;un;5,35;3,82;;;;;;;
500335;brossette;Accessoires wc;;Pipe orientable;NICOLL;un;14,21;10,15;;;;;;;
500336;brossette;Accessoires wc;;Pipe souple Lg540;NICOLL;un;17,86;12,76;;;;;;;
500337;brossette;Accessoires wc;;Robinet arrêt équerre Chromé 1/4 T;NICOLL;un;3,53;2,52;;;;;;;
500338;brossette;Accessoires wc;;Robinet arrêt équerre Chromé;NICOLL;un;1,97;1,41;;;;;;;
500339;brossette;Accessoires wc;;Jeu de fixol;NICOLL;un;2,18;1,56;;;;;;;
500340;brossette;Accessoires wc;;Jeu de fixol;NICOLL;un;2,42;1,73;;;;;;;
500341;brossette;Cuvettes suspendues;;BASTIA 3967;ALLIA;un;50,47;36,05;;;;;;;
500342;brossette;Cuvettes suspendues;;PRIMA av abattant;ALLIA;un;140,74;100,53;;;;;;;
500343;brossette;Cuvettes suspendues;;PRIMA COMPACT av abattant;ALLIA;un;140,74;100,53;;;;;;;
500344;brossette;Cuvettes suspendues;;PORCHER ULYSSE 2;ALLIA;un;54,94;39,24;;;;;;;
500345;brossette;Cuvettes suspendues;;Cuvette suspendue VERS'EAU;VERSEAU;un;56,31;40,22;;;;;;;
500346;brossette;BATI Support;;Bati support GEBERIT DUOFIX 2;GEBERIT;un;213,28;152,34;;;;;;;
500347;brossette;BATI Support;;Manchette;GEBERIT;un;10,75;7,68;;;;;;;
500348;brossette;BATI Support;;Plaque support double touche SAMBA;GEBERIT;un;38,91;27,79;;;;;;;
500349;brossette;BATI Support;;Bati support GEBERIT DUOFIX 2 autoportant;GEBERIT;un;224,66;160,47;;;;;;;
500350;brossette;BATI Support;;Plaque support double touche SAMBA;GEBERIT;un;38,91;27,79;;;;;;;
500351;brossette;BATI Support;;Bati support VERS'EAU pour mur non porteur;VERSEAU;un;158,62;113,30;;;;;;;
500352;brossette;BATI Support;;Plaque de commande ABS 2 touches chromée;VERSEAU;un;32,06;22,90;;;;;;;
500353;brossette;BATI Support;;Plaque de commande ABS 2 touches Blanche;VERSEAU;un;21,29;15,21;;;;;;;
500354;brossette;LAVE-MAINS;;Prima 2 45X33;ALLIA;un;80,67;57,62;;;;;;;
500355;brossette;LAVE-MAINS;;PRIMA COMPACT 50X23;ALLIA;un;80,92;57,80;;;;;;;
500356;brossette;LAVE-MAINS;;PRIMA COMPACT ANGLE 32;ALLIA;un;80,75;57,68;;;;;;;
500357;brossette;LAVE-MAINS;;KHEOPS 2 40X32;PORCHER;un;62,90;44,93;;;;;;;
500358;brossette;LAVE-MAINS;;ELFE 50X23;PORCHER;un;41,10;29,36;;;;;;;
500359;brossette;LAVE-MAINS;;ANGLE 52X41;PORCHER;un;60,97;43,55;;;;;;;
500360;brossette;LAVE-MAINS;;vers'eau;VERSEAU;un;28,14;20,10;;;;;;;
500361;brossette;CUVETTE;p231701;Robinet EF seul BF2;BF;un;32,34;23,10;;;;;;;
500362;brossette;CUVETTE;p239901;Paire d'attache;SAS;un;1,92;1,37;;;;;;;
500363;brossette;CUVETTE;p239401;Bonde à grille;SAS;un;6,06;4,33;;;;;;;
500364;brossette;RESERVOIR;p939801;Vidage lavabo à main;SAS;un;9,20;6,57;;;;;;;
500365;brossette;RESERVOIR;p939701;Bonde de lavabo à bouchon;SAS;un;4,49;3,21;;;;;;;
500366;brossette;CUVETTE ENFANT;p256401;cuvette KHEOPS SH;PORCHER;un;72,63;51,88;;;;;;;
500367;brossette;CUVETTE;3280;cuvette KHEOPS surélevée indépendante SH;PORCHER;un;180,22;128,73;;;;;;;
500368;brossette;CUVETTE;3890;Cuvette ULYSSE surélevée SH;PORCHER;un;93,98;67,13;;;;;;;
500369;brossette;RESERVOIR;3000;Réservoir ULYSSE dble chasse;PORCHER;un;44,84;32,03;;;;;;;
500370;brossette;RESERVOIR;3100;Réservoir ULYSSE sple chasse;PORCHER;un;50,41;36,01;;;;;;;
500371;brossette;CUVETTE ENFANT;3155;Cuvette enfant haut 310 mm SH;PORCHER;un;103,50;73,93;;;;;;;
500372;brossette;CUVETTE;41000;Cuvette BASTIA surélevée SH;ALLIA;un;96,46;68,90;;;;;;;
500373;brossette;RESERVOIR;13001;Réservoir BASTIA 3/6l;ALLIA;un;44,84;32,03;;;;;;;
500374;brossette;CUVETTE;10400;Cuvette PRIMA SAC;ALLIA;un;75,63;54,02;;;;;;;
500375;brossette;CUVETTE;47020;Cuvette BASTIA SH indépendante SH;ALLIA;un;64,96;46,40;;;;;;;
500376;brossette;CUVETTE;47003;Cuvette PRIMA surélevée indépendante SH;ALLIA;un;152,05;108,61;;;;;;;
500377;brossette;EQUIPEMENT PRESTO ECLAIR;44055;Robinet Arrêt droit;ALLIA;un;42,20;30,14;;;;;;;
500378;brossette;EQUIPEMENT PRESTO ECLAIR;13935;Poussoir Presto Eclair;ALLIA;un;63,53;45,38;;;;;;;
500379;brossette;EQUIPEMENT PRESTO ECLAIR;760004;Raccord;ALLIA;un;4,23;3,02;;;;;;;
500380;brossette;EQUIPEMENT PRESTO ECLAIR;760005;Tube de chasse;ALLIA;un;32,89;23,49;;;;;;;
500381;brossette;EQUIPEMENT PRESTO ECLAIR;761002;Collier sans butoir;ALLIA;un;7,15;5,11;;;;;;;
500382;brossette;EQUIPEMENT PRESTO ECLAIR;;Nez de jonction;ALLIA;un;15,44;11,03;;;;;;;
500383;brossette;EQUIPEMENT PRESTO ECLAIR;123700;Kit de chasse N°1 Presto ECLAIR;ALLIA;un;139,94;99,96;;;;;;;
500384;brossette;EQUIPEMENT DELABIE;130008;Ensemble Kit Tempochass;DELABIE;un;174,54;124,67;;;;;;;
500385;brossette;EQUIPEMENT DELABIE;ca1;Avec robinet arrêt droit;DELABIE;un;171,96;122,83;;;;;;;
500386;brossette;EQUIPEMENT DELABIE;;Avec robinet arrêt équerre;DELABIE;un;140,41;100,29;;;;;;;
500387;brossette;DIVERS;;avec robinet arrêt;DELABIE;un;2,45;1,75;;;;;;;
500388;brossette;RESERVOIR CHASSE;;Haut GEBERIT;GEBERIT;un;119,01;85,01;;;;;;;
500389;brossette;RESERVOIR CHASSE;;semi bas GEBERIT;GEBERIT;un;115,22;82,30;;;;;;;
500390;brossette;TUBE DE CHASSE;;haut coudé;GEBERIT;un;12,71;9,08;;;;;;;
500391;brossette;SECHE MAIN;;sèche main Dyson ariblade ABS;DYSON;un;1317,99;941,42;;;;;;;
500392;brossette;SECHE MAIN;;sèche main Dyson airblade alu;DYSON;un;1198,30;855,93;;;;;;;
500393;brossette;BIDET;P209401;Bidet ULYSSE;PORCHER;un;56,97;40,69;;;;;;;
500394;brossette;BIDET;2050;Bidet PRIMA;ALLIA;un;107,51;76,79;;;;;;;
500395;brossette;ROBINETTERIE;B9011AA;Mélangeur BF2;BF;un;51,20;36,57;;;;;;;
500396;brossette;ROBINETTERIE;B8539AA;Mitigeur BF Naya;BF;un;65,69;46,92;;;;;;;
500397;brossette;ROBINETTERIE;B8979AA;Mitigeur BF Livia;BF;un;76,38;54,56;;;;;;;
500398;brossette;ROBINETTERIE;D1613AA;Mélangeur ULYSSE;PORCHER;un;40,60;29,00;;;;;;;
500399;brossette;ROBINETTERIE;D2318AA;Mitigeur OKYRIS 2;PORCHER;un;71,01;50,72;;;;;;;
500400;brossette;ROBINETTERIE;D1518AA;Mitigeur ORYUS;PORCHER;un;183,61;131,15;;;;;;;
500401;brossette;SIPHON;EUROBASIC;Siphon bidet PVC;PORCHER;un;1,69;1,21;;;;;;;
500402;brossette;EVIERS GRES;P355101;Evier BANDEAU 15 cm 100 1C1E Blanc;PORCHER;un;269,01;192,15;;;;;;;
500403;brossette;EVIERS GRES;P336301;Evier GRAND BANDEAU 92 2C blanc;PORCHER;un;487,19;347,99;;;;;;;
500404;brossette;EVIERS GRES;P338301;Evier GRAND BANDEAU 77 1C blanc;PORCHER;un;384,30;274,50;;;;;;;
500405;brossette;EVIERS GRES;P339301;Evier 60X46 1C GRAND BANDEAU Vid blc;PORCHER;un;316,09;225,78;;;;;;;
500406;brossette;EVIERS A POSER;P455301;Evier ERMITAGE 2C1E 120X60 blanc;PORCHER;un;230,29;164,49;;;;;;;
500407;brossette;EVIERS A POSER;P456101;Evier ERMITAGE 1C1E 100X60 blc;PORCHER;un;200,73;143,38;;;;;;;
500408;brossette;EVIERS A ENCASTRER;P3070601;Evier BOSPHORE 1C1E 86 blanc;PORCHER;un;237,79;169,85;;;;;;;
500409;brossette;EVIERS A ENCASTRER;P306701;Evier BOSPHORE 2C1E 112 blanc;PORCHER;un;256,20;183,00;;;;;;;
500410;brossette;EVIER;6930;Evier RODEZ 1C 1E 80X60 blanc;ALLIA;un;229,28;163,77;;;;;;;
500411;brossette;EVIER;6900;Evier ROMANS 2C 1E 120x60 blanc;ALLIA;un;109,33;78,09;;;;;;;
500412;brossette;EVIER;6920;Evier REDON 100X60 blanc;ALLIA;un;122,91;87,79;;;;;;;
500413;brossette;EVIERS INOX;;Evier INOX 2 cuves 140x60;MODERNA +;un;123,44;88,17;;;;;;;
500414;brossette;EVIERS INOX;;Evier INOX 2 cuves 120x60;MODERNA +;un;68,45;48,89;;;;;;;
500415;brossette;EVIERS INOX;;Evier INOX 1 cuve 100x60;MODERNA +;un;72,41;51,72;;;;;;;
500416;brossette;EVIERS INOX;;Evier INOX 1 cuve 90x60;MODERNA +;un;72,30;51,64;;;;;;;
500417;brossette;EVIERS INOX;;Evier INOX 1 cuve 80x60;MODERNA +;un;72,30;51,64;;;;;;;
500418;brossette;EVIERS INOX;;Evier INOX 1 cuve 780x435;MODERNA +;un;0,00;;;;;;;;
500419;brossette;EVIERS INOX;;Evier INOX 2 cuves 1100x435;MODERNA +;un;0,00;;;;;;;;
500420;brossette;EVIERS INOX;5401IL;Série CARAIBES 86x50;MODERNA +;un;226,81;162,01;;;;;;;
500421;brossette;EVIERS INOX;5411IL;Série CARAIBES 100x50;MODERNA +;un;241,50;172,50;;;;;;;
500422;brossette;EVIERS INOX;540044IL;Série CARAIBES 100x50;MODERNA +;un;261,94;187,10;;;;;;;
500423;brossette;EVIERS INOX;5421IL;Série CARAIBES 116x50;MODERNA +;un;268,90;192,07;;;;;;;
500424;brossette;EVIERS INOX;3615IL;Série CARAIBES 86x50;MODERNA +;un;324,02;231,44;;;;;;;
500425;brossette;EVIERS CRISTALITE;502;Série EGEE ALPINA 116X50;NABIS;un;314,33;224,52;;;;;;;
500426;brossette;EVIERS CRISTALITE;502;Série EGEE PERA 116X50;NABIS;un;314,33;224,52;;;;;;;
500427;brossette;EVIERS CRISTALITE;502;Série EGEE LAVA 116X50;NABIS;un;314,33;224,52;;;;;;;
500428;brossette;EVIERS CRISTALITE;511;Série EGEE ALPINA 100X50;NABIS;un;310,86;222,04;;;;;;;
500429;brossette;EVIERS CRISTALITE;511;Série EGEE PERA 100X50;NABIS;un;310,86;222,04;;;;;;;
500430;brossette;EVIERS CRISTALITE;511;Série EGEE LAVA 100X50;NABIS;un;310,86;222,04;;;;;;;
500431;brossette;EVIERS CRISTALITE;502;Série EGEE ALPINA 86X50;NABIS;un;308,27;220,19;;;;;;;
500432;brossette;EVIERS CRISTALITE;502;Série EGEE PERA 86X50;NABIS;un;308,27;220,19;;;;;;;
500433;brossette;EVIERS CRISTALITE;502;Série EGEE LAVA 86X50;NABIS;un;308,27;220,19;;;;;;;
500434;brossette;EVIERS CRISTALITE;179VE;Série BALTIQUE BLANC 116X40;NABIS;un;148,04;105,74;;;;;;;
500435;brossette;EVIERS CRISTALITE;179VE;Série BALTIQUE TDF 116X40;NABIS;un;148,04;105,74;;;;;;;
500436;brossette;EVIERS CRISTALITE;177VE;Série BALTIQUE BLANC 100X40;NABIS;un;136,21;97,29;;;;;;;
500437;brossette;EVIERS CRISTALITE;175VE;Série BALTIQUE BLANC 86X40;NABIS;un;112,50;80,36;;;;;;;
500438;brossette;EVIERS CRISTALITE;175VE;Série BALTIQUE TDF 86X40;NABIS;un;112,50;80,36;;;;;;;
500439;brossette;ROBINETTERIE;B9045AA;Mélangeur évier BF 2 Chromé;BF;un;44,03;31,45;;;;;;;
500440;brossette;ROBINETTERIE;6117;Mélangeur évier RETRO;BF;un;58,48;41,77;;;;;;;
500441;brossette;ROBINETTERIE;D2044AA;Mélangeur mural AMBRE + chr;BF;un;41,76;29,83;;;;;;;
500442;brossette;ROBINETTERIE;B8543AA;Mitigeur BF NAYA évier chromé;GROHE;un;62,75;44,82;;;;;;;
500443;brossette;ROBINETTERIE;B863AA;Mitigeur BF LIVIA chromé;GROHE;un;97,41;69,58;;;;;;;
500444;brossette;ROBINETTERIE;B8612AA;Mitigeur BF LIVIA à douchette chromé;GROHE;un;119,06;85,04;;;;;;;
500445;brossette;ROBINETTERIE;32221001;Mitigeur GROHE E SMART New;GROHE;un;102,19;72,99;;;;;;;
500446;brossette;ROBINETTERIE;32230001;Mitigeur GROHE E STYLE;GROHE;un;138,85;99,18;;;;;;;
