_ID;FOURNISSEUR;FAMILLE  ;REFERENCE;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET
610969;dupont;;83578;Fixation urinoir UST 8x110 réf83578;FISCHER;UN;10,31;7,73
610970;dupont;;26845;Pistolet pour cartouche 300ml PSC 300B réf 26845;FISCHER;UN;96,85;72,64
610971;dupont;;26846;Pince pour cheville métal PA 26846;FISCHER;UN;66,19;49,64
610972;dupont;;X100JERRICAN;Inhibiteur SENTINEL X100 jerrican 20 litres réf X100JERRICAN;SENTINEL;UN;702,36;526,78
610973;dupont;;437004;Ensemble combiné monotube 437 manuel, combinaison droit + coude, D15x21-M22 réf 437004;COMAP;UN;66,05;46,24
610974;dupont;;432004;Ensemble combiné monotube 432 thermostatique, combinaison droit + coude, D15x21-M22, tête non fournie réf 432004;COMAP;UN;66,18;46,33
610975;dupont;;C1B600400;Elément de radiateur en fonte horizontal DUNE modèle D4 87,4 Watts;CHAPPEE;UN;62;46,5
610976;dupont;;C1B700400;Elément de radiateur en fonte horizontal DUNE modèle D4 101 Watts;CHAPPEE;UN;65;48,75
610977;dupont;;C1B899400;Elément de radiateur en fonte horizontal DUNE modèle D4 128 Watts;CHAPPEE;UN;72;54
610978;dupont;;C1B422600;Elément de radiateur en fonte horizontal DUNE modèle D6 93,5 Watts;CHAPPEE;UN;64;48
610979;dupont;;C1B600600;Elément de radiateur en fonte horizontal DUNE modèle D6 127 Watts;CHAPPEE;UN;78;58,5
610980;dupont;;C13900314;Kit de bouchonnage 33x42 pour radiateurs fonte 13900314;CHAPPEE / IDEAL STANDARD;UN;14;10,5
610981;dupont;;C13900315;Kit d'assemblage  1 1/4 pour radiateurs fonte 13900315;CHAPPEE / IDEAL STANDARD;UN;4;3
610982;dupont;;C13900313;Kit de fixation pour radiateurs fonte 13900313;CHAPPEE / IDEAL STANDARD;UN;29;21,75
610983;dupont;;705428;Nez de chasse diamètre 28/40 à 50 avec bride Réf : 705428;DELABIE;UN;15,39;11,54
610984;dupont;;87167087810;Circulateur LMT/DR 50watts emballé Réf : 87167087810;ELM LEBLANC;UN;274,56;219,65
610985;dupont;;87167603280;CTN SPOTT Réf : 87167603280;ELM LEBLANC;UN;13,93;11,14
610986;dupont;;87167403420;Dégazeur GLM5 s/vve dif Réf : 87167403420;ELM LEBLANC;UN;37,6;30,08
610987;dupont;;87167416850;Disconnecteur GLM5/20 complet Réf : 87167416850;ELM LEBLANC;UN;56,3;45,04
610988;dupont;;87167604780;Electrodes GV 23 kw Réf : 87167604780;ELM LEBLANC;UN;35,25;28,2
610989;dupont;;87167291430;Jeu de garnitures 5/16/20 Réf : 87167291430;ELM LEBLANC;UN;28,24;22,59
610990;dupont;;87470033770;Boîtier gaz naturel 23 kilo watts Réf :87470033770;ELM LEBLANC;UN;200,88;160,7
610991;dupont;;87167396200;Bloc gaz GLM 5/20E naturel Réf : 87167396200;ELM LEBLANC;UN;453,87;363,1
610992;dupont;;87167085990;Corps de chauffe GLM5/32 SAV Réf : 87167085990;ELM LEBLANC;UN;543,63;434,9
610993;dupont;;87167297500;Jeu de garnitures 5/30 Réf : 87167297500;ELM LEBLANC;UN;40,82;32,66
610994;dupont;;87167087800;Tableau électrique GLM5/32 sav Réf 87167087800;ELM LEBLANC;UN;287,62;230,1
610995;dupont;;1061704;Robinet équilibrage laitonHYCOCON PN16 DN15 15x21 réf 1061704;OVENTROP;UN;40,62;30,46
610996;dupont;;1061706;Robinet équilibrage laitonHYCOCON PN16 DN20 20x27 réf 1061706;OVENTROP;UN;42,76;32,07
610997;dupont;;1061708;Robinet équilibrage laitonHYCOCON PN16 DN25 26x34 réf 1061708;OVENTROP;UN;51,1;38,32
610998;dupont;;1061710;Robinet équilibrage laitonHYCOCON PN16 DN32 33x42 réf 1061710;OVENTROP;UN;74,79;56,09
610999;dupont;;1061712;Robinet équilibrage laitonHYCOCON PN16 DN40 40x49 réf 1061712;OVENTROP;UN;87,7;65,78
611000;dupont;;106960;Réparation émail blanc 2 tubes de 20g sous blister réf 106960;GEB;UN;16,29;12,22
611001;dupont;;52100000;Siphon Design Flowstar 33x42 pour lavabo, chromé Réf 52100000;HANSGROHE;UN;113,4;85,05
611002;dupont;;878370;Poubelle à pédale 6 litres 280x210x210 mm plastique blanc Réf 878370;PELLET;UN;26,32;19,74
611003;dupont;;14120;Porte balayette à poser 120x120x430 plastique ABS blanc anti-choc Réf 014120;PELLET;UN;22,52;16,89
611004;dupont;;T270G1238;Manchon T270G instantané tectite femelle femelle D12-12x17 pour tube cuivre PER et PB réf T270G1238;COMAP;UN;12,58;7,55
611005;dupont;;013G2990;Tête thermostatique classique sonde intégrée RA2990 réf 013G2990;DANFOSS;UN;24,37;17,06
611006;dupont;;013G2992;Tête thermostatique classique sonde à distance RA2992 réf 013G299200;DANFOSS;UN;33,81;23,67
611007;dupont;;013G2920;Tête thermostatique renforcée pour collectivité sonde intégrée RA2920 réf 013G292000;DANFOSS;UN;39,06;27,34
611008;dupont;;013G2922;Tête thermostatique renforcée pour collectivité sonde à distance RA2922 réf 013G292200;DANFOSS;UN;47,21;33,05
611009;dupont;;013G2950;Tête thermostatique de remplacement RA/VL2950 emboitement 26mm réf 013G2950;DANFOSS;UN;32,31;22,62
611010;dupont;;013G2952;Tête thermostatique de remplacement RA/VL2952 emboitement 26mm sonde à distance réf 013G295200;DANFOSS;UN;44,51;31,16
611011;dupont;;013G2960;Tête thermostatique de remplacement RA/V2960 emboitement 34mm réf 013G2960;DANFOSS;UN;38,17;26,72
611012;dupont;;013G2962;Tête thermostatique de remplacement RA/V2962 emboitement 34mm sonde à distance réf 013G296200;DANFOSS;UN;48,57;34
611013;dupont;;X400_20;Désembouant SENTINEL X400 jerrican 20 litres Réf X400;SENTINEL;UN;695,33;521,51
611014;dupont;;580000;Bonde à grille inox male 33x42 vis centrale Réf : 580000;DELABIE;UN;7,79;5,84
611015;dupont;;94923108;Cheville métallique 8cm par 10 réf 094923/108 Wedi;WEDI;UN;7,13;5,35
611016;dupont;;73796000;Kit étanchéité pour receveur FUNDO réf 73796 Wedi;WEDI;UN;67,76;50,82
611017;dupont;;E76928-CP;Mélangeur évier GALEO CD bec tube orientable bas chromé E76928-CP;JACOB DELAFON;UN;58;43,5
611018;dupont;;G23SC3;Meuleuse G23SC3 puissance 2300 watts diamètre disque 230mm;HITACHI;PI;249,31;186,99
611019;dupont;;56335;Console TENOR 27x18 L200 réf 056335;PB FIXATION;UN;13,44;10,08
611020;dupont;;56336;Console TENOR 27x18 L300 réf 056336;PB FIXATION;UN;14,48;10,86
611021;dupont;;H45MR;Marteau piqueur H45MR puissance 950 watts 12,5 joules emmanchement SDS Max;HITACHI;PI;905,62;679,23
611022;dupont;;303500000;Cuvette PRIMA CDI sortie horizontal blanc réf 00303500000;ALLIA;UN;142;106,5
611023;dupont;;304500000;Cuvette PRIMA CDI sortie arrière cachée blanc réf 00304500000;ALLIA;UN;175;131,25
611024;dupont;;304500068;Cuvette PRIMA CDI sortie arrière cachée pergame réf 00304500068;ALLIA;UN;191;143,25
611025;dupont;;3,632E+11;Urinoir AMIGO électronique alimenta tion et évacuation apparentes blanc réf 00363200000100;ALLIA;UN;1010;757,5
611026;dupont;;2037800;Circulateur petit collectif simple SXM32-35 entraxe 180mm, DN32, monophasé 230V-50Hz réf 2037800;SALMSON;UN;344;258
611027;dupont;;2037802;Circulateur petit collectif simple SXM32-25 entraxe 180mm, DN32, monophasé 230V-50Hz réf 2037802;SALMSON;UN;426;319,5
611028;dupont;;2037359;Circulateur petit collectif simple SXM32-50 entraxe 180mm, DN32, monophasé 230V-50Hz réf 2037359;SALMSON;UN;398;298,5
611029;dupont;;2037456;Circulateur petit collectif simple SXM32-45 entraxe 180mm, DN32, monophasé 230V-50Hz réf 2037456;SALMSON;UN;464;348
611030;dupont;;2037801;Circulateur petit collectif simple SCX32-35 entraxe 180mm, DN32, triphasé 230/400V-50Hz réf 2037801;SALMSON;UN;344;258
611031;dupont;;2037803;Circulateur petit collectif simple SCX32-25 entraxe 180mm, DN32, triphasé 230/400V-50Hz réf 2037803;SALMSON;UN;426;319,5
611032;dupont;;2037455;Circulateur petit collectif simple SCX32-50 entraxe 180mm, DN32, triphasé 230/400V-50Hz réf 2037455;SALMSON;UN;401;300,75
611033;dupont;;2037360;Circulateur petit collectif simple SCX32-45 entraxe 180mm, DN32, triphasé 230/400V-50Hz réf 2037360;SALMSON;UN;477;357,75
611034;dupont;;2040614;Circulateur petit collectif double DXM32-35 entraxe 180mm, DN32, monophasé 230V-H50z réf 2040614;SALMSON;UN;676;507
611035;dupont;;2040616;Circulateur petit collectif double DXM40-25 entraxe 250mm, DN40, monophasé 230V-50Hz réf 2040616;SALMSON;UN;861;645,75
611036;dupont;;2040618;Circulateur petit collectif double DXM32-50 entraxe 180mm, DN32, monophasé 230V-50Hz réf 2040618;SALMSON;UN;853;639,75
611037;dupont;;2040620;Circulateur petit collectif double DXM40-45 entraxe 250mm, DN40, monophasé 230V-50Hz réf 2040620;SALMSON;UN;830;622,5
611038;dupont;;2040615;Circulateur petit collectif double DCX32-35 entraxe 180mm, DN32, triphasé 230/400V-50Hz réf 2040615;SALMSON;UN;755;566,25
611039;dupont;;2040617;Circulateur petit collectif double DCX40-25 entraxe 180mm, DN40, triphasé 230/400V-50Hz réf 2040617;SALMSON;UN;862;646,5
611040;dupont;;2040619;Circulateur petit collectif double DCX32-50 entraxe 180mm, DN32, triphasé 230/400V-50Hz réf 2040619;SALMSON;UN;850;637,5
611041;dupont;;2040621;Circulateur petit collectif double DCX40-45 entraxe 180mm, DN40, triphasé 230/400V-50Hz réf 2040621;SALMSON;UN;875;656,25
611042;dupont;;10000004;Panneau de construction 125x60,0cm épaisseur 4mm Wedi 010000/004 Wedi;WEDI;PI;17,83;13,37
611043;dupont;;CR13VC;Scie sabre 1010 watts réf CR13VC;HITACHI;PI;476,13;357,11
611044;dupont;;HLMA-200-060;Radiateur ALTIMA eau chaude vertical finition de base aluminium 1496w haut 2013 larg 601 8 éléments réf HLMA-200-060;ACOVA;UN;1669,2;1251,9
611045;dupont;;HLMI-200-060;Radiateur ALTIMA eau chaude vertical finition de base inox 1361w haut 2013 larg 601 8 éléments réf HLMI-200-060;ACOVA;UN;1669,2;1251,9
611046;dupont;;HMI-200-060;Radiateur ALTIMA eau chaude vertical finition de base inox 1012w haut 2013 larg 601 8 éléments réf HMI-200-060;ACOVA;UN;1426,6;1069,95
611047;dupont;;P115701;Baignoire à encastrer ou à poser ULYSSE 2 170x75cm, blanc Réf P115701;PORCHER;UN;196;147
611048;dupont;;P115727;Baignoire à encastrer ou à poser ULYSSE 2 170x75cm, pergamon Réf P115727;PORCHER;UN;196;147
611049;dupont;;P115801;Baignoire à encastrer ou à poser ULYSSE 2 160x75cm, blanc Réf P115801;PORCHER;UN;196;147
611050;dupont;;P115827;Baignoire à encastrer ou à poser ULYSSE 2 160x75cm, pergamon Réf P115827;PORCHER;UN;196;147
611051;dupont;;J350001;Bac à laver LAGO 75x61x85cm, blanc Réf J350001;PORCHER;UN;449;336,75
611052;dupont;;J350100;Meuble pour bac à laver LAGO 75x61cm avec planche à laver, blanc Réf J350100;PORCHER;UN;209;156,75
611053;dupont;;J350201;Bac à laver LAGO 61x60x85cm, blanc Réf J350201;PORCHER;UN;319;239,25
611054;dupont;;J350300;Meuble pour bac à laver LAGO 61x60cm avec planche à laver, blanc Réf J350300;PORCHER;UN;209;156,75
611055;dupont;;J350401;Bac à laver PEROU 46x61x85cm, blanc Réf J350401;PORCHER;UN;239;179,25
611056;dupont;;J350500;Meuble pour bac à laver PEROU 46x61cm, blanc Réf J350500;PORCHER;UN;165,6;124,2
611057;dupont;;J349501;Lavabo KENYA 120x45cm, blanc Réf J349501;PORCHER;UN;275;206,25
611058;dupont;;J349601;Lavabo KENYA 90x45cm, blanc Réf J349601;PORCHER;UN;219;164,25
611059;dupont;;17501031;Mitigeur lavabo ECLIPSE chromé Réf 17501031;GESSI SPA;UN;252,99;189,75
611060;dupont;;11913031;Mitigeur lavabo ECLIPSE haut chromé 11913031;GESSI SPA;UN;292,99;219,75
611061;dupont;;17513031;Mitigeur bain-douche ECLIPSE mural, chromé Réf 17513031;GESSI SPA;UN;333,19;249,9
611062;dupont;;17531031;Mitigeur douche ECLIPSE chromé Réf 17531031;GESSI SPA;UN;277;207,75
611063;dupont;;14325031;Douchette ECLIPSE avec support fixe et flexible, chromé Réf 14325031;GESSI SPA;UN;57;42,75
611064;dupont;;153315;Chauffe eau électrique 150 litres aci visio horizontal mural mono réf 153315;ATLANTIC;UN;713,97;428,4
611065;dupont;;153320;Chauffe eau électrique 200 litres aci visio horizontal mural mono réf 153320;ATLANTIC;UN;837,97;502,8
611066;dupont;;152315;Chauffe eau électrique 150 litres aci visio vertical sur socle mono réf 152315;ATLANTIC;UN;785,97;471,6
611067;dupont;;152320;Chauffe eau électrique 200 litres aci visio vertical sur socle mono réf 152320;ATLANTIC;UN;887,97;532,8
611068;dupont;;152325;Chauffe eau électrique 250 litres aci visio vertical sur socle mono réf 152325;ATLANTIC;UN;971,96;583,2
611069;dupont;;152330;Chauffe eau électrique 300 litres aci visio vertical sur socle mono réf 152330;ATLANTIC;UN;1015,96;609,6
611070;dupont;;70131;Thermostat BSD triphasé S80 0010 chauffe eau 150-200L tri VM ACI réf 070131;THERMOR/PACIFIC/SAUTER (TPS);UN;67,21;50,41
611071;dupont;;T9715B;Mitigeur apparent blanc thermostati que 15x21 42L/mn réf T9715B;WATTS INDUSTRIES;UN;540,59;405,45
611072;dupont;;172606128;Radiateur acier panneaux habillés UNI.6 type 21S 32 éléments 1670 watts         172606128;BRUGMAN;UN;353,84;212,3
611073;dupont;;172604128;Radiateur acier panneaux habillés UNI.6 21S 32 éléments 1225 Watts        172604128;BRUGMAN;UN;275,3;165,18
611074;dupont;;911611622;Raccord tube multicouche 16x2,2 SET A3 911611622;BRUGMAN;UN;20,01;12,01
611075;dupont;;911610212;Raccord tube PE eurocône 20x27 2 raccords par set diamètre 10/12 911610212;BRUGMAN;UN;20,01;12,01
611076;dupont;;911610216;Raccord tube PE eurocône 20x27 2 raccords par set diamètre 13/16 911610216;BRUGMAN;UN;20,01;12,01
611077;dupont;;C13900301;Kit de bouchonnage 26X34 pour radiateurs à fond plat 13900301;IDEAL STANDARD;UN;14;10,5
611078;dupont;;C13900302;Kit d'assemblage  26X34 pour radiateurs fonte 13900302;IDEAL STANDARD;UN;6;4,5
611079;dupont;;1512357;Coude à sertir mâle 26x34-26x3,0mm 1512357;OVENTROP;UN;16,6;12,44
611080;dupont;;NY.841.010;Siège de douche rabattable, 380x410 mm, Réf NY.841.010;NORMBAU FRANCE;UN;482,56;361,92
611081;dupont;;NY.464.060;Poignée de maintien, 501x312 mm, 135°, Réf NY.464.060;NORMBAU FRANCE;UN;158,8;119,1
611082;dupont;;140.017.11.1;Réservoir de chasse indépendant interrompable simple touche en ASA basse position blanc Réf 140.017.11.1;GEBERIT;UN;127,44;95,58
611083;dupont;;85757025;Ensemble monté GTU 124 Flux Forcé c olis FM103;DE DIETRICH;UN;3035;2276,25
611084;dupont;;85757026;Corps/bruleur GTU 1204 Vertical Flu x Forcé colis FM104;DE DIETRICH;UN;2422;1816,5
611085;dupont;;85757027;Jacquette GTU 1204 Vertical Flux Fo rcé colis FM105;DE DIETRICH;UN;881;660,75
611086;dupont;;89807794;Fluide CALOP L 20L MEL 40/60 coli s EG101;DE DIETRICH;UN;66,15;43
611087;dupont;;86665660;Vanne gaz sit GN complet réf 86665557;DE DIETRICH;UN;115;94,3
611088;dupont;;86665727;Kit tube prise pression réf 86665727;DE DIETRICH;UN;18,9;15,5
611089;dupont;;86665642;Kit ventil prise de pression réf 86665642;DE DIETRICH;UN;125;102,5
611090;dupont;;89538509;Anode Magnésium complète réf 89538509;DE DIETRICH;UN;30,4;24,93
611091;dupont;;95362451;Sonde NTC ECS 2M CITY BIC réf 95362451;DE DIETRICH;UN;14;11,48
611092;dupont;;97581247;Vase expansion WINK 8L réf 97581247;DE DIETRICH;UN;74,4;61,01
611093;dupont;;86665710;Set bougie allumage complet réf 86665710;DE DIETRICH;UN;20,2;16,56
611094;dupont;;546611;Radiateur séche-serviette soufflant ATLANTIC ULYSSE puiss : 800/1800W;ATLANTIC;UN;400;300
611095;dupont;;4073526;Circulateur domestique AXESS180-NYi53-25P-H9 entraxe 180mm, DN 40x49, monophasé 230V-50Hz réf 4073526;SALMSON;UN;211;158,25
611096;dupont;;31223094;Terminal horizontal 80/125 téleccopique+1 plaque mural noir p/vent. chaudière gaz 31223094 31223094;UBBINK;UN;114,28;91,42
611097;dupont;;7716704072GN;Chaudière murale EGALIS NGVS chauffage seul ventouse gaz naturel avec dosseret GS;ELM LEBLANC;UN;2022,95;1517,25
611098;dupont;;7716780073;Dosseret GS pour chaudières EGALIS NGLS NGVS standard DOS GS5;ELM LEBLANC;UN;67;50,25
611099;dupont;;7716780078;Dosseret GS pour chaudières EGALIS NGLS NGVS DOS GS6 pour remplacement GLS23;ELM LEBLANC;UN;67;50,25
611100;dupont;;7716780113;Dosseret GS pour chaudières EGALIS NGLS NGVS DOS GS12 pour remplacement GLS34;ELM LEBLANC;UN;92;69
611101;dupont;;75500000;Abattant PRIMA CDI blanc;ALLIA;UN;45;33,75
611102;dupont;;52550;Groupe de sécurité chauffe-eau 20x27 sous boîte réf 52550;WATTS INDUSTRIES;UN;15,6;11,7
611103;dupont;;52570;Groupe de sécurité chauffe-eau 20x27 inox réf 52570;WATTS INDUSTRIES;UN;31,96;23,97
611104;dupont;;52571;Groupe de sécurité chauffe-eau 20x27 inox coudé réf 52571;WATTS INDUSTRIES;UN;39,57;29,68
611105;dupont;;31012;Collier ATLAS + simple diamètre 12mm acier bichromaté 031012 (10);PLOMBELEC;BT;4,26;2,98
611106;dupont;;4051850;Bagues d'adaptations POCH-BAG-ADAPT-RU-DN25/32 pour raccord union réf 4051850;SALMSON;UN;18,5;13,88
611107;dupont;;28276000;Flexible ISIFLEX'B 1,60 mètres, chromé, Réf 28276000;HANSGROHE;UN;23;17,25
611108;dupont;;28276450;Flexible ISIFLEX'B 1,60 mètres, blanc, Réf 28276450;HANSGROHE;UN;32,5;24,38
611109;dupont;;R29304561;R29304561 Flexible d'alimentation M10 12 x 17 (la paire)   C1;JACOB DELAFON;UN;19,33;14,5
611110;dupont;;230210;Receveur à carreler 120 x 120 bonde diamètre 50 sortie horizontale avec grille 230210;LAZER;UN;121,97;91,48
611111;dupont;;230211;Receveur à carreler 150 x 180 sortie horizontale avec bonde diamètre 50 et grille 230211;LAZER;UN;180,76;135,57
611112;dupont;;290300;Colle spéciale pour remontée isotanche pot de 750 ml 290300;LAZER;UN;21,93;16,45
611113;dupont;;290301;Solvant PVC soudure à froid isotanche pour receveurs à carreler 290301;LAZER;UN;14,23;10,67
611114;dupont;;200254;Allumeur piezo réf 200254;ARISTON THERMO GROUP;UN;13,18;10,55
611115;dupont;;LA22LL00;Chaudière murale ISOSPLIT C28E production eau chaude micro- accumulée sortie cheminée 28KW BP;SAUNIER DUVAL;UN;1964;1473
611116;dupont;;LA22TN00;Chaudière murale ISOSPLIT C28E production eau chaude micro- accumulée sortie cheminée 28KW GN;SAUNIER DUVAL;UN;1964;1473
611117;dupont;;LC22LL00;Chaudière murale ISOSPLIT C35E production eau chaude micro- accumulée sortie chemimée 35KW BP;SAUNIER DUVAL;UN;2389;1791,76
611118;dupont;;LC22TN00;Chaudière murale ISOSPLIT C35E production eau chaude micro- accumulée sortie chemimée 35KW GN;SAUNIER DUVAL;UN;2389;1791,76
611119;dupont;;LE24TN00;Chaudière murale ISOSPLIT VMC C24EV production eau chaude micro- accumulée sortie cheminée 24KW GN;SAUNIER DUVAL;UN;1964;1473
611120;dupont;;A2012400;Module ISOFLOOR A2012400;SAUNIER DUVAL;UN;1179,75;884,82
611121;dupont;;A2013900;Thermostat ambiance 2ème zone2 ISOS PLIT;SAUNIER DUVAL;UN;188,98;141,74
611122;dupont;;A2015200;Sonde extérieure ISOSPLIT;SAUNIER DUVAL;UN;178,15;133,61
611123;dupont;;A2015500;Plaque de raccordement ISOSPLIT;SAUNIER DUVAL;UN;144,17;108,13
611124;dupont;;A2015900;Kit remplacement SD (THEMA C et F) par ISOSPLIT sans cadre;SAUNIER DUVAL;UN;50,1;37,57
611125;dupont;;A2016100;Kit de remplacement pour chaudière CHAFFOTEAUX et MAURY par ISOSPLIT sans cadre A2016100;SAUNIER DUVAL;UN;47,7;35,78
611126;dupont;;A2016200;Kit remplacement ELM par ISOSPLIT sans cadre;SAUNIER DUVAL;UN;128,3;96,23
611127;dupont;;A2016600;Cadre écarteur ISOSPLIT;SAUNIER DUVAL;UN;116,3;87,22
611128;dupont;;A2020200;Cadre écarteur pour THEMAPLUS;SAUNIER DUVAL;UN;124,2;93,16
611129;dupont;;1409010080;Dalle EUROPLOT PL75 R=0,75M² K/W 0,96 M² CSTBAT 1409010080;ROTH;UN;18,51;13,88
611130;dupont;;1409010082;Dalle EUROPLOT PL125 R=1,25M² K/W 0,96 M² CSTBAT 1409010082;ROTH;UN;22,47;16,86
611131;dupont;;1409040062;Adjuvant AD20 bidon 20 litres réf 1409040062;ROTH;UN;173,27;129,95
611132;dupont;;1409010103;Support dalle PS30 SE TBS 1025 x 525 x 33 mm  5m²;ROTH;UN;7,43;5,57
611133;dupont;;1409040156;Lamelle de conduction thermique 1000 x 100 mm;ROTH;UN;3,49;2,62
611134;dupont;;1409040157;Lamelle de conduction thermique 1000 x 200 mm;ROTH;UN;5,7;4,28
611135;dupont;;1409020301;Roth alu-laserflex 14 mm longueur de 100 ml réf 1409020301;ROTH;UN;168,8;126,6
611136;dupont;;1409020302;Roth alu-laserflex 14 mm longueur de 200 ml réf 1409020302;ROTH;UN;337,6;253,2
611137;dupont;;1409060135;Raccord Eurokonus à compression écrou libre 14 mm;ROTH;UN;5,09;3,82
611138;dupont;;1512246;Raccord à sertir femelle diamètre 20x27-20 1512246;OVENTROP;UN;7,4;5,55
611139;dupont;;1512446;Coude à sertir femelle diamètre 20x27-20x2,5 1512446;OVENTROP;UN;11,95;8,96
611140;dupont;;1517056;Raccord mural à sertir 90° modèle court diamètre 20x27-20    1517056;OVENTROP;UN;11,7;8,77
611141;dupont;;P322601;Receveur de douche à encastrer MATURA 90x90cm en grès extra-plat, blanc Réf P322601;PORCHER;UN;429;321,75
611142;dupont;;12200000000;Bonde ALLURE digiclic avec lanterne D68 haut 66mm laiton chromé sortie filetée 33 x 42 ref 12200000000;VALENTIN;UN;25,36;19,02
611143;dupont;;2311C;Cartouche de mitigeur de douche Réf : 2311C;DELABIE;UN;26,37;19,78
611144;dupont;;460245;Kit turbo-vax réf 460245;NEVAX;PI;261,11;169,73
611145;dupont;;800045;Poste de soudure à l'arc NEVAPLASMA 25K complet;NEVAX;PI;2478,98;1611,4
611146;dupont;;820043;Buse de protection NEVAPLASMA 20K 820043;NEVAX;PI;48,84;31,75
611147;dupont;;820044;Diffuseur NEVAPLASMA 20K     820044;NEVAX;PI;54,98;35,74
611148;dupont;;515100;FILJOINT fil d'étanchéité dévidoir de 100m réf 515100;GEB;UN;16,15;12,11
611149;dupont;;861033;Bouclier thermique longue durée 20x27 en sachet individuel réf 861033;GEB;UN;36,23;25,36
611150;dupont;;8821;ROBIFIX Femelle 15x21 raccord à sertir 12 réf 008821;GRIPP;UN;60,76;36,46
611151;dupont;;8820;ROBIFIX Femelle 15x21 raccord glissement 12 réf 008820;GRIPP;UN;60,76;36,46
611152;dupont;;8824;ROBIFIX Femelle 15x21 raccord glissement 16 réf 008824;GRIPP;UN;60,76;36,46
611153;dupont;;8825;ROBIFIX Femelle 15x21 raccord à sertir 16 réf 008825;GRIPP;UN;60,76;36,46
611154;dupont;;8830;ROBIFIX F 15x21 mono raccord à glissement 12 réf 008830;GRIPP;UN;38,53;23,12
611155;dupont;;8834;ROBIFIX F 15x21 mono raccord à glissement 16 réf 008834;GRIPP;UN;38,53;23,12
611156;dupont;;8831;ROBIFIX Femelle 15x21 mono raccord à sertir 12 réf 8831;GRIPP;UN;38,53;23,12
611157;dupont;;8835;ROBIFIX Femelle 15x21 mono raccord à sertir 16 réf 008835;GRIPP;UN;38,53;23,12
611158;dupont;;500236;Applique machine à laver MF 15x21 réf 500236;GRIPP;UN;10,37;6,22
611159;dupont;;A2020400;Plaque de remplacement ELM par THEM A/THEMAPLUS;SAUNIER DUVAL;UN;148,1;111,08
611160;dupont;;A2021600;Plaque de remplacement C&M par THEM A/THEMAPLUS;SAUNIER DUVAL;UN;148,1;111,08
611161;dupont;;A2021900;Plaque de remplacement avec flexibles réf A2021900;SAUNIER DUVAL;UN;279,8;209,86
611162;dupont;;A2022100;Plaque de remplacement VAILLANT par THEMA/THEMAPLUS/THEMATEK/THEMACLAS SIC;SAUNIER DUVAL;UN;148,1;111,08
611163;dupont;;TMC06-050-053;Radiateur VUELTA électrique 500w haut 600 larg 530 10 éléments avec thermostat sélecteur de mode blanc réf TMC06-050-053;ACOVA;UN;495,6;371,7
611164;dupont;;TMC06-075-062;Radiateur VUELTA électrique 750w haut 600 larg 622 12 éléments avec thermostat sélecteur de mode blanc réf TMC06-075-062;ACOVA;UN;587,5;440,63
611165;dupont;;TMC06-100-076;Radiateur VUELTA électrique 1000w haut 600 larg 760 15 éléments avec thermostat sélecteur de mode blanc réf TMC06-100-076;ACOVA;UN;641,9;481,43
611166;dupont;;TMC06-125-090;Radiateur VUELTA électrique 1250w haut 600 larg 898 18 éléments avec thermostat sélecteur de mode blanc réf TMC06-125-090;ACOVA;UN;760,6;570,45
611167;dupont;;TMC06-150-104;Radiateur VUELTA électrique 1500w haut 600 larg 1036 21 éléments avec thermostat sélecteur de mode blanc réf TMC06-150-104;ACOVA;UN;824,8;618,6
611168;dupont;;TMC06-200-131;Radiateur VUELTA électrique 2000w haut 600 larg 1312 27 éléments avec thermostat sélecteur de mode blanc réf TMC06-200-131;ACOVA;UN;1005,1;753,83
611169;dupont;;THX-075-150;Radiateur FASSANE électrique vertical 750w haut 1548 larg 370 5 éléments blanc réf THX-075-150;ACOVA;UN;706,1;529,58
611170;dupont;;THX-075-200;Radiateur FASSANE électrique vertical 750w haut 2048 larg 296 4 éléments blanc réf THX-075-200;ACOVA;UN;706,8;530,1
611171;dupont;;THX-100-200;Radiateur FASSANE électrique vertical 1000w haut 2048 larg 370 5 éléments blanc réf THX-100-200;ACOVA;UN;731,1;548,33
611172;dupont;;THX-125-200;Radiateur FASSANE électrique vertical 1250w haut 2048 larg 518 7 éléments blanc réf THX-125-200;ACOVA;UN;795,3;596,48
611173;dupont;;THX-150-200;Radiateur FASSANE électrique vertical 1500w haut 2048 larg 592 8 éléments blanc réf THX-150-200;ACOVA;UN;853,6;640,2
611174;dupont;;THX-200-200;Radiateur FASSANE électrique vertical 2000w haut 2048 larg 740 10 éléments blanc réf THX-200-200;ACOVA;UN;965,1;723,83
611175;dupont;;E1211-00;Lavabo ESCALE 65x52 blanc percé 1 trou prépercé 2 trous avec cache trop plein chromé E4061;JACOB DELAFON;UN;290;217,51
611176;dupont;;L310 FUORI 1 BIS;Vasque bol Diamètre 40 sans plage de robinet;ALTERNA;UN;78,66;59
611177;dupont;;L370-FUORI SCALA;Vasque bol PROGRESS D50;ALTERNA;UN;105,33;79
611178;dupont;;L540-FUORI BOX 50;Vasque QUADRA 50x48 cm;ALTERNA;UN;106,66;80
611179;dupont;;L636-FUORI CLASSE;Vasque QUADRA CLASSE 42x44;ALTERNA;UN;145,33;109
611180;dupont;;E1280-00;Plan vasque ESCALE semi encastré 102x36 51cm blanc autoportant percé 1 trou prépercé 2 trous avec cache;JACOB DELAFON;UN;583;437,26
