ID;FOURNISSEUR;FAMILLE;REFERENCE;DESIGNATION;MARQUE;PRIX AU;PRIX BASE;Prix Net 
82681;LECOUFLE;PLOMBERIE;2292;EVIER GRAND LARGE 110X50 CERAM.2CUVES CO;SELLES EXPO;1;514,35;381,00 €
82682;LECOUFLE;PLOMBERIE;2282;EVIER GRAND LARGE 2 CERAM.92X50 1,5CUVE;SELLES EXPO;1;481,95;357,00 €
82683;LECOUFLE;PLOMBERIE;3605;EVIER ORIGAN CERAM.98X52,5 1,5 CUVE COL;SELLES EXPO;1;523,80;388,00 €
82684;LECOUFLE;PLOMBERIE;5013;LAVE MAINS ATLANTIS BLANC 46X34,5CM;SELLES EXPO;1;329,40;244,00 €
82685;LECOUFLE;PLOMBERIE;5545;LAVE MAINS JAZZ BLANC 45X39CM;SELLES EXPO;1;124,20;92,00 €
82686;LECOUFLE;PLOMBERIE;5636;LAVE MAINS SEMI-ENCASTRE ROYAN 45X34CM;SELLES EXPO;1;122,85;91,00 €
82687;LECOUFLE;PLOMBERIE;5547;LAVE MAINS TOSCANE FONTAINE 46X37CM BLAN;SELLES EXPO;1;387,45;287,00 €
82688;LECOUFLE;PLOMBERIE;1657;OPTION SPOT CHROMATO;SELLES EXPO;1;599,40;444,00 €
82689;LECOUFLE;PLOMBERIE;4273;RECEVEUR DEDICACE A POSER 1200X800 BLC C;SELLES EXPO;1;772,20;572,00 €
82690;LECOUFLE;PLOMBERIE;4804C01;RECEVEUR ROYAN 90X90 BLANC CONTACT;SELLES EXPO;1;448,20;332,00 €
82691;LECOUFLE;PLOMBERIE;4816C01;RECEVEUR 1/4 DE ROND ROYAN XP 1000X1000B;SELLES EXPO;1;588,60;436,00 €
82692;LECOUFLE;PLOMBERIE;4814;RECEVEUR 1/4 DE ROND ROYAN XP 900X900 BL;SELLES EXPO;1;473,85;351,00 €
82693;LECOUFLE;PLOMBERIE;8720;SELLES-BOX JAZZ BLANC;SELLES EXPO;1;611,55;453,00 €
82694;LECOUFLE;PLOMBERIE;8390;SELLES-BOX ROYAN MINI BLANC;SELLES EXPO;1;523,80;388,00 €
82695;LECOUFLE;PLOMBERIE;8740;SELLES-BOX TOSCANE BLANC;SELLES EXPO;1;931,50;690,00 €
82696;LECOUFLE;PLOMBERIE;1654;SYSTEME BALNEO AQUACONFORT MIXTE;SELLES EXPO;1;4124,25;3 055,00 €
82697;LECOUFLE;PLOMBERIE;5397;VASQUE ROYAN BLANCHE 55X43  -5397;SELLES EXPO;1;155,25;115,00 €
82698;LECOUFLE;PLOMBERIE;W12P;BROYEUR ADAPTABLE WATERMATIC BLANC W12P;SETMA EUROPE;1;439,38;325,47 €
82699;LECOUFLE;PLOMBERIE;W30P/TD/00;BROYEUR MONOBLOC SANIJET  W30L;SETMA EUROPE;1;583,82;432,46 €
82700;LECOUFLE;PLOMBERIE;W30SP/TD/00;BROYEUR MONOBLOC W30SP RAC.LAVE MAINS;SETMA EUROPE;1;613,26;454,27 €
82701;LECOUFLE;PLOMBERIE;WATERCONDENS;POMPE CONDENSATS  -WATERCONDENS;SETMA EUROPE;1;99,09;73,40 €
82702;LECOUFLE;PLOMBERIE;WVD110S;POMPE DE RELEVAGE SANITAIRE   -VD110;SETMA EUROPE;1;450,27;333,53 €
82703;LECOUFLE;PLOMBERIE;;BAIGN. BALNEO KIETUDE L180+SYSTEME BIEN;SETMA EXPO;1;5298,75;3 925,00 €
82704;LECOUFLE;PLOMBERIE;1370001;SIPHON MAL ABS S/HORIZON TALE - 1370001;SFERACO;1;2,23;1,65 €
82705;LECOUFLE;PLOMBERIE;;GLACE SANITAIRE JPP 5MM 7002114 - 48X36;SGGS (SAINT GOBAIN GL'ASS SOLUTIONS;1;23,87;17,68 €
82706;LECOUFLE;PLOMBERIE;;GLACE SANITAIRE JPP 5MM 7002238 - 60X42;SGGS (SAINT GOBAIN GL'ASS SOLUTIONS;1;27,47;20,35 €
82707;LECOUFLE;PLOMBERIE;;JEU PATTES 880/8 LC 508-01-V;SGGS (SAINT GOBAIN GL'ASS SOLUTIONS;1;11,03;8,17 €
82708;LECOUFLE;PLOMBERIE;95 8201 01;ABATTANT BASIC ECO DOUBLE BLANC;SIAMP CEDAP;1;9,03;6,69 €
82709;LECOUFLE;PLOMBERIE;47 1051 10;ABATTANT DBLE OPIO THERMOPLASTIQUE BLANC;SIAMP CEDAP;1;23,91;17,71 €
82710;LECOUFLE;PLOMBERIE;48 7101 17;ABATTANT DOUBLE MONACO BLANC(SOUS FILM);SIAMP CEDAP;1;11,42;8,46 €
82711;LECOUFLE;PLOMBERIE;48 7102 17;ABATTANT DOUBLE MONACO NOIR (SOUS FILMS);SIAMP CEDAP;1;12,20;9,04 €
82712;LECOUFLE;PLOMBERIE;46 5151 20;ABATTANT ESTEREL BLANC REGLABLE;SIAMP CEDAP;1;61,57;45,61 €
82713;LECOUFLE;PLOMBERIE;95 8211 10;ABATTANT FERMETURE RALENTIE BLANC;SIAMP CEDAP;1;37,50;27,78 €
82714;LECOUFLE;PLOMBERIE;95 8221 10;ABATTANT THERMOPLASTIQ GENERATIONS BLANC;SIAMP CEDAP;1;41,58;30,80 €
82715;LECOUFLE;PLOMBERIE;31 2200 10;BATIS VERSO WC BCU 350 COMPLET D100;SIAMP CEDAP;1;176,55;130,78 €
82716;LECOUFLE;PLOMBERIE;34 2332 07;CLAPET D72 POUR MECANISME POUSSOIR;SIAMP CEDAP;1;2,21;1,64 €
82717;LECOUFLE;PLOMBERIE;34 0319 20;JOINT DE CUVETTE;SIAMP CEDAP;1;2,67;1,98 €
82718;LECOUFLE;PLOMBERIE;39 9550 11;MECANISME DOUBLE VOLUME 36A/95L;SIAMP CEDAP;1;40,12;29,72 €
82719;LECOUFLE;PLOMBERIE;36 9555 10;MECANISME POUSSOIR 22/95L;SIAMP CEDAP;1;28,62;21,20 €
82720;LECOUFLE;PLOMBERIE;32 3650 11;MECANISME SKIPPER 36A;SIAMP CEDAP;1;28,82;21,35 €
82721;LECOUFLE;PLOMBERIE;38 9550 10;MECANISME TIRETTE 42/95L;SIAMP CEDAP;1;22,40;16,59 €
82722;LECOUFLE;PLOMBERIE;38 9954 10;MECANISME+ROB ASP 43/99B TIRETTE ASPIRAMBO PORCH;SIAMP CEDAP;1;28,32;20,98 €
82723;LECOUFLE;PLOMBERIE;34 9513 07;MEMBRANE POUR ROBINET 95/99;SIAMP CEDAP;1;2,50;1,85 €
82724;LECOUFLE;PLOMBERIE;31 2261-10;PACK SIAMP WC BATI ABA PLA;SIAMP CEDAP;1;223,59;165,62 €
82725;LECOUFLE;PLOMBERIE;92 2555 10;PIPE ARTICULEE PA25/55;SIAMP CEDAP;1;23,94;17,73 €
82726;LECOUFLE;PLOMBERIE;31 5010 10;RESERVOIR ATTENANT RONDO DV;SIAMP CEDAP;1;65,88;48,80 €
82727;LECOUFLE;PLOMBERIE;31 5090 10;RESERVOIR HAUT RONDO H;SIAMP CEDAP;1;53,61;39,71 €
82728;LECOUFLE;PLOMBERIE;30 9900 10;ROBINET FLOTTEUR ALIM. VERTI. 99B;SIAMP CEDAP;1;15,69;11,62 €
82729;LECOUFLE;PLOMBERIE;30 9580 10;ROBINET FLOTTEUR ECO OD95L  -30 9580 10;SIAMP CEDAP;1;17,62;13,05 €
82730;LECOUFLE;PLOMBERIE;30 9500 10;ROBINET FLOTTEUR 95L;SIAMP CEDAP;1;12,78;9,47 €
82731;LECOUFLE;PLOMBERIE;;FIXE SCROLL ANGOLO TRANSP L90;TDA FRANCE SAS EXPO;1;969,30;718,00 €
82732;LECOUFLE;PLOMBERIE;;PORTE GAIA ANGOLO L120 CROMO;TDA FRANCE SAS EXPO;1;869,40;644,00 €
82733;LECOUFLE;PLOMBERIE;;PORTE GAIA ANGOLO L90 CROMO;TDA FRANCE SAS EXPO;1;768,15;569,00 €
82734;LECOUFLE;PLOMBERIE;;PORTE SCROLL ANGOLO TRANSP. L120 DX;TDA FRANCE SAS EXPO;1;2315,25;1 715,00 €
82735;LECOUFLE;PLOMBERIE;;PORTE TREND PORTA EN 90 ACIDATO BIANCO;TDA FRANCE SAS EXPO;1;1439,10;1 066,00 €
82736;LECOUFLE;PLOMBERIE;;PORTE 1/4 RD EN 90 EGO ARCO SX CHR/TRANSP.;TDA FRANCE SAS EXPO;1;1786,05;1 323,00 €
82737;LECOUFLE;PLOMBERIE;816536;RESISTANCE BLINDE 3000W-300/   -816536 *;TECHNIQUES PRODUITS SERVICES;1;136,16;100,86 €
82738;LECOUFLE;PLOMBERIE;MTS396117;RESISTANCE STEATITE D33 2000W S/LAMP;TECHNIQUES PRODUITS SERVICES;1;84,09;62,29 €
82739;LECOUFLE;PLOMBERIE;MTS691531;THERMOSTAT ARC L400 MXVM D75;TECHNIQUES PRODUITS SERVICES;1;51,77;38,35 €
82740;LECOUFLE;PLOMBERIE;MTS691524;THERMOSTAT EMBROCHABLE 150/200   -691524;TECHNIQUES PRODUITS SERVICES;1;51,79;38,36 €
82741;LECOUFLE;PLOMBERIE;MTS691523;THERMOSTAT EMBROCHABLE 50/75/100 -691523;TECHNIQUES PRODUITS SERVICES;1;51,25;37,96 €
82742;LECOUFLE;PLOMBERIE;MTS992162;THERMOSTAT TRI POUR 300L  -992162;TECHNIQUES PRODUITS SERVICES;1;64,98;48,13 €
82743;LECOUFLE;PLOMBERIE;;EVIER INOX 18/10 BAR1260-1200-1C 1E LV;TEKA;1;105,72;78,31 €
82744;LECOUFLE;PLOMBERIE;GS006;ENTONNOIR SIPHON 1''-GS006;THERMADOR;1;1,74;1,29 €
82745;LECOUFLE;PLOMBERIE;GS20C;GROUPE DE SECURITE COUDE 20X27 526GS20C;THERMADOR;1;33,67;24,94 €
82746;LECOUFLE;PLOMBERIE;GS;GROUPE DE SECURITE DROIT 20X27 GS98;THERMADOR;1;15,11;11,19 €
82747;LECOUFLE;PLOMBERIE;GSI;GROUPE DE SECURITE SIEGE INOX 3/4-GSI;THERMADOR;1;32,00;23,70 €
82748;LECOUFLE;PLOMBERIE;MIX204060;MIXCAL MELANG THERM 3/4'' MIX20 4060;THERMADOR;1;70,62;52,31 €
82749;LECOUFLE;PLOMBERIE;RICE;RACCORD DIELECTRIQUE M/F3/4 - RICE;THERMADOR;1;18,93;14,02 €
82750;LECOUFLE;PLOMBERIE;292031;CHAUFF EAU STABLE 300L STEATITE STANDARD;THERMOR PACIFIC;1;494,69;366,44 €
82751;LECOUFLE;PLOMBERIE;261025;CHAUFF EAU VM 100 STANDARD STEATITE;THERMOR PACIFIC;1;224,06;165,97 €
82752;LECOUFLE;PLOMBERIE;271047;CHAUFF EAU VM 150 STANDARD STEATITE;THERMOR PACIFIC;1;261,77;193,90 €
82753;LECOUFLE;PLOMBERIE;281042;CHAUFF EAU VM 200 STANDARD STEATITE;THERMOR PACIFIC;1;297,26;220,19 €
82754;LECOUFLE;PLOMBERIE;261069;CHAUFF EAU VM100L MONO ELECT ACI+COMPACT;THERMOR PACIFIC;1;291,15;215,67 €
82755;LECOUFLE;PLOMBERIE;271085;CHAUFF EAU VM150L MONO ELECT ACI+COMPACT;THERMOR PACIFIC;1;335,31;248,38 €
82756;LECOUFLE;PLOMBERIE;281079;CHAUFF EAU VM200L MONO ELECT ACI+COMPACT;THERMOR PACIFIC;1;379,47;281,09 €
82757;LECOUFLE;PLOMBERIE;281067;CHAUFFE EAU BLINDE VM MONO 200L;THERMOR PACIFIC;1;254,49;188,51 €
82758;LECOUFLE;PLOMBERIE;292039;CHAUFFE EAU BLINDE VS MONO 300L;THERMOR PACIFIC;1;397,43;294,39 €
82759;LECOUFLE;PLOMBERIE;261049;CHAUFFE EAU BLINDE 100L MONO       ˜EEE;THERMOR PACIFIC;1;192,21;142,38 €
82760;LECOUFLE;PLOMBERIE;271072;CHAUFFE EAU BLINDE 150L MONO        ˜EEE;THERMOR PACIFIC;1;226,33;167,65 €
82761;LECOUFLE;PLOMBERIE;292034;CHAUFFE EAU BLINDE 300L TC         ˜EEE;THERMOR PACIFIC;1;501,88;371,76 €
82762;LECOUFLE;PLOMBERIE;861125;CHAUFFE EAU PACIF BLINDE VM 100L MON˜EEE;THERMOR PACIFIC;1;210,26;155,75 €
82763;LECOUFLE;PLOMBERIE;871156;CHAUFFE EAU PACIF BLINDE VM150L MONO˜EEE;THERMOR PACIFIC;1;242,80;179,85 €
82764;LECOUFLE;PLOMBERIE;881152;CHAUFFE EAU PACIF BLINDE VM200L MONO˜EEE;THERMOR PACIFIC;1;272,42;201,79 €
82765;LECOUFLE;PLOMBERIE;892128;CHAUFFE EAU PACIF BLINDE VS 300L MON˜EEE;THERMOR PACIFIC;1;426,33;315,80 €
82766;LECOUFLE;PLOMBERIE;892123;CHAUFFE EAU PACIF BLINDE VS300L TC  ˜EEE;THERMOR PACIFIC;1;958,64;710,10 €
82767;LECOUFLE;PLOMBERIE;882083;CHAUFFE EAU PACIF STEAT .S/S250L MON˜EEE;THERMOR PACIFIC;1;506,37;375,09 €
82768;LECOUFLE;PLOMBERIE;892122;CHAUFFE EAU PACIF STEAT .S/S300L MON˜EEE;THERMOR PACIFIC;1;540,95;400,70 €
82769;LECOUFLE;PLOMBERIE;861132;CHAUFFE EAU PACIF STEAT VM100L MONO ˜EEE;THERMOR PACIFIC;1;245,00;181,48 €
82770;LECOUFLE;PLOMBERIE;871167;CHAUFFE EAU PACIF STEAT VM150L MONO ˜EEE;THERMOR PACIFIC;1;286,24;212,03 €
82771;LECOUFLE;PLOMBERIE;881162;CHAUFFE EAU PACIF STEAT VM200L MONO ˜EEE;THERMOR PACIFIC;1;325,05;240,78 €
82772;LECOUFLE;PLOMBERIE;872036;CHAUFFE EAU STABLE 150L ACI+ PACIFIC˜EEE;THERMOR PACIFIC;1;526,39;389,92 €
82773;LECOUFLE;PLOMBERIE;882081;CHAUFFE EAU STABLE 200L ACI+ PACIFIC˜EEE;THERMOR PACIFIC;1;592,61;438,97 €
82774;LECOUFLE;PLOMBERIE;882080;CHAUFFE EAU STABLE 250L ACI+ PACIFIC˜EEE;THERMOR PACIFIC;1;629,48;466,28 €
82775;LECOUFLE;PLOMBERIE;892125;CHAUFFE EAU STABLE 300L ACI+ PACIFIC˜EEE;THERMOR PACIFIC;1;667,17;494,20 €
82776;LECOUFLE;PLOMBERIE;263023;CHAUFFE EAU STEAT.ACI+THER HM 100LMO˜EEE;THERMOR PACIFIC;1;445,27;329,83 €
82777;LECOUFLE;PLOMBERIE;273024;CHAUFFE EAU STEAT.ACI+THER HM 150LMO˜EEE;THERMOR PACIFIC;1;540,32;400,24 €
82778;LECOUFLE;PLOMBERIE;283018;CHAUFFE EAU STEAT.ACI+THER HM 200LMO˜EEE;THERMOR PACIFIC;1;579,00;428,89 €
82779;LECOUFLE;PLOMBERIE;272013;CHAUFFE EAU STEAT.ACI+THER ST.150LMO˜EEE;THERMOR PACIFIC;1;516,38;382,50 €
82780;LECOUFLE;PLOMBERIE;282026;CHAUFFE EAU STEAT.ACI+THER ST.200LMO˜EEE;THERMOR PACIFIC;1;586,68;434,58 €
82781;LECOUFLE;PLOMBERIE;282027;CHAUFFE EAU STEAT.ACI+THER ST.250LMO;THERMOR PACIFIC;1;622,81;461,34 €
82782;LECOUFLE;PLOMBERIE;292040;CHAUFFE EAU STEAT.ACI+THER ST.300LMO˜EEE;THERMOR PACIFIC;1;639,91;474,01 €
82783;LECOUFLE;PLOMBERIE;261038;CHAUFFE EAU STEAT.ACI+THER VM100LMON˜EEE;THERMOR PACIFIC;1;293,72;217,57 €
82784;LECOUFLE;PLOMBERIE;271064;CHAUFFE EAU STEAT.ACI+THER VM150LMON˜EEE;THERMOR PACIFIC;1;337,23;249,80 €
82785;LECOUFLE;PLOMBERIE;281055;CHAUFFE EAU STEAT.ACI+THER VM200LMON˜EEE;THERMOR PACIFIC;1;379,47;281,09 €
82786;LECOUFLE;PLOMBERIE;241032;CHAUFFE EAU STEAT.ACI+THER VM50L MON˜EEE;THERMOR PACIFIC;1;283,77;210,20 €
82787;LECOUFLE;PLOMBERIE;251036;CHAUFFE EAU STEAT.ACI+THER VM75L MON˜EEE;THERMOR PACIFIC;1;303,32;224,68 €
82788;LECOUFLE;PLOMBERIE;861130;CHAUFFE EAU VM 100L ACI+ PACIFIC    ˜EEE;THERMOR PACIFIC;1;308,66;228,64 €
82789;LECOUFLE;PLOMBERIE;871168;CHAUFFE EAU VM 150L ACI+ PACIFIC    ˜EEE;THERMOR PACIFIC;1;354,35;262,48 €
82790;LECOUFLE;PLOMBERIE;881163;CHAUFFE EAU VM 200L ACI+ PACIFIC    ˜EEE;THERMOR PACIFIC;1;401,41;297,34 €
82791;LECOUFLE;PLOMBERIE;841127;CHAUFFE EAU VM 50L ACI+ PACIFIC     ˜EEE;THERMOR PACIFIC;1;283,07;209,68 €
82792;LECOUFLE;PLOMBERIE;851114;CHAUFFE EAU VM 75L ACI+ PACIFIC     ˜EEE;THERMOR PACIFIC;1;303,13;224,54 €
82793;LECOUFLE;PLOMBERIE;221074;CHAUFFE EAU 15L MONO SOUS EVIER     ˜EEE;THERMOR PACIFIC;1;197,34;146,18 €
82794;LECOUFLE;PLOMBERIE;221079;CHAUFFE EAU 15L MONO SUR EVIER      ˜EEE;THERMOR PACIFIC;1;193,17;143,09 €
82795;LECOUFLE;PLOMBERIE;231020;CHAUFFE EAU 30L MONO SUR EVIER      ˜EEE;THERMOR PACIFIC;1;232,00;171,85 €
82796;LECOUFLE;PLOMBERIE;871169;CHAUFFEAU DRAKKAR 150 L MONO ACI    ˜EEE;THERMOR PACIFIC;1;400,76;296,86 €
82797;LECOUFLE;PLOMBERIE;881164;CHAUFFEAU DRAKKAR 200 L MONO ACI    ˜EEE;THERMOR PACIFIC;1;445,82;330,24 €
82798;LECOUFLE;PLOMBERIE;881166;CHAUFFEAU DRAKKAR 250 L MONO ACI    ˜EEE;THERMOR PACIFIC;1;688,19;509,77 €
82799;LECOUFLE;PLOMBERIE;891000;CHAUFFEAU DRAKKAR 300 L MONO ACI    ˜EEE;THERMOR PACIFIC;1;714,14;528,99 €
82800;LECOUFLE;PLOMBERIE;800281;KIT TOUS COURANTS FACILITRI THERMOR;THERMOR PACIFIC;1;37,07;27,46 €
82801;LECOUFLE;PLOMBERIE;900190;PATTE DE TRANSFERT THERMOR ET PACIFIC;THERMOR PACIFIC;1;31,56;23,38 €
82802;LECOUFLE;PLOMBERIE;471321;SECHE SERVIET ELECT CORSAIRE 750W BL˜EEE;THERMOR PACIFIC;1;313,17;231,98 €
82803;LECOUFLE;PLOMBERIE;496171;SECHE SERVIETTE ELEC POEME 750W +1000W;THERMOR PACIFIC;1;846,54;627,07 €
82804;LECOUFLE;PLOMBERIE;800271;TREPIED DRAKKAR;THERMOR PACIFIC;1;56,12;41,57 €
82805;LECOUFLE;PLOMBERIE;800258;TREPIED STEATITE ACI+ PACIFIC 100 A 200L;THERMOR PACIFIC;1;33,47;24,79 €
82806;LECOUFLE;PLOMBERIE;800251;TREPIED STEATITE/BLINDE PACIFIC 50A200L;THERMOR PACIFIC;1;29,67;21,98 €
82807;LECOUFLE;PLOMBERIE;900353;TREPIED UNIVERSEL QUADRIPODE 50 A 200L;THERMOR PACIFIC;1;25,53;18,91 €
82808;LECOUFLE;PLOMBERIE;98820000000;ARTICULATION MURALE COMPLETE-9882000 00;VALENTIN SA;1;7,94;5,88 €
82809;LECOUFLE;PLOMBERIE;12380000000;BONDE A ECOULEMENT LIBRE DE 35 A 75;VALENTIN SA;1;27,19;20,14 €
82810;LECOUFLE;PLOMBERIE;57760000000;BONDE DE DOUCHE DIAM 90 CAP METAL;VALENTIN SA;1;16,43;12,17 €
82811;LECOUFLE;PLOMBERIE;57150000000;BONDE DOUCHE SIPHOIDE D120 CHROME SL D40;VALENTIN SA;1;14,88;11,02 €
82812;LECOUFLE;PLOMBERIE;55200000000;BONDE RECEVEUR 552000 S/V D90;VALENTIN SA;1;14,88;11,02 €
82813;LECOUFLE;PLOMBERIE;01010000001;BOUCHON LAVABO AVEC CHAINE 35X40;VALENTIN SA;1;4,78;3,54 €
82814;LECOUFLE;PLOMBERIE;01020000001;BOUCHON LAVABO AVEC CHAINE 40X45;VALENTIN SA;1;4,01;2,97 €
82815;LECOUFLE;PLOMBERIE;02810000501;BOUCHON LAVABO AVEC CHAINE 45X50;VALENTIN SA;1;4,01;2,97 €
82816;LECOUFLE;PLOMBERIE;02840000501;BOUCHON LAVABO AVEC CHAINE 52X55;VALENTIN SA;1;4,47;3,31 €
82817;LECOUFLE;PLOMBERIE;02850000501;BOUCHON LAVABO AVEC CHAINE 57X61;VALENTIN SA;1;4,64;3,44 €
82818;LECOUFLE;PLOMBERIE;98500000000;COLONNE EQUERRE 110CM 15X21;VALENTIN SA;1;25,62;18,98 €
82819;LECOUFLE;PLOMBERIE;50200000021;COMBINE ELLE ET LUI BAIN;VALENTIN SA;1;283,35;209,89 €
82820;LECOUFLE;PLOMBERIE;50180000000;COMBINE ELLE ET LUI CLASSIC;VALENTIN SA;1;143,63;106,39 €
82821;LECOUFLE;PLOMBERIE;66590000000;COMBINE ELLE ET LUI NOMADE;VALENTIN SA;1;435,93;322,91 €
82822;LECOUFLE;PLOMBERIE;91050000000;DOUCH.ORPHE CHR+FLEXIBL.1M50+SUP.ARTICUL;VALENTIN SA;1;15,54;11,51 €
82823;LECOUFLE;PLOMBERIE;90630000000;DOUCHETTE COBRA 1 JET CHROMEE;VALENTIN SA;1;7,60;5,63 €
82824;LECOUFLE;PLOMBERIE;82300000000;DOUCHETTE COBRA 2 JETS CHROMEE;VALENTIN SA;1;14,96;11,08 €
82825;LECOUFLE;PLOMBERIE;95260000000;DOUCHETTE COBRA 3 JETS CHROMEE;VALENTIN SA;1;24,49;18,14 €
82826;LECOUFLE;PLOMBERIE;94500000000;DOUCHETTE NEPTUNE 3 JETS CHROMEE;VALENTIN SA;1;41,11;30,45 €
82827;LECOUFLE;PLOMBERIE;90840000000;DOUCHETTE 2 JETS + FONCTION STOP;VALENTIN SA;1;14,00;10,37 €
82828;LECOUFLE;PLOMBERIE;81100009390;DOUILLE ECROU 40 POUR TUBE ANNELE EN 40;VALENTIN SA;1;5,08;3,76 €
82829;LECOUFLE;PLOMBERIE;81110009390;EMBOUT PVC SORTIE LISSE 40;VALENTIN SA;1;2,21;1,64 €
82830;LECOUFLE;PLOMBERIE;93340036000;ENS.TRAVIATA 3JETS+FLEXIB+SUPPORT 933400;VALENTIN SA;1;52,74;39,07 €
82831;LECOUFLE;PLOMBERIE;80330000000;ENSEMBLE MORGANE 3 JETS - 80330000000;VALENTIN SA;1;30,01;22,23 €
82832;LECOUFLE;PLOMBERIE;97520000000;ENSEMBLE MUTINE 2 -975200000;VALENTIN SA;1;26,30;19,48 €
82833;LECOUFLE;PLOMBERIE;79110000000;ENSEMBLE 3 JETS SUPER COBRA 3-791100000;VALENTIN SA;1;71,79;53,18 €
82834;LECOUFLE;PLOMBERIE;98790000000;FLEXIBL.DBLE AGRAF.1M50 1/2CONI.N.DEMONT;VALENTIN SA;1;10,92;8,09 €
82835;LECOUFLE;PLOMBERIE;98730000000;FLEXIBL.DBLE AGRAF.2M00 1/2CONI.N.DEMONT;VALENTIN SA;1;18,00;13,33 €
82836;LECOUFLE;PLOMBERIE;89360000000;FLEXIBLE DOUBLE AGRAFAGE DEMONTABLE 1M25;VALENTIN SA;1;13,49;9,99 €
82837;LECOUFLE;PLOMBERIE;60990000100;GAIN D'ESPACE LAVABO 33X42 - 60990000100;VALENTIN SA;1;4,19;3,10 €
82838;LECOUFLE;PLOMBERIE;91090000000;KIT COBRA 1 JET 1,25M AVEC SUPPORT;VALENTIN SA;1;16,13;11,95 €
82839;LECOUFLE;PLOMBERIE;91060000000;KIT COBRA 1 JET 1,50M AVEC SUPPORT HAUT;VALENTIN SA;1;19,13;14,17 €
82840;LECOUFLE;PLOMBERIE;98520000000;POMME DOUCHE 85MM -9852;VALENTIN SA;1;10,96;8,12 €
82841;LECOUFLE;PLOMBERIE;61070000100;SIPHON CONNECTIC DIAM.32 LAVABO  -61070000100;VALENTIN SA;1;2,12;1,57 €
82842;LECOUFLE;PLOMBERIE;75070000100;SIPHON CONNECTIC DIAM.40 EVIER  -75070000100;VALENTIN SA;1;2,24;1,66 €
82843;LECOUFLE;PLOMBERIE;90250000000;SUPPORT MURAL ABS -902500000;VALENTIN SA;1;4,19;3,10 €
82844;LECOUFLE;PLOMBERIE;810600931;TUBE ANNELE EN 40;VALENTIN SA;1;6,08;4,50 €
82845;LECOUFLE;PLOMBERIE;58200000000;VIDAGE BAIGNOIRE À CABLE;VALENTIN SA;1;19,98;14,80 €
82846;LECOUFLE;PLOMBERIE;52571;GROUPE DE SECURITE COUDE 20X27 INOX -52571;WATTS EUROTHERM;1;33,59;24,88 €
82847;LECOUFLE;PLOMBERIE;52570;GROUPE DE SECURITE DROIT SFR 3/4 INOX;WATTS EUROTHERM;1;24,71;18,30 €
82848;LECOUFLE;PLOMBERIE;52550;GROUPE DE SECURITE DROIT SFR 52550;WATTS EUROTHERM;1;12,53;9,28 €
82849;LECOUFLE;PLOMBERIE;54604;KIT SECURITE SFR - 54604;WATTS EUROTHERM;1;107,78;79,84 €
82850;LECOUFLE;PLOMBERIE;500BC-15;CLAPET BATTANT LAIT/CAOUT FF 15/21;ADG ROBINETTERIE;1;11,14;8,25 €
82851;LECOUFLE;PLOMBERIE;500BC-20;CLAPET BATTANT LAIT/CAOUT FF 20/27;ADG ROBINETTERIE;1;17,78;13,17 €
82852;LECOUFLE;PLOMBERIE;500BC-26;CLAPET BATTANT LAIT/CAOUT FF 26/34;ADG ROBINETTERIE;1;23,49;17,40 €
82853;LECOUFLE;PLOMBERIE;500BC-33;CLAPET BATTANT LAIT/CAOUT FF 33/42;ADG ROBINETTERIE;1;31,54;23,36 €
82854;LECOUFLE;PLOMBERIE;500BC-40;CLAPET BATTANT LAIT/CAOUT FF 40/49;ADG ROBINETTERIE;1;41,72;30,90 €
82855;LECOUFLE;PLOMBERIE;500BC-50;CLAPET BATTANT LAIT/CAOUT FF 50/60;ADG ROBINETTERIE;1;58,59;43,40 €
82856;LECOUFLE;PLOMBERIE;600I-15;FILTRE A TAMIS INOX FF 15/21 600I-15;ADG ROBINETTERIE;1;41,36;30,64 €
82857;LECOUFLE;PLOMBERIE;600I-20;FILTRE A TAMIS INOX FF 20/27 600I-20;ADG ROBINETTERIE;1;48,48;35,91 €
82858;LECOUFLE;PLOMBERIE;600I-26;FILTRE A TAMIS INOX FF 26/34 600I-26;ADG ROBINETTERIE;1;62,63;46,39 €
82859;LECOUFLE;PLOMBERIE;600I-33;FILTRE A TAMIS INOX FF 33/42 600I-33;ADG ROBINETTERIE;1;71,20;52,74 €
82860;LECOUFLE;PLOMBERIE;600I-40;FILTRE A TAMIS INOX FF 40/49 600I-40;ADG ROBINETTERIE;1;102,01;75,56 €
82861;LECOUFLE;PLOMBERIE;600I-50;FILTRE A TAMIS INOX FF 50/60 600I-50;ADG ROBINETTERIE;1;133,99;99,25 €
82862;LECOUFLE;PLOMBERIE;600-8;FILTRE A TAMIS LAITON FF  8/13 600-8;ADG ROBINETTERIE;1;5,82;4,31 €
82863;LECOUFLE;PLOMBERIE;600-12;FILTRE A TAMIS LAITON FF 12/17 600-12;ADG ROBINETTERIE;1;5,82;4,31 €
82864;LECOUFLE;PLOMBERIE;600-15;FILTRE A TAMIS LAITON FF 15/21 600-15;ADG ROBINETTERIE;1;5,82;4,31 €
82865;LECOUFLE;PLOMBERIE;600-20;FILTRE A TAMIS LAITON FF 20/27 600-20;ADG ROBINETTERIE;1;8,09;5,99 €
