ID;FOURNISSEUR;FAMILLE;REFERENCE;DESIGNATION;MARQUE;PRIX AU;PRIX BASE;Prix Net 
80000;LECOUFLE;PLOMBERIE;3549210025771;COLLE PVC GEL 125ML OPSIAL ALIMENTAIRE;BOSTIK SA;1;9,03;6,69 €
80001;LECOUFLE;PLOMBERIE;3549210025764;COLLE PVC QUAL ALIM. OPTIAL 250ML-020382;BOSTIK SA;1;13,78;10,21 €
80002;LECOUFLE;PLOMBERIE;3549210025740;COLLE PVC QUAL ALIMENT BTE 1L OPSIAL;BOSTIK SA;1;32,54;24,10 €
80003;LECOUFLE;PLOMBERIE;3549210021339;DECAPANT PVC 1 LITRE OPSIAL;BOSTIK SA;1;26,99;19,99 €
80004;LECOUFLE;PLOMBERIE;171200;MANCHON REPARATION ISI101 20X20;C.G.A.  (RAUFOSS);1;15,13;11,21 €
80005;LECOUFLE;PLOMBERIE;60102540;GRILLAGE AVERT 100X30 BLEU;ETS COURANT SA;1;13,05;9,67 €
80006;LECOUFLE;PLOMBERIE;60142540;GRILLAGE AVERT 100X30 JAUNE;ETS COURANT SA;1;13,05;9,67 €
80007;LECOUFLE;PLOMBERIE;60162540;GRILLAGE AVERT 100X30 MARRON;ETS COURANT SA;1;13,05;9,67 €
80008;LECOUFLE;PLOMBERIE;60062540;GRILLAGE AVERT 100X30 ROUGE;ETS COURANT SA;1;13,05;9,67 €
80009;LECOUFLE;PLOMBERIE;60082540;GRILLAGE AVERT 100X30 VERT;ETS COURANT SA;1;13,05;9,67 €
80010;LECOUFLE;PLOMBERIE;66125324;GRILLAGE BALISAGE 1,00M STD   190G ORANGE;ETS COURANT SA;1;40,58;30,06 €
80011;LECOUFLE;PLOMBERIE;CIV16;BOUCHON A COLLER F CIV 16;GLYNWED;1;0,96;0,71 €
80012;LECOUFLE;PLOMBERIE;CIV20;BOUCHON A COLLER F CIV 20;GLYNWED;1;0,51;0,38 €
80013;LECOUFLE;PLOMBERIE;CIV25;BOUCHON A COLLER F CIV 25;GLYNWED;1;0,70;0,52 €
80014;LECOUFLE;PLOMBERIE;CIV32;BOUCHON A COLLER F CIV 32;GLYNWED;1;1,00;0,74 €
80015;LECOUFLE;PLOMBERIE;CIV40;BOUCHON A COLLER F CIV 40;GLYNWED;1;1,32;0,98 €
80016;LECOUFLE;PLOMBERIE;CIV50;BOUCHON A COLLER F CIV 50;GLYNWED;1;1,65;1,22 €
80017;LECOUFLE;PLOMBERIE;CIV63;BOUCHON A COLLER F CIV 63;GLYNWED;1;2,38;1,76 €
80018;LECOUFLE;PLOMBERIE;ODV63;BRIDE D63 REF.ODV;GLYNWED;1;6,78;5,02 €
80019;LECOUFLE;PLOMBERIE;SEA125;COLLE PVC 125ML REF.MKS125;GLYNWED;1;6,17;4,57 €
80020;LECOUFLE;PLOMBERIE;QRV63;COLLET A JOINT 63 REF.QRV;GLYNWED;1;4,27;3,16 €
80021;LECOUFLE;PLOMBERIE;HCK167;COLLIER MONOCLIP-HCK 16/7;GLYNWED;1;1,96;1,45 €
80022;LECOUFLE;PLOMBERIE;HCK257;COLLIER MONOCLIP-HCK 25/7;GLYNWED;1;2,15;1,59 €
80023;LECOUFLE;PLOMBERIE;HCKC327;COLLIER MONOCLIP-HCK 32/7;GLYNWED;1;3,47;2,57 €
80024;LECOUFLE;PLOMBERIE;ZGFP632;COUDE FEMELLE A VISSER ZGFP 63X2;GLYNWED;1;12,51;9,27 €
80025;LECOUFLE;PLOMBERIE;ZGMP201/2;COUDE FILETE MALE ZGMP 20X1/2;GLYNWED;1;2,38;1,76 €
80026;LECOUFLE;PLOMBERIE;ZGMP253/4;COUDE FILETE MALE ZGMP 25X3/4;GLYNWED;1;2,94;2,18 €
80027;LECOUFLE;PLOMBERIE;ZGMP321;COUDE FILETE MALE ZGMP 32X1;GLYNWED;1;3,62;2,68 €
80028;LECOUFLE;PLOMBERIE;ZGMP4011/4;COUDE FILETE MALE ZGMP 40X11/4;GLYNWED;1;5,67;4,20 €
80029;LECOUFLE;PLOMBERIE;ZGMP632;COUDE MALE A VISSER ZGMP 63X2;GLYNWED;1;11,37;8,42 €
80030;LECOUFLE;PLOMBERIE;HIV20;COUDE SIMPLE FF45° HIV 20;GLYNWED;1;0,99;0,73 €
80031;LECOUFLE;PLOMBERIE;HIV25;COUDE SIMPLE FF45° HIV 25;GLYNWED;1;0,86;0,64 €
80032;LECOUFLE;PLOMBERIE;HIV32;COUDE SIMPLE FF45° HIV 32;GLYNWED;1;0,96;0,71 €
80033;LECOUFLE;PLOMBERIE;HIV40;COUDE SIMPLE FF45° HIV 40;GLYNWED;1;1,50;1,11 €
80034;LECOUFLE;PLOMBERIE;HIV50;COUDE SIMPLE FF45° HIV 50;GLYNWED;1;1,27;0,94 €
80035;LECOUFLE;PLOMBERIE;HIV63;COUDE SIMPLE FF45° HIV 63;GLYNWED;1;2,47;1,83 €
80036;LECOUFLE;PLOMBERIE;GIV20;COUDE SIMPLE FF90° GIV 20;GLYNWED;1;0,58;0,43 €
80037;LECOUFLE;PLOMBERIE;GIV25;COUDE SIMPLE FF90° GIV 25;GLYNWED;1;0,59;0,44 €
80038;LECOUFLE;PLOMBERIE;GIV32;COUDE SIMPLE FF90° GIV 32;GLYNWED;1;0,86;0,64 €
80039;LECOUFLE;PLOMBERIE;GIV40;COUDE SIMPLE FF90° GIV 40;GLYNWED;1;1,23;0,91 €
80040;LECOUFLE;PLOMBERIE;GIV50;COUDE SIMPLE FF90° GIV 50;GLYNWED;1;1,26;0,93 €
80041;LECOUFLE;PLOMBERIE;GIV63;COUDE SIMPLE FF90° GIV 63;GLYNWED;1;2,34;1,73 €
80042;LECOUFLE;PLOMBERIE;GIV90;COUDE SIMPLE FF90° GIV 90;GLYNWED;1;9,05;6,70 €
80043;LECOUFLE;PLOMBERIE;GIV110;COUDE SIMPLE FF90° GIV110;GLYNWED;1;14,20;10,52 €
80044;LECOUFLE;PLOMBERIE;ZGFP201/2;COUDE TARAUDE FEMELLE ZGFP 20X1/2;GLYNWED;1;2,42;1,79 €
80045;LECOUFLE;PLOMBERIE;ZGFP253/4;COUDE TARAUDE FEMELLE ZGFP 25X3/4;GLYNWED;1;3,04;2,25 €
80046;LECOUFLE;PLOMBERIE;ZGFP321;COUDE TARAUDE FEMELLE ZGFP 32X1;GLYNWED;1;3,86;2,86 €
80047;LECOUFLE;PLOMBERIE;ZGFP4011/4;COUDE TARAUDE FEMELLE ZGFP 40X11/4;GLYNWED;1;7,10;5,26 €
80048;LECOUFLE;PLOMBERIE;ZGP20;COUDE 90 PL ZGP  20X20;GLYNWED;1;2,74;2,03 €
80049;LECOUFLE;PLOMBERIE;ZGP25;COUDE 90 PL ZGP  25X25;GLYNWED;1;3,40;2,52 €
80050;LECOUFLE;PLOMBERIE;ZGP32;COUDE 90 PL ZGP  32X32;GLYNWED;1;4,19;3,10 €
80051;LECOUFLE;PLOMBERIE;ZGP40;COUDE 90 PL ZGP  40X40;GLYNWED;1;7,52;5,57 €
80052;LECOUFLE;PLOMBERIE;ZGP50;COUDE 90 PL ZGP  50X50;GLYNWED;1;10,03;7,43 €
80053;LECOUFLE;PLOMBERIE;ZGP63;COUDE 90° ZGP D63;GLYNWED;1;14,93;11,06 €
80054;LECOUFLE;PLOMBERIE;AIV20;DOUILLE CANNELEE AIV 20;GLYNWED;1;1,12;0,83 €
80055;LECOUFLE;PLOMBERIE;AIV25;DOUILLE CANNELEE AIV 25;GLYNWED;1;1,38;1,02 €
80056;LECOUFLE;PLOMBERIE;AIV32;DOUILLE CANNELEE AIV 32;GLYNWED;1;1,58;1,17 €
80057;LECOUFLE;PLOMBERIE;AIV40;DOUILLE CANNELEE AIV 40;GLYNWED;1;2,00;1,48 €
80058;LECOUFLE;PLOMBERIE;AIV50;DOUILLE CANNELEE AIV 50;GLYNWED;1;4,19;3,10 €
80059;LECOUFLE;PLOMBERIE;AIV63;DOUILLE CANNELEE AIV 63;GLYNWED;1;5,51;4,08 €
80060;LECOUFLE;PLOMBERIE;AFV63;EMBOUT CANNELE PRES AFV63;GLYNWED;1;4,85;3,59 €
80061;LECOUFLE;PLOMBERIE;KIFV163/8;EMBOUT F/M KIFV12/16 F3/8;GLYNWED;1;1,20;0,89 €
80062;LECOUFLE;PLOMBERIE;KIFV201/2;EMBOUT F/M KIFV16/20 F1/2;GLYNWED;1;1,27;0,94 €
80063;LECOUFLE;PLOMBERIE;KIFV20;EMBOUT F/M KIFV16/20-3/8;GLYNWED;1;1,24;0,92 €
80064;LECOUFLE;PLOMBERIE;KIFV253/4;EMBOUT F/M KIFV20/25 3/4;GLYNWED;1;1,24;0,92 €
80065;LECOUFLE;PLOMBERIE;KIFV25;EMBOUT F/M KIFV20/25-1/2;GLYNWED;1;0,76;0,56 €
80066;LECOUFLE;PLOMBERIE;KIFV321;EMBOUT F/M KIFV25/32 1'';GLYNWED;1;1,54;1,14 €
80067;LECOUFLE;PLOMBERIE;KIFV32;EMBOUT F/M KIFV25/32-3/4;GLYNWED;1;0,78;0,58 €
80068;LECOUFLE;PLOMBERIE;KIFV4011/4;EMBOUT F/M KIFV32/40 1''1/4;GLYNWED;1;2,03;1,50 €
80069;LECOUFLE;PLOMBERIE;KIFV40;EMBOUT F/M KIFV32/40-1'';GLYNWED;1;0,99;0,73 €
80070;LECOUFLE;PLOMBERIE;KIFV5011/2;EMBOUT F/M KIFV40/50 1''1/2;GLYNWED;1;2,47;1,83 €
80071;LECOUFLE;PLOMBERIE;KIFV50;EMBOUT F/M KIFV40/50-1''1/4;GLYNWED;1;1,53;1,13 €
80072;LECOUFLE;PLOMBERIE;KIFV632;EMBOUT F/M KIFV50/63 F2'';GLYNWED;1;1,86;1,38 €
80073;LECOUFLE;PLOMBERIE;KIFV63;EMBOUT F/M KIFV50/63-1''1/2;GLYNWED;1;1,66;1,23 €
80074;LECOUFLE;PLOMBERIE;KIFV75;EMBOUT F/M KIFV63/75-2'';GLYNWED;1;2,61;1,93 €
80075;LECOUFLE;PLOMBERIE;NFV1/2;MAMELON DOUBLE NFV20 1/2;GLYNWED;1;1,27;0,94 €
80076;LECOUFLE;PLOMBERIE;NFV1;MAMELON DOUBLE NFV32 1'';GLYNWED;1;1,82;1,35 €
80077;LECOUFLE;PLOMBERIE;NFV11/4;MAMELON DOUBLE NFV40 1'1/4;GLYNWED;1;2,51;1,86 €
80078;LECOUFLE;PLOMBERIE;NFV11/2;MAMELON DOUBLE NFV50 1'1/2;GLYNWED;1;3,35;2,48 €
80079;LECOUFLE;PLOMBERIE;NFV2;MAMELON DOUBLE NFV63 2'';GLYNWED;1;4,71;3,49 €
80080;LECOUFLE;PLOMBERIE;MIV20;MANCHON COLLER F MIV  20;GLYNWED;1;0,59;0,44 €
80081;LECOUFLE;PLOMBERIE;MIV25;MANCHON COLLER F MIV  25;GLYNWED;1;0,54;0,40 €
80082;LECOUFLE;PLOMBERIE;MIV32;MANCHON COLLER F MIV  32;GLYNWED;1;0,63;0,47 €
80083;LECOUFLE;PLOMBERIE;MIV40;MANCHON COLLER F MIV  40;GLYNWED;1;0,90;0,67 €
80084;LECOUFLE;PLOMBERIE;MIV50;MANCHON COLLER F MIV  50;GLYNWED;1;1,09;0,81 €
80085;LECOUFLE;PLOMBERIE;MIV63;MANCHON COLLER F MIV  63;GLYNWED;1;1,86;1,38 €
80086;LECOUFLE;PLOMBERIE;MIV90;MANCHON COLLER F MIV  90;GLYNWED;1;5,09;3,77 €
80087;LECOUFLE;PLOMBERIE;ZBP63;MANCHON DROIT ZBP D63;GLYNWED;1;14,67;10,87 €
80088;LECOUFLE;PLOMBERIE;MIMV16;MANCHON MIXTE MIMV16;GLYNWED;1;2,00;1,48 €
80089;LECOUFLE;PLOMBERIE;MIMV20;MANCHON MIXTE MIMV20;GLYNWED;1;2,04;1,51 €
80090;LECOUFLE;PLOMBERIE;MIMV25;MANCHON MIXTE MIMV25;GLYNWED;1;2,39;1,77 €
80091;LECOUFLE;PLOMBERIE;MIMV32;MANCHON MIXTE MIMV32;GLYNWED;1;2,28;1,69 €
80092;LECOUFLE;PLOMBERIE;MIMV40;MANCHON MIXTE MIMV40;GLYNWED;1;2,75;2,04 €
80093;LECOUFLE;PLOMBERIE;MIMV50;MANCHON MIXTE MIMV50;GLYNWED;1;4,78;3,54 €
80094;LECOUFLE;PLOMBERIE;ZBP20;MANCHON PLASS ZBP  20X20;GLYNWED;1;2,52;1,87 €
80095;LECOUFLE;PLOMBERIE;ZBP25;MANCHON PLASS ZBP  25X25;GLYNWED;1;3,19;2,36 €
80096;LECOUFLE;PLOMBERIE;ZBP32;MANCHON PLASS ZBP  32X32;GLYNWED;1;3,98;2,95 €
80097;LECOUFLE;PLOMBERIE;ZBP40;MANCHON PLASS ZBP  40X40;GLYNWED;1;7,29;5,40 €
80098;LECOUFLE;PLOMBERIE;ZBP50;MANCHON PLASS ZBP  50X50;GLYNWED;1;10,29;7,62 €
80099;LECOUFLE;PLOMBERIE;BIRV50;MANCHON UNION PRES-BIRV50;GLYNWED;1;4,20;3,11 €
80100;LECOUFLE;PLOMBERIE;ZFP201/2;RACCORD FEMELLE PL ZFP 20X1/2;GLYNWED;1;1,66;1,23 €
80101;LECOUFLE;PLOMBERIE;ZFP253/4;RACCORD FEMELLE PL ZFP 25X3/4;GLYNWED;1;2,00;1,48 €
80102;LECOUFLE;PLOMBERIE;ZFP321;RACCORD FEMELLE PL ZFP 32X1'';GLYNWED;1;2,51;1,86 €
80103;LECOUFLE;PLOMBERIE;ZFP4011/4;RACCORD FEMELLE PL ZFP 40X11/4;GLYNWED;1;4,31;3,19 €
80104;LECOUFLE;PLOMBERIE;ZFP5011/2;RACCORD FEMELLE PL ZFP 50X11/2;GLYNWED;1;6,17;4,57 €
80105;LECOUFLE;PLOMBERIE;ZFP632;RACCORD FEMELLE ZFP D63X2;GLYNWED;1;9,29;6,88 €
80106;LECOUFLE;PLOMBERIE;ZMP201/2;RACCORD MALE PL ZMP 20X1/2;GLYNWED;1;1,63;1,21 €
80107;LECOUFLE;PLOMBERIE;ZMP253/4;RACCORD MALE PL ZMP 25X3/4;GLYNWED;1;1,93;1,43 €
80108;LECOUFLE;PLOMBERIE;ZMP321;RACCORD MALE PL ZMP 32X1'';GLYNWED;1;2,48;1,84 €
80109;LECOUFLE;PLOMBERIE;ZMP4011/4;RACCORD MALE PL ZMP 40X11/4;GLYNWED;1;4,23;3,13 €
80110;LECOUFLE;PLOMBERIE;ZMP5011/2;RACCORD MALE PL ZMP 50X11/2;GLYNWED;1;6,02;4,46 €
80111;LECOUFLE;PLOMBERIE;ZMP632;RACCORD MALE ZMP D63X2;GLYNWED;1;9,14;6,77 €
80112;LECOUFLE;PLOMBERIE;DIMV6311/2;REDUCTION MALE  63X11/2;GLYNWED;1;6,32;4,68 €
80113;LECOUFLE;PLOMBERIE;DIV4032;REDUCTION SIMPLE  MF DIV40X32;GLYNWED;1;0,93;0,69 €
80114;LECOUFLE;PLOMBERIE;DIV5040;REDUCTION SIMPLE  MF DIV50X40;GLYNWED;1;0,66;0,49 €
80115;LECOUFLE;PLOMBERIE;DIV2520;REDUCTION SIMPLE MF DIV25-20;GLYNWED;1;0,46;0,34 €
80116;LECOUFLE;PLOMBERIE;DIV3225;REDUCTION SIMPLE MF DIV32-25;GLYNWED;1;0,61;0,45 €
80117;LECOUFLE;PLOMBERIE;DIV4025;REDUCTION SIMPLE MF DIV40-25;GLYNWED;1;1,39;1,03 €
80118;LECOUFLE;PLOMBERIE;DIV5025;REDUCTION SIMPLE MF DIV50-25;GLYNWED;1;1,78;1,32 €
80119;LECOUFLE;PLOMBERIE;DIV6340;REDUCTION SIMPLE MF DIV63;GLYNWED;1;2,25;1,67 €
80120;LECOUFLE;PLOMBERIE;VEEIV20;ROBINET BILLE VEIV20 A COLLER;GLYNWED;1;8,55;6,33 €
80121;LECOUFLE;PLOMBERIE;VEEIV25;ROBINET BILLE VEIV25 A COLLER;GLYNWED;1;9,17;6,79 €
80122;LECOUFLE;PLOMBERIE;VEEIV32;ROBINET BILLE VEIV32 A COLLER;GLYNWED;1;8,02;5,94 €
80123;LECOUFLE;PLOMBERIE;VEEIV40;ROBINET BILLE VEIV40 A COLLER;GLYNWED;1;14,42;10,68 €
80124;LECOUFLE;PLOMBERIE;VEEIV50;ROBINET BILLE VEIV50 A COLLER;GLYNWED;1;10,68;7,91 €
80125;LECOUFLE;PLOMBERIE;VEEIV63;ROBINET BILLE VEIV63 A COLLER;GLYNWED;1;14,76;10,93 €
80126;LECOUFLE;PLOMBERIE;ZTFP321;TE RED DERIVAT.90°TARAUDEE 32X1X32 ZTFP;GLYNWED;1;5,48;4,06 €
80127;LECOUFLE;PLOMBERIE;ZTFP253/4;TE RED DERIVAT90°TARAUDEE 25X3/4X25ZTPF;GLYNWED;1;4,40;3,26 €
80128;LECOUFLE;PLOMBERIE;TRIV3220;TE REDUIT FF90° TRIV 32/20;GLYNWED;1;2,05;1,52 €
80129;LECOUFLE;PLOMBERIE;TRIV3225;TE REDUIT FF90° TRIV 32/25;GLYNWED;1;2,05;1,52 €
80130;LECOUFLE;PLOMBERIE;TRIV4025;TE REDUIT FF90° TRIV 40/25;GLYNWED;1;3,05;2,26 €
80131;LECOUFLE;PLOMBERIE;TIV16;TE SIMPLE FF90° TIV  16;GLYNWED;1;1,01;0,75 €
80132;LECOUFLE;PLOMBERIE;TIV20;TE SIMPLE FF90° TIV  20;GLYNWED;1;0,88;0,65 €
80133;LECOUFLE;PLOMBERIE;TIV25;TE SIMPLE FF90° TIV  25;GLYNWED;1;0,82;0,61 €
80134;LECOUFLE;PLOMBERIE;TIV32;TE SIMPLE FF90° TIV  32;GLYNWED;1;1,07;0,79 €
80135;LECOUFLE;PLOMBERIE;TIV40;TE SIMPLE FF90° TIV  40;GLYNWED;1;1,61;1,19 €
80136;LECOUFLE;PLOMBERIE;TIV50;TE SIMPLE FF90° TIV  50;GLYNWED;1;1,92;1,42 €
80137;LECOUFLE;PLOMBERIE;TIV63;TE SIMPLE FF90° TIV  63;GLYNWED;1;3,05;2,26 €
80138;LECOUFLE;PLOMBERIE;TIV75;TE SIMPLE FF90° TIV  75;GLYNWED;1;7,14;5,29 €
80139;LECOUFLE;PLOMBERIE;;TE ZTP D63;GLYNWED;1;18,25;13,52 €
80140;LECOUFLE;PLOMBERIE;ZTRP2520;TE 90 RED ZTRP 25X20X25;GLYNWED;1;5,60;4,15 €
80141;LECOUFLE;PLOMBERIE;ZTRP3225;TE 90 RED ZTRP 32X25X32;GLYNWED;1;7,47;5,53 €
80142;LECOUFLE;PLOMBERIE;ZTP20;TE 90° PL ZTP 20X20X20;GLYNWED;1;4,00;2,96 €
80143;LECOUFLE;PLOMBERIE;ZTP25;TE 90° PL ZTP 25X25X25;GLYNWED;1;5,08;3,76 €
80144;LECOUFLE;PLOMBERIE;ZTP32;TE 90° PL ZTP 32X32X32;GLYNWED;1;6,75;5,00 €
80145;LECOUFLE;PLOMBERIE;ZTP40;TE 90° PL ZTP 40X40X40;GLYNWED;1;11,15;8,26 €
80146;LECOUFLE;PLOMBERIE;ZTP50;TE 90° PL ZTP 50X50X50;GLYNWED;1;14,84;10,99 €
80147;LECOUFLE;PLOMBERIE;BIV16;UNION 3 PIECES FF A/J BIV 16;GLYNWED;1;2,61;1,93 €
80148;LECOUFLE;PLOMBERIE;BIV20;UNION 3 PIECES FF A/J BIV 20;GLYNWED;1;3,13;2,32 €
80149;LECOUFLE;PLOMBERIE;BIV25;UNION 3 PIECES FF A/J BIV 25;GLYNWED;1;2,07;1,53 €
80150;LECOUFLE;PLOMBERIE;BIV32;UNION 3 PIECES FF A/J BIV 32;GLYNWED;1;2,63;1,95 €
80151;LECOUFLE;PLOMBERIE;BIV40;UNION 3 PIECES FF A/J BIV 40;GLYNWED;1;3,46;2,56 €
80152;LECOUFLE;PLOMBERIE;BIV63;UNION 3 PIECES FF A/J BIV 63;GLYNWED;1;5,62;4,16 €
80153;LECOUFLE;PLOMBERIE;12222306;UNION 3 PIECES 12222/F20 F1/2;GLYNWED;1;7,52;5,57 €
80154;LECOUFLE;PLOMBERIE;12222307;UNION 3 PIECES 12222/F25 F3/4;GLYNWED;1;7,76;5,75 €
80155;LECOUFLE;PLOMBERIE;12222308;UNION 3 PIECES 12222/F32 F1'';GLYNWED;1;9,32;6,90 €
80156;LECOUFLE;PLOMBERIE;12222310;UNION 3 PIECES 12222/F50 F1''1/2;GLYNWED;1;17,28;12,80 €
80157;LECOUFLE;PLOMBERIE;12222311;UNION 3 PIECES 12222/F63 F2'';GLYNWED;1;27,45;20,33 €
80158;LECOUFLE;PLOMBERIE;12223306;UNION 3P MIXTE 12223/F20;GLYNWED;1;11,45;8,48 €
80159;LECOUFLE;PLOMBERIE;12223307;UNION 3P MIXTE 12223/F25;GLYNWED;1;11,02;8,16 €
80160;LECOUFLE;PLOMBERIE;12223310;UNION 3P MIXTE 12223/F50;GLYNWED;1;25,03;18,54 €
80161;LECOUFLE;PLOMBERIE;6302437;COLLE GRIFFON T88 BIDON DE 100ML;GRIFFON;1;6,08;4,50 €
80162;LECOUFLE;PLOMBERIE;6302443;COLLE GRIFFON T88 BIDON DE 1000ML;GRIFFON;1;31,10;23,04 €
80163;LECOUFLE;PLOMBERIE;6302439;COLLE GRIFFON T88 BIDON DE 250ML;GRIFFON;1;9,09;6,73 €
80164;LECOUFLE;PLOMBERIE;6302441;COLLE GRIFFON T88 BIDON DE 500ML;GRIFFON;1;17,83;13,21 €
80165;LECOUFLE;PLOMBERIE;6302452;COLLE PVC GEL 125ML-102094;GRIFFON;1;4,02;2,98 €
80166;LECOUFLE;PLOMBERIE;101000500;DRAIN AGRICOLE D100 R50M;HEGLER;1;1,32;0,98 €
80167;LECOUFLE;PLOMBERIE;520131000;GAINE ICO3-N13-19,1EXT;HEGLER;1;0,20;0,15 €
80168;LECOUFLE;PLOMBERIE;520161000;GAINE ICO3-N16-D21,1EXT;HEGLER;1;0,24;0,18 €
80169;LECOUFLE;PLOMBERIE;520191000;GAINE ICO3-N19-D23,2EXT;HEGLER;1;0,28;0,21 €
80170;LECOUFLE;PLOMBERIE;520291000;GAINE ICO3-N29-D35,4EXT;HEGLER;1;0,62;0,46 €
80171;LECOUFLE;PLOMBERIE;45161000S;GAINE ICTA 3422 GRIS D16;HEGLER;1;0,24;0,18 €
80172;LECOUFLE;PLOMBERIE;45201000S;GAINE ICTA 3422 GRIS D20;HEGLER;1;0,24;0,18 €
80173;LECOUFLE;PLOMBERIE;453205005;GAINE ICTA 3422 GRIS D32;HEGLER;1;0,78;0,58 €
80174;LECOUFLE;PLOMBERIE;45500250S;GAINE ICTA 3422 NOIR D50;HEGLER;1;3,05;2,26 €
80175;LECOUFLE;PLOMBERIE;520231000;GAINE IC03-N23-D28,9EXT;HEGLER;1;0,43;0,32 €
80176;LECOUFLE;PLOMBERIE;34063504;GAINE TPC 10AN/LIS R.50M 63 BLEU;HEGLER;1;1,04;0,77 €
80177;LECOUFLE;PLOMBERIE;340400252;GAINE TPC 10AN/LIS-R25M-40 VERT;HEGLER;1;0,62;0,46 €
80178;LECOUFLE;PLOMBERIE;320400251;GAINE TPC10AN/LIS R25M 40 ROUGE;HEGLER;1;0,55;0,41 €
80179;LECOUFLE;PLOMBERIE;320500251;GAINE TPC10AN/LIS R25M 50 ROUGE;HEGLER;1;0,74;0,55 €
80180;LECOUFLE;PLOMBERIE;320630251;GAINE TPC10AN/LIS-R25M-63 ROUGE;HEGLER;1;0,88;0,65 €
80181;LECOUFLE;PLOMBERIE;320750251;GAINE TPC10AN/LIS-R25M-75 ROUGE;HEGLER;1;1,17;0,87 €
80182;LECOUFLE;PLOMBERIE;320900251;GAINE TPC10AN/LIS-R25M-90 ROUGE;HEGLER;1;1,34;0,99 €
80183;LECOUFLE;PLOMBERIE;930000400;MANCHON RACCORDEMENT TPC40;HEGLER;1;1,05;0,78 €
80184;LECOUFLE;PLOMBERIE;930000500;MANCHON RACCORDEMENT TPC50;HEGLER;1;1,19;0,88 €
80185;LECOUFLE;PLOMBERIE;930000630;MANCHON RACCORDEMENT TPC63;HEGLER;1;1,40;1,04 €
80186;LECOUFLE;PLOMBERIE;930000750;MANCHON RACCORDEMENT TPC75;HEGLER;1;1,51;1,12 €
80187;LECOUFLE;PLOMBERIE;930000900;MANCHON RACCORDEMENT TPC90;HEGLER;1;1,61;1,19 €
80188;LECOUFLE;PLOMBERIE;AVTX;ADAPTATEUR 100/125  -AVTX;NICOLL;1;19,63;14,54 €
80189;LECOUFLE;PLOMBERIE;1SAV111;AERATEUR A  MEMBRANE 110X100  -1SAV111;NICOLL;1;59,17;43,83 €
80190;LECOUFLE;PLOMBERIE;1SAV43;AERATEUR A MEMBRANE 40X32  -1SAV43;NICOLL;1;20,80;15,41 €
80191;LECOUFLE;PLOMBERIE;1SAV65;AERATEUR A MEMBRANE 63X50  -1SAV65;NICOLL;1;41,74;30,92 €
80192;LECOUFLE;PLOMBERIE;1SAV87;AERATEUR A MEMBRANE 80X75  -1SAV87;NICOLL;1;43,93;32,54 €
80193;LECOUFLE;PLOMBERIE;BJWC3;BAGUE ET JOINT WC D125 BJWC3;NICOLL;1;8,80;6,52 €
80194;LECOUFLE;PLOMBERIE;SCDFH;BONDE DOUCHE HORIZONTALE SCDFH;NICOLL;1;22,59;16,73 €
80195;LECOUFLE;PLOMBERIE;SDFH;BONDE DOUCHE VERTICAL SDFH;NICOLL;1;19,72;14,61 €
80196;LECOUFLE;PLOMBERIE;SCDFH9;BONDE SIPHOIDE D90 HORIZONTALE SCDFH9;NICOLL;1;22,50;16,67 €
80197;LECOUFLE;PLOMBERIE;SDFH9;BONDE SIPHOIDE D90 VERICALE-SDFH9;NICOLL;1;19,64;14,55 €
80198;LECOUFLE;PLOMBERIE;BRM2027;BOUCHE D'ARROSAGE BRM2027;NICOLL;1;60,10;44,52 €
80199;LECOUFLE;PLOMBERIE;B50F;BOUCHON FEMELLE B50F;NICOLL;1;2,13;1,58 €
80200;LECOUFLE;PLOMBERIE;CAL22;CALIBRE P/ENTREE AIR MOD22 BLANC-CAL22 *;NICOLL;1;0,49;0,36 €
80201;LECOUFLE;PLOMBERIE;DRP178;CANIVEAU LG 1M AVEC GRILLE ACIER LARG130;NICOLL;1;31,08;23,02 €
80202;LECOUFLE;PLOMBERIE;DR202CF;CANIVEAU LG 1M AVEC GRILLE FONTE C250;NICOLL;1;198,21;146,82 €
80203;LECOUFLE;PLOMBERIE;CC8;CHAPEAU VENT SIMP S/M CC8;NICOLL;1;12,93;9,58 €
80204;LECOUFLE;PLOMBERIE;CC10;CHAPEAU VENT SIMP S/P CC10;NICOLL;1;14,99;11,10 €
80205;LECOUFLE;PLOMBERIE;SVMC16;CHAPEAU VENT VMC SVMC16-A;NICOLL;1;87,35;64,70 €
80206;LECOUFLE;PLOMBERIE;CD10;CHAPEAU VENTIL AV PL CD10;NICOLL;1;40,86;30,27 €
80207;LECOUFLE;PLOMBERIE;CD12;CHAPEAU VENTIL AV PL CD12;NICOLL;1;48,44;35,88 €
80208;LECOUFLE;PLOMBERIE;CD8;CHAPEAU VENTIL AV PL CD8;NICOLL;1;38,91;28,82 €
80209;LECOUFLE;PLOMBERIE;CC31;CHAPEAU VENTIL/CUVE CC31;NICOLL;1;7,92;5,87 €
80210;LECOUFLE;PLOMBERIE;TAC145;CHATIERE 145CM2  -TAC145;NICOLL;1;22,19;16,44 €
80211;LECOUFLE;PLOMBERIE;SAV111;CLAPET AERATEUR CHUTE D.110/100;NICOLL;1;49,57;36,72 €
80212;LECOUFLE;PLOMBERIE;CASH4;CLAPET ANTI RETOUR A 45° REF CASH4;NICOLL;1;25,56;18,93 €
