ID;FOURNISSEUR;FAMILLE;REFERENCE;DESIGNATION;MARQUE;prix au;PRIX DE BASE;PRIX NET;;;;
70170;CDL;GENIE CLIMATIQUE;1321120075;"PAC AIR/EAU SPLIT ZURAN 120 INVERTER TRI MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 9KW.	";AJTECH;UN;9632;6 642,72;;;;
70171;;GENIE CLIMATIQUE;1370100004;PAC AIR/EAU SPLIT TIVANO 100 C MONO MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 3KW. S/S CUVE ECS;AJTECH;UN;4948;3 412,08;;;;
70172;;GENIE CLIMATIQUE;1370100001;PAC AIR/EAU SPLIT TIVANO 100 MONO MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 3KW. POUR CUVE ECS 200 L;AJTECH;UN;4948;3 412,08;;;;
70173;;GENIE CLIMATIQUE;5060000044;CUVE ECS 200 LITRES POUR TIVANO 100;AJTECH;UN;1660;1 144,64;;;;
70174;;GENIE CLIMATIQUE;1325100023;PAC AIR/EAU SPLIT BAGUIO 100 MONO MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 4,5KW. S/S CUVE ECS;AJTECH;UN;6426;4 431,84;;;;
70175;;GENIE CLIMATIQUE;1325100024;PAC AIR/EAU SPLIT BAGUIO 100 MONO MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 6KW. S/S CUVE ECS;AJTECH;UN;6491;4 476,64;;;;
70176;;GENIE CLIMATIQUE;1325100025;PAC AIR/EAU SPLIT BAGUIO 100 TRI MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 4,5KW. S/S CUVE ECS;AJTECH;UN;6579;4 537,12;;;;
70177;;GENIE CLIMATIQUE;1325100026;PAC AIR/EAU SPLIT BAGUIO 100 TRI MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 6KW. S/S CUVE ECS;AJTECH;UN;6644;4 581,92;;;;
70178;;GENIE CLIMATIQUE;1325125023;PAC AIR/EAU SPLIT BAGUIO 125 MONO MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 4,5KW. S/S CUVE ECS;AJTECH;UN;6723;4 636,24;;;;
70179;;GENIE CLIMATIQUE;1325125024;PAC AIR/EAU SPLIT BAGUIO 125 MONO MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 6KW. S/S CUVE ECS;AJTECH;UN;6788;4 681,04;;;;
70180;;GENIE CLIMATIQUE;1325125025;PAC AIR/EAU SPLIT BAGUIO 125 TRI MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 4,5KW. S/S CUVE ECS;AJTECH;UN;6883;4 746,56;;;;
70181;;GENIE CLIMATIQUE;1325125026;PAC AIR/EAU SPLIT BAGUIO 125 TRI MODULE HYDRAUL. INTERIEUR + UNITE EXTERIEURE REVERSIBLE AVEC APPOINT ELEC 6KW. S/S CUVE ECS;AJTECH;UN;6947;4 791,36;;;;
70182;CDL;DIVERS;CA221;AMPLIFICATEUR 2 ENTREES / 4 SORTIES;ALCAD ;UN;63;43,32;;;;
70183;CDL;DIVERS;AI 200;AMPLIFICATEUR D'APPARTEMENT  V + U   1E/1S;ALCAD ;UN;35;24,05;;;;
70184;CDL;DIVERS;FM200;ANTENNE  FM;ALCAD ;UN;26;17,81;;;;
70185;CDL;DIVERS;BU 454;ANTENNE  UHF 21 A 65 - 45 ELEMENTS;ALCAD ;UN;45;30,72;;;;
70186;CDL;DIVERS;BU 569;ANTENNE  UHF 21 A 69 - 16 ELEMENTS;ALCAD ;UN;51;34,97;;;;
70187;CDL;DIVERS;BU 269;ANTENNE  UHF 21 A 69 - 19 ELEMENTS;ALCAD ;UN;30;20,93;;;;
70188;CDL;DIVERS;BT 778;ANTENNE CANAL PLUS VHF  7 ELEMENTS;ALCAD ;UN;31;21,36;;;;
70189;CDL;DIVERS;CS2T;CERCLAGE;ALCAD ;UN;20;13,69;;;;
70190;CDL;DIVERS;CM 004;CONNECTEUR RAPIDE;ALCAD ;UN;0;0,12;;;;
70191;CDL;DIVERS;MM207;COUPLEUR 2 ENTREES UHF / VHF;ALCAD ;UN;8;5,71;;;;
70192;CDL;DIVERS;MM406;COUPLEUR 3 ENTREES UHF / VHF / FM;ALCAD ;UN;14;9,41;;;;
70193;CDL;DIVERS;F 25;FEUILLARD;ALCAD ;UN;28;19,47;;;;
70194;CDL;DIVERS;FMY19;FIXATION MURALE EN Y LG.190MM;ALCAD ;UN;22;15,34;;;;
70195;CDL;DIVERS;BO 204;KIT AMPLI + ALIMENTATION;ALCAD ;UN;29;20,21;;;;
70196;CDL;DIVERS;MS 335;MAT ACIER L 3M Ø 35;ALCAD ;UN;19;13,20;;;;
70197;CDL;DIVERS;FI 244;REPARTITEUR D'INTERIEUR 2 DIRECTIONS;ALCAD ;UN;6;4,34;;;;
70198;CDL;DIVERS;FI 474;REPARTITEUR D'INTERIEUR 4 DIRECTIONS;ALCAD ;UN;10;7,20;;;;
70199;CDL;DIVERS;D1602;REPARTITEUR D'INTERIEUR 6 DIRECTIONS;ALCAD ;UN;10;6,84;;;;
70200;CDL;DIVERS;D1802;REPARTITEUR D'INTERIEUR 8 DIRECTIONS;ALCAD ;UN;11;7,80;;;;
70201;CDL;GENIE CLIMATIQUE;11091013;BANDE ADHESIF ALU  (ROULEAU DE 50 M);ALDES ;UN;22;8,46;;;;
70202;CDL;GENIE CLIMATIQUE;11023055;CAISSON REPARTITEUR PLAT 6 SORTIE POUR DEE-FLY;ALDES ;UN;116;79,92;;;;
70203;CDL;GENIE CLIMATIQUE;11056047;CAISSON VEKITA + 2000 ISOLE;ALDES ;UN;840;454,51;;;;
70204;CDL;GENIE CLIMATIQUE;11056046;CAISSON VEKITA + 2000 SIMPLE;ALDES ;UN;719;389,23;;;;
70205;CDL;GENIE CLIMATIQUE;11056049;CAISSON VEKITA + 3000 ISOLE;ALDES ;UN;1028;555,80;;;;
70206;CDL;GENIE CLIMATIQUE;11056048;CAISSON VEKITA + 3000 SIMPLE;ALDES ;UN;915;495,31;;;;
70207;CDL;GENIE CLIMATIQUE;11056041;CAISSON VEKITA + 450 ISOLE;ALDES ;UN;408;220,62;;;;
70208;CDL;GENIE CLIMATIQUE;11056040;CAISSON VEKITA + 450 SIMPLE;ALDES ;UN;371;200,94;;;;
70209;CDL;GENIE CLIMATIQUE;11056043;CAISSON VEKITA + 700 ISOLE;ALDES ;UN;508;274,68;;;;
70210;CDL;GENIE CLIMATIQUE;11056042;CAISSON VEKITA + 700 SIMPLE;ALDES ;UN;468;252,96;;;;
70211;CDL;GENIE CLIMATIQUE;11070375;CENTRALE D'ASPIRATION ASPIR DOOBLE + SET FILAIRE;ALDES ;UN;1456;624,12;;;;
70212;CDL;GENIE CLIMATIQUE;11071101;CENTRALE D'ASPIRATION C'BOOSTER + SET NETTOYAGE;ALDES ;UN;1250;663,00;;;;
70213;CDL;GENIE CLIMATIQUE;11071100;CENTRALE D'ASPIRATION C'CLEANER + SET NETTOYAGE;ALDES ;UN;850;450,84;;;;
70214;CDL;GENIE CLIMATIQUE;11022036;CHATIERE GRISE+ PL. DE PLOMB (125. 150 MM);ALDES ;UN;71;43,06;;;;
70215;CDL;GENIE CLIMATIQUE;11023977;COUDE HORIZONTAL 90° 40X100;ALDES ;UN;6;3,47;;;;
70216;CDL;GENIE CLIMATIQUE;11023973;COUDE HORIZONTAL 90° 60X200;ALDES ;UN;9;5,23;;;;
70217;CDL;GENIE CLIMATIQUE;11023994;COUDE HORIZONTAL 90° POUR CONDUIT Ø125;ALDES ;UN;10;6,11;;;;
70218;CDL;GENIE CLIMATIQUE;11023976;COUDE VERTICAL 90° 40X100;ALDES ;UN;6;3,24;;;;
70219;CDL;GENIE CLIMATIQUE;11023974;COUDE VERTICAL 90° 60X200;ALDES ;UN;7;4,23;;;;
70220;CDL;GENIE CLIMATIQUE;11023002;COUDE VERTICAL 90° POUR CONDUIT Ø 80;ALDES ;UN;3;1,88;;;;
70221;CDL;GENIE CLIMATIQUE;11023975;COUDE VERTICAL 90° POUR CONDUIT Ø125;ALDES ;UN;7;3,93;;;;
70222;CDL;GENIE CLIMATIQUE;11011554;ENTREE D'AIR ACOUSTIQUE  EAI MODULE 30;ALDES ;UN;15;9,12;;;;
70223;CDL;GENIE CLIMATIQUE;11011546;ENTREE D'AIR ACOUSTIQUE MODULE 22;ALDES ;UN;15;9,36;;;;
70224;CDL;GENIE CLIMATIQUE;11011539;ENTREE D'AIR ACOUSTIQUE MODULE 30;ALDES ;UN;15;9,36;;;;
70225;CDL;GENIE CLIMATIQUE;11014150;ENTREE D'AIR HYGROREGLABLES  EHA;ALDES ;UN;32;17,70;;;;
70226;CDL;GENIE CLIMATIQUE;11014170;ENTREE D'AIR HYGROREGLABLES  EHB;ALDES ;UN;26;14,60;;;;
70227;CDL;GENIE CLIMATIQUE;11091198;GAINE VENTILATION Ø  80 ALGAINE STANDARD  DEVIDOIR DE 20M;ALDES ;UN;39;11,77;;;;
70228;CDL;GENIE CLIMATIQUE;11091199;GAINE VENTILATION Ø 125 ALGAINE STANDARD  DEVIDOIR DE 20M;ALDES ;UN;56;16,30;;;;
70229;CDL;GENIE CLIMATIQUE;11023077;KIT ACCESSOIRES INSUFFLATION 5 BOUCHES ( LIVRE AVEC 5 COUDES MINIGAINE POUR BOUCHES);ALDES ;UN;60;31,42;;;;
70230;CDL;GENIE CLIMATIQUE;11023079;KIT ACCESSOIRES INSUFFLATION SUPPLEMENTAIRE 1 BOUCHE ( LIVRE AVEC 1 COUDES MINIGAINE POUR BOUCHES);ALDES ;UN;13;6,27;;;;
70231;CDL;GENIE CLIMATIQUE;11033640;KIT BAHIA BAIN HYGRO B;ALDES ;UN;84;39,07;;;;
70232;CDL;GENIE CLIMATIQUE;11033641;KIT BAHIA WC  PRESENCE;ALDES ;UN;88;40,92;;;;
70233;CDL;GENIE CLIMATIQUE;11070355;KIT CONDUIT Ø51 SERIE T POUR 1 PRISE SUPPLEMENTAIRE;ALDES ;UN;54;32,72;;;;
70234;CDL;GENIE CLIMATIQUE;11070231;KIT CONDUIT Ø51 SERIE T POUR 3 PRISES;ALDES ;UN;126;76,31;;;;
70235;CDL;GENIE CLIMATIQUE;11026021;KIT SANITAIRE 15 M3 POUR COMPACT;ALDES ;UN;12;3,20;;;;
70236;CDL;GENIE CLIMATIQUE;11026022;KIT SANITAIRE 30 M3 POUR COMPACT;ALDES ;UN;12;3,20;;;;
70237;CDL;GENIE CLIMATIQUE;11022066;MANCHETTE TRIDENT Ø80  HT140MM;ALDES ;UN;7;3,99;;;;
70238;CDL;GENIE CLIMATIQUE;11011333;MANCHON DE RACCORDEMENT POUR ENTREE D'AIR L90;ALDES ;UN;18;10,75;;;;
70239;CDL;GENIE CLIMATIQUE;11091102;MINIGAINE OBLONGUE 40X100MM. LA BARRE DE 3M;ALDES ;UN;16;9,52;;;;
70240;CDL;GENIE CLIMATIQUE;11023971;MINIGAINE OBLONGUE 60X200MM. LA BARRE DE 3M;ALDES ;UN;24;13,92;;;;
70241;CDL;GENIE CLIMATIQUE;11070019;PLINTHE RAMASSE MIETTE BLC;ALDES ;UN;63;37,68;;;;
70242;CDL;GENIE CLIMATIQUE;11023017;RACCORD DROIT F 40X100;ALDES ;UN;1;0,66;;;;
70243;CDL;GENIE CLIMATIQUE;11023970;RACCORD DROIT F 60X200;ALDES ;UN;4;2,30;;;;
70244;CDL;GENIE CLIMATIQUE;11093045;RACCORD MALE GALVA POUR CONDUITS Ø160;ALDES ;UN;4;1,44;;;;
70245;CDL;GENIE CLIMATIQUE;11023995;RACCORD MIXTE OBL. CIRC. DROIT D125;ALDES ;UN;7;4,38;;;;
70246;CDL;GENIE CLIMATIQUE;11023978;RACCORD MIXTE OBL. CIRC. DROIT D80;ALDES ;UN;6;3,68;;;;
70247;CDL;GENIE CLIMATIQUE;11023972;REDUCTION MINIGAINE 60X200MM;ALDES ;UN;5;3,07;;;;
70248;CDL;GENIE CLIMATIQUE;11023980;TE 90° HORIZONTAL Ø125;ALDES ;UN;16;9,24;;;;
70249;CDL;GENIE CLIMATIQUE;11023979;TE MIXTE VERTICAL POUR BOUCHE DE 125;ALDES ;UN;16;9,24;;;;
70250;CDL;GENIE CLIMATIQUE;11056067;VENTILATEUR D'EXTRACTION MINIVEC 160;ALDES ;UN;434;232,66;;;;
70251;CDL;GENIE CLIMATIQUE;11056069;VENTILATEUR D'EXTRACTION MINIVEC 160 + PRESSOSTAT;ALDES ;UN;626;335,67;;;;
70252;CDL;GENIE CLIMATIQUE;11056068;VENTILATEUR D'EXTRACTION MINIVEC 180;ALDES ;UN;502;268,95;;;;
70253;CDL;GENIE CLIMATIQUE;11056070;VENTILATEUR D'EXTRACTION MINIVEC 180 + PRESSOSTAT;ALDES ;UN;721;386,62;;;;
70254;CDL;GENIE CLIMATIQUE;11033100;VMC GROUPE SEUL BAHIA NOUVEAU MODEL;ALDES ;UN;204;96,44;;;;
70255;CDL;GENIE CLIMATIQUE;11026100;VMC GROUPE SEUL COMPACT;ALDES ;UN;141;83,21;;;;
70256;CDL;GENIE CLIMATIQUE;11026113;VMC GROUPE SEUL SEKOÏA  SIMPLE FLUX AUTOREGLABLE;ALDES ;UN;120;48,32;;;;
70257;CDL;GENIE CLIMATIQUE;11026101;VMC SIMPLE FLUX AUTOREGLABLE  KIT COMPACT;ALDES ;UN;151;91,52;;;;
70258;CDL;GENIE CLIMATIQUE;11026114;VMC SIMPLE FLUX AUTOREGLABLE KIT SEKOÏA  AVEC INVERSEUR;ALDES ;UN;131;48,93;;;;
70259;CDL;GENIE CLIMATIQUE;11026115;VMC SIMPLE FLUX AUTOREGLABLE KIT SEKOÏA  AVEC TIMER;ALDES ;UN;162;95,33;;;;
70260;CDL;GENIE CLIMATIQUE;11026104;VMC SIMPLE FLUX AUTOREGLABLE REPARTIE MONO;ALDES ;UN;165;97,07;;;;
70261;CDL;GENIE CLIMATIQUE;11026103;VMC SIMPLE FLUX AUTOREGLABLE REPARTIE MULTI;ALDES ;UN;250;147,34;;;;
70262;CDL;GENIE CLIMATIQUE;11033170;VMC SIMPLE FLUX HYGROREGLABLE B KIT HYGRO BAHIA BASSE CONSO;ALDES ;UN;406;220,42;;;;
70263;CDL;GENIE CLIMATIQUE;11033160;VMC SIMPLE FLUX HYGROREGLABLE B KIT NOUVEL HYGRO BAHIA;ALDES ;UN;500;180,25;;;;
70264;CDL;ECLAIRAGE;0473;KIT SPOT FIXE 230V BLANC;ARIC ;UN;24;11,85;;;;
70265;CDL;ECLAIRAGE;0474;KIT SPOT FIXE 230V DORE;ARIC ;UN;35;16,76;;;;
70266;CDL;ECLAIRAGE;0475;KIT SPOT ORIENTABLE 230V BLANC;ARIC ;UN;26;12,48;;;;
70267;CDL;ECLAIRAGE;0476;KIT SPOT ORIENTABLE 230V DORE;ARIC ;UN;37;19,55;;;;
70268;CDL;ECLAIRAGE;0492;KIT SPOT FIXE 230V NICKEL;ARIC ;UN;37;18,28;;;;
70269;CDL;ECLAIRAGE;0495;KIT SPOT ORIENTABLE 230V NICKEL;ARIC ;UN;39;20,78;;;;
70270;CDL;ECLAIRAGE;0553;PROJECTEUR DAY BLANC;ARIC ;UN;40;20,03;;;;
70271;CDL;ECLAIRAGE;0554;PROJECTEUR DAY BEIGE;ARIC ;UN;40;20,03;;;;
70272;CDL;ECLAIRAGE;0574;PROJECTEUR ETANCHE 150W NOIR JUNIOR SANS LAMPE;ARIC ;UN;16;8,18;;;;
70273;CDL;ECLAIRAGE;0576;PROJECTEUR ETANCHE 150W BLANC JUNIOR SANS LAMPE;ARIC ;UN;16;8,18;;;;
70274;CDL;ECLAIRAGE;0590;PROJECTEUR MX 500  NOIR SANS LAMPE;ARIC ;UN;42;25,78;;;;
70275;CDL;ECLAIRAGE;0878;SUPPORT MURAL FA 57 POUR PROJ. DAY BLANC/BEIGE;ARIC ;UN;27;3,84;;;;
70276;CDL;ECLAIRAGE;1313;KIT SPOT FIXE FLUOCOMPACTE 11W NICKEL;ARIC ;UN;43;24,47;;;;
70277;CDL;ECLAIRAGE;1746;HUBLOT DECO E 27   75 W  270 T  BLANC;ARIC ;UN;31;15,07;;;;
70278;CDL;ECLAIRAGE;4910;KIT SPOT TBT ORIENTABLE ELECTRONIQUE BLANC;ARIC ;UN;28;12,00;;;;
70279;CDL;ECLAIRAGE;4912;KIT SPOT TBT FIXE ELECTRONIQUE NICKEL;ARIC ;UN;41;20,28;;;;
70280;CDL;ECLAIRAGE;4914;KIT SPOT TBT ORIENTABLE ELECTRONIQUE NICKEL;ARIC ;UN;44;25,01;;;;
70281;CDL;ECLAIRAGE;4915;KIT SPOT TBT FIXE ELECTRONIQUE  DORE;ARIC ;UN;38;20,04;;;;
70282;CDL;ECLAIRAGE;4916;KIT SPOT TBT FIXE ELECTRONIQUE BLANC;ARIC ;UN;35;16,61;;;;
70283;CDL;ECLAIRAGE;4918;KIT SPOT TBT ORIENTABLE ELECTRONIQUE DORE;ARIC ;UN;44;19,90;;;;
70284;CDL;APPAREILLAGE;48300;PC 2P + T CARREE - CLAPET METAL;ARNOULD ;CE;3584;2 507,00;;;;
70285;CDL;APPAREILLAGE;48400;BOITE ETANCHE 81X81 POUR PRISE DE SOL;ARNOULD ;CE;1227;859,00;;;;
70286;CDL;APPAREILLAGE;48550;VIROLLE DE REHAUSSE 40 A 50MM;ARNOULD ;CE;828;583,00;;;;
70287;CDL;APPAREILLAGE;48551;VIROLLE DE REHAUSSE 50 A 60MM;ARNOULD ;CE;876;613,00;;;;
70288;CDL;APPAREILLAGE;48552;VIROLLE DE REHAUSSE 60 A 80MM;ARNOULD ;CE;963;673,00;;;;
70289;CDL;APPAREILLAGE;60100;ESPACE INTERRUPTEUR 10A BORNES AUTO;ARNOULD ;CE;462;295,00;;;;
70290;CDL;APPAREILLAGE;60101;ESPACE VA ET VIENT 10A BORNES AUTO;ARNOULD ;CE;486;311,00;;;;
70291;CDL;APPAREILLAGE;60102;ESPACE DOUBLE VA ET VIENT 10A BORNES AUTO;ARNOULD ;CE;1216;781,00;;;;
70292;CDL;APPAREILLAGE;60105;ESPACE INTER TEMOIN 10A BORNES AUTO;ARNOULD ;CE;1596;1 020,00;;;;
70293;CDL;APPAREILLAGE;60107;ESPACE VA ET VIENT LUMINEUX BORNES AUTO;ARNOULD ;CE;1289;837,00;;;;
70294;CDL;APPAREILLAGE;60108;ESPACE PERMUTATEUR BORNES AUTO;ARNOULD ;CE;1856;1 199,00;;;;
70295;CDL;APPAREILLAGE;60110;ESPACE POUSSOIR 6A BORNES AUTO;ARNOULD ;CE;836;538,00;;;;
70296;CDL;APPAREILLAGE;60111;ESPACE POUSSOIR LUMINEUX BORNES AUTO;ARNOULD ;CE;1614;1 030,00;;;;
70297;CDL;APPAREILLAGE;60112;ESPACE DOUBLE POUSSOIR BORNES AUTO;ARNOULD ;CE;2101;1 357,00;;;;
70298;CDL;APPAREILLAGE;60114;ESPACE POUSSOIR + VV BORNES AUTO;ARNOULD ;CE;1786;1 142,00;;;;
70299;CDL;APPAREILLAGE;60118;"ESPACE VA ET VIENT TEMOIN AVEC NEUTRE BORNES AUTO	";ARNOULD ;CE;1650;1 035,00;;;;
70300;CDL;APPAREILLAGE;60119;ESPACE POUSSOIR O/F + BORNES AUTO;ARNOULD ;CE;2164;1 354,00;;;;
70301;CDL;APPAREILLAGE;60120;ESPACE VA ET VIENT + INTER 10A BORNES AUTO;ARNOULD ;CE;2023;1 292,00;;;;
70302;CDL;APPAREILLAGE;60121;ESPACE DOUBLE POUSSOIR +STOP BORNES AUTO;ARNOULD ;CE;2164;1 354,00;;;;
70303;CDL;APPAREILLAGE;60122;ESPACE CDE VMC AVEC A BORNES AUTO;ARNOULD ;CE;1870;1 170,00;;;;
70304;CDL;APPAREILLAGE;60123;ESPACE CDE VMC SANS A BORNES AUTO;ARNOULD ;CE;935;604,00;;;;
70305;CDL;APPAREILLAGE;60131;ESPACE PC  2 P + T 16A BORNES AUTO;ARNOULD ;CE;403;258,00;;;;
70306;CDL;APPAREILLAGE;60517;"ESPACE POUSSOIR A TELERUPTEUR  INTEGRE BORNES AUTO		";ARNOULD ;CE;4911;3 073,00;;;;
70307;CDL;APPAREILLAGE;60526;ESPACE PRISE RJ45  CAT6 BLINDEE STP;ARNOULD ;CE;2036;1 287,00;;;;
70308;CDL;APPAREILLAGE;60527;ESPACE PRISE RJ45  CAT5 ECRANTEE FTP;ARNOULD ;CE;1045;674,00;;;;
70309;CDL;APPAREILLAGE;60540;ESPACE CONJ. PTT;ARNOULD ;CE;1328;852,00;;;;
70310;CDL;APPAREILLAGE;60629;ESPACE A VIS PRISE  TV;ARNOULD ;CE;946;557,00;;;;
70311;CDL;APPAREILLAGE;60638;ESPACE SORTIE DE CABLE 20A;ARNOULD ;CE;1183;762,00;;;;
70312;CDL;APPAREILLAGE;60677;ESPACE PRISE TV-FM-SAT;ARNOULD ;CE;1986;1 231,00;;;;
70313;CDL;APPAREILLAGE;60802;"ESPACE PLAQUE SIMPLE ""LUMIERE""";ARNOULD ;CE;147;88,00;;;;
70314;CDL;APPAREILLAGE;60822;"ESPACE PLAQUE DOUBLE "" LUMIERE"" VERT.  ENTRAXE 57";ARNOULD ;CE;317;203,00;;;;
70315;CDL;APPAREILLAGE;60842;"ESPACE PLAQUE DOUBLE "" LUMIERE"" HOR. OU VERT.  ENTRAXE 71";ARNOULD ;CE;317;222,00;;;;
70316;CDL;APPAREILLAGE;60862;"ESPACE PLAQUE TRIPLE "" LUMIERE"" VERTICALE  ENTRAXE 57";ARNOULD ;CE;636;562,00;;;;
70317;CDL;APPAREILLAGE;60882;"ESPACE PLAQUE TRIPLE ""LUMIERE"" VERT. OU HORIZ.  ENTRAXE 71";ARNOULD ;CE;636;444,00;;;;
70318;CDL;GENIE CLIMATIQUE;326216;CHAUFFE EAU BLINDE 15L SOUS EVIER MONO;ATLANTIC;UN;271;127,37;;;;
70319;CDL;GENIE CLIMATIQUE;325216;CHAUFFE EAU BLINDE 15L SUR EVIER MONO SERIE COMPACTE;ATLANTIC;UN;271;127,37;;;;
70320;CDL;GENIE CLIMATIQUE;325116;CHAUFFE EAU BLINDE 15R SUR EVIER MONO SERIE ETROITE;ATLANTIC;UN;271;127,37;;;;
70321;CDL;GENIE CLIMATIQUE;321104;CHAUFFE EAU BLINDE 30L MONO SUR EVIER SERIE ETROITE;ATLANTIC;UN;306;143,82;;;;
70322;CDL;GENIE CLIMATIQUE;023110;CHAUFFE EAU BLINDE HM 100L MONO HORIZONTAL;ATLANTIC;UN;527;258,23;;;;
70323;CDL;GENIE CLIMATIQUE;023115;CHAUFFE EAU BLINDE HM 150L MONO HORIZONTAL;ATLANTIC;UN;624;305,79;;;;
70324;CDL;GENIE CLIMATIQUE;023120;CHAUFFE EAU BLINDE HM 200L MONO HORIZONTAL;ATLANTIC;UN;691;338,59;;;;
70325;CDL;GENIE CLIMATIQUE;023107;CHAUFFE EAU BLINDE HM 75L MONO HORIZONTAL;ATLANTIC;UN;468;229,32;;;;
70326;CDL;GENIE CLIMATIQUE;321105;CHAUFFE EAU BLINDE VM  50L MONO MURAL;ATLANTIC;UN;335;154,10;;;;
70327;CDL;GENIE CLIMATIQUE;021107;CHAUFFE EAU BLINDE VM  75L MONO MURAL;ATLANTIC;UN;342;157,32;;;;
70328;CDL;GENIE CLIMATIQUE;021110;CHAUFFE EAU BLINDE VM 100L MONO MURAL;ATLANTIC;UN;345;155,25;;;;
70329;CDL;GENIE CLIMATIQUE;021115;CHAUFFE EAU BLINDE VM 150L MONO MURAL;ATLANTIC;UN;402;180,90;;;;
70330;CDL;GENIE CLIMATIQUE;021315;CHAUFFE EAU BLINDE VM 150L TC MURAL;ATLANTIC;UN;496;228,16;;;;
70331;CDL;GENIE CLIMATIQUE;021120;CHAUFFE EAU BLINDE VM 200L MONO MURAL;ATLANTIC;UN;345;206,55;;;;
70332;CDL;GENIE CLIMATIQUE;021320;CHAUFFE EAU BLINDE VM 200L TC MURAL;ATLANTIC;UN;562;258,52;;;;
70333;CDL;GENIE CLIMATIQUE;022115;CHAUFFE EAU BLINDE VS 150L MONO S/SOCLE;ATLANTIC;UN;553;254,38;;;;
70334;CDL;GENIE CLIMATIQUE;022120;CHAUFFE EAU BLINDE VS 200L MONO S/SOCLE;ATLANTIC;UN;642;295,32;;;;
70335;CDL;GENIE CLIMATIQUE;022320;CHAUFFE EAU BLINDE VS 200L TC S/SOCLE;ATLANTIC;UN;664;305,44;;;;
70336;CDL;GENIE CLIMATIQUE;022325;CHAUFFE EAU BLINDE VS 250L TC S/SOCLE;ATLANTIC;UN;452;345,92;;;;
70337;CDL;GENIE CLIMATIQUE;022130;CHAUFFE EAU BLINDE VS 300L MONO S/SOCLE;ATLANTIC;UN;715;321,75;;;;
70338;CDL;GENIE CLIMATIQUE;022330;CHAUFFE EAU BLINDE VS 300L TC S/SOCLE;ATLANTIC;UN;787;354,15;;;;
70339;CDL;GENIE CLIMATIQUE;322350;CHAUFFE EAU BLINDE VS 500L TC S/SOCLE;ATLANTIC;UN;1861;930,50;;;;
70340;;GENIE CLIMATIQUE;154110;CHAUFFE EAU HAUTE PERFORMANCE CLASSE C VIZENGO VM 100L MONO MURAL;ATLANTIC;UN;575;247,25;;;;
70341;;GENIE CLIMATIQUE;154115;CHAUFFE EAU HAUTE PERFORMANCE CLASSE C VIZENGO VM 150L MONO MURAL;ATLANTIC;UN;647;278,21;;;;
70342;;GENIE CLIMATIQUE;154120;CHAUFFE EAU HAUTE PERFORMANCE CLASSE C VIZENGO VM 200L MONO MURAL;ATLANTIC;UN;731;314,33;;;;
70343;;GENIE CLIMATIQUE;154420;CHAUFFE EAU HAUTE PERFORMANCE CLASSE C VIZENGO VS 200L MONO S/SOCLE;ATLANTIC;UN;1056;454,08;;;;
70344;;GENIE CLIMATIQUE;154425;CHAUFFE EAU HAUTE PERFORMANCE CLASSE C VIZENGO VS 250L MONO S/SOCLE;ATLANTIC;UN;1131;486,33;;;;
70345;;GENIE CLIMATIQUE;154430;CHAUFFE EAU HAUTE PERFORMANCE CLASSE C VIZENGO VS 300L MONO S/SOCLE;ATLANTIC;UN;1178;506,54;;;;
70346;CDL;GENIE CLIMATIQUE;153410;CHAUFFE EAU STEATITE ACI HM 100L MONO HORIZONTAL;ATLANTIC;UN;616;289,52;;;;
70347;CDL;GENIE CLIMATIQUE;153315;CHAUFFE EAU STEATITE ACI HM 150L MONO HORIZONTAL;ATLANTIC;UN;714;335,58;;;;
70348;CDL;GENIE CLIMATIQUE;283018;CHAUFFE EAU STEATITE ACI HM 200L MONO HORIZONTAL;ATLANTIC;UN;838;393,86;;;;
70349;CDL;GENIE CLIMATIQUE;151105;CHAUFFE EAU STEATITE ACI VM  50L MONO MURAL;ATLANTIC;UN;421;193,66;;;;
70350;CDL;GENIE CLIMATIQUE;151107;CHAUFFE EAU STEATITE ACI VM  75L MONO MURAL;ATLANTIC;UN;442;203,32;;;;
70351;CDL;GENIE CLIMATIQUE;151110;CHAUFFE EAU STEATITE ACI VM 100L MONO MURAL;ATLANTIC;UN;469;199,33;;;;
70352;CDL;GENIE CLIMATIQUE;151115;CHAUFFE EAU STEATITE ACI VM 150 L MONO MURAL;ATLANTIC;UN;536;227,80;;;;
